global_step,grad_norm,loss,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
7046,,,0.1222734239959866,0.1238131241770491,83274637.0,0.1261105706311677,95000000.0,6424.115614652634,13822.012929201126,6424.115614652634,7397.27872467041,0.5612473487854004,0.0
7100,0.0531897,0.12058656,,,,,,,,,,,
7200,0.021518532,0.11752468,,,,,,,,,,,
7300,0.032635596,0.122219995,,,,,,,,,,,
7400,0.012117124,0.12202578,,,,,,,,,,,
7444,,,0.1215980527278199,0.123775639329059,83274637.0,0.12608876328125,95000000.0,6780.621622085571,14197.58101606369,6780.621622085571,7416.301333189011,0.5977089405059814,0.0
7500,0.03702841,0.13361666,,,,,,,,,,,
7600,0.034986038,0.12048428,,,,,,,,,,,
7700,0.029587286,0.12478787,,,,,,,,,,,
7800,0.060581684,0.12309734,,,,,,,,,,,
7843,,,0.1218106547991434,0.1237722255788604,83274637.0,0.1260928282689144,95000000.0,7136.954077482224,14572.897490501404,7136.954077482224,7435.2548828125,0.6251559257507324,0.0
7900,0.047766354,0.11709328,,,,,,,,,,,
8000,0.013276436,0.116143495,,,,,,,,,,,
8100,0.014145897,0.11140594,,,,,,,,,,,
8200,0.016914107,0.13410515,,,,,,,,,,,
8245,,,0.1236918627067744,0.1237653557791382,83274637.0,0.1260876074835526,95000000.0,7493.568974494934,14948.479031324388,7493.568974494934,7454.190403699875,0.6532576084136963,0.0
8300,0.053371005,0.12063662,,,,,,,,,,,
8400,0.011548118,0.11757227,,,,,,,,,,,
8500,0.010673341,0.119529806,,,,,,,,,,,
8600,0.02796925,0.1228377,,,,,,,,,,,
8636,,,0.1229121573386514,0.1237673250431543,83274637.0,0.1260906680921052,95000000.0,7849.544745922089,15323.452114105225,7849.544745922089,7473.154077291489,0.6839344501495361,0.0
8700,0.02580267,0.11930493,,,,,,,,,,,
8800,0.022252083,0.12922749,,,,,,,,,,,
8900,0.041063134,0.12867682,,,,,,,,,,,
9000,0.05956496,0.13007474,,,,,,,,,,,
9041,,,0.1233392242201656,0.1237332256656782,83274637.0,0.1260527690995065,95000000.0,8205.83998131752,15698.775145053864,8205.83998131752,7492.135791063309,0.7268929481506348,0.0
9100,0.009087627,0.124818996,,,,,,,,,,,
9200,0.023237206,0.11612839,,,,,,,,,,,
9300,0.0052969977,0.11636059,,,,,,,,,,,
9400,0.01061431,0.12831473,,,,,,,,,,,
9444,,,0.1236434520790412,0.1237031599809202,83274637.0,0.1260172732216282,95000000.0,8561.992237091064,16073.809898138046,8561.992237091064,7510.986135482788,0.7560198307037354,0.0
9444,,,,,,,,8561.992237091064,,,,,0.0
