global_step,grad_norm,loss,train/loss,train/ppl,validation/loss,validation/ppl,validation/num_examples,test/loss,test/ppl,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,12.868868,11.008064,,,,,,,,,,,,,,
1,,,11.012662887573242,60637.141937818495,11.012882232666016,60650.44385614428,100000.0,0.0,1.0,0.0,20.073198318481445,351.43866515159607,20.073198318481445,331.3653769493103,0.0,0.0
100,2.0764904,7.0180416,,,,,,,,,,,,,,
200,1.0286939,6.3182044,,,,,,,,,,,,,,
300,0.9295133,5.9761515,,,,,,,,,,,,,,
400,1.0131818,5.651428,,,,,,,,,,,,,,
500,0.7025676,5.274843,,,,,,,,,,,,,,
600,0.7175355,5.0690594,,,,,,,,,,,,,,
700,0.5712495,5.1083508,,,,,,,,,,,,,,
800,0.5301981,4.864869,,,,,,,,,,,,,,
900,0.44084942,4.6989074,,,,,,,,,,,,,,
1000,0.48590577,4.6325817,,,,,,,,,,,,,,
1100,0.33625144,4.409177,,,,,,,,,,,,,,
1200,0.3825129,4.3675127,,,,,,,,,,,,,,
1300,0.30968454,4.3359194,,,,,,,,,,,,,,
1400,0.31111163,4.151169,,,,,,,,,,,,,,
1500,0.32855797,4.293042,,,,,,,,,,,,,,
1600,0.28177866,4.2074227,,,,,,,,,,,,,,
1700,0.27826357,4.11031,,,,,,,,,,,,,,
1800,0.3424221,4.19349,,,,,,,,,,,,,,
1900,0.24806693,4.040416,,,,,,,,,,,,,,
2000,0.23896173,4.0582542,,,,,,,,,,,,,,
2100,0.23233454,3.967853,,,,,,,,,,,,,,
2200,0.20984672,4.058894,,,,,,,,,,,,,,
2300,0.21346563,4.0630593,,,,,,,,,,,,,,
2400,0.23028736,4.1315784,,,,,,,,,,,,,,
2500,0.20694314,3.9971244,,,,,,,,,,,,,,
2600,0.21437503,3.9094121,,,,,,,,,,,,,,
2700,0.2176245,4.0097356,,,,,,,,,,,,,,
2800,0.18615954,3.7686334,,,,,,,,,,,,,,
2900,0.19709471,3.8772333,,,,,,,,,,,,,,
3000,0.20218709,3.8296947,,,,,,,,,,,,,,
3100,0.18714014,3.6802154,,,,,,,,,,,,,,
3200,0.1879526,3.8197432,,,,,,,,,,,,,,
3300,0.18226703,3.690998,,,,,,,,,,,,,,
3400,0.18606251,3.795206,,,,,,,,,,,,,,
3500,0.17539038,3.8026173,,,,,,,,,,,,,,
3600,0.19531651,3.7728534,,,,,,,,,,,,,,
3700,0.1776446,3.6971684,,,,,,,,,,,,,,
3800,0.19070652,3.7860384,,,,,,,,,,,,,,
