accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,test/ppl,total_duration,train/loss,train/ppl,validation/loss,validation/num_examples,validation/ppl
331.38761615753174,0.0,21.72627210617065,1,0,21.72627210617065,0.0,0.0,1.0,353.1139643192291,11.02463436126709,61367.42042051339,11.02554702758789,100000.0,61423.45396440031
661.472690820694,0.0625267028808593,2592.6500630378723,5860,0,2592.6500630378723,0.0,0.0,1.0,3254.23917555809,3.6740002632141113,39.40923829116489,3.6770153045654297,100000.0,39.52823807872984
991.3317189216614,0.109027624130249,5163.838358402252,11760,0,5163.838358402252,0.0,0.0,1.0,6155.385736942291,3.473564624786377,32.251502289802424,3.475080966949463,100000.0,32.300443699131
1321.0434982776642,0.1552741527557373,7735.171722412109,17654,0,7735.171722412109,0.0,0.0,1.0,9056.529330968857,3.4002156257629395,29.970561775963063,3.400486469268799,100000.0,29.978680207349623
1651.4297454357147,0.1998054981231689,10306.366001367567,23554,0,10306.366001367567,0.0,0.0,1.0,11958.205814361572,3.346806287765503,28.41184932104939,3.347381114959717,100000.0,28.42818591958775
1981.779472827912,0.2430346012115478,12877.424536705015,29452,0,12877.424536705015,0.0,0.0,1.0,14859.708170175552,3.302138566970825,27.17068315836837,3.3027231693267822,100000.0,27.18657184758577
2311.837639808655,0.286996841430664,15448.696036577225,35346,0,15448.696036577225,0.0,0.0,1.0,17761.132017850876,3.245979785919189,25.68686536380133,3.246000289916992,100000.0,25.687392052631907
2641.849457502365,0.331540584564209,18019.66106724739,41244,0,18019.66106724739,0.0,0.0,1.0,20662.19996905327,3.191001415252685,24.312762427478425,3.190201997756958,100000.0,24.29333414651296
2971.829874753952,0.3751647472381592,20590.78639769554,47141,0,20590.78639769554,0.0,0.0,1.0,23563.40030765533,3.1230783462524414,22.716200452257908,3.12134313583374,100000.0,22.676817243518663
3302.093239068985,0.420560359954834,23162.07039999962,53039,0,23162.07039999962,0.0,0.0,1.0,26465.0432138443,3.055330753326416,21.22820566551865,3.0517024993896484,100000.0,21.151323902362865
,,,53039,0,23162.07039999962,,,,,,,,,
