global_step,grad_norm,loss,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,2.7703025,0.31875157,,,,,,,,,,,
1,,,0.3217447592214968,0.3213396619095289,83274637.0,0.3222404203125,95000000.0,10.077565431594849,2135.243924617768,10.077565431594849,2125.166263818741,0.0,0.0
100,0.041120782,0.12860012,,,,,,,,,,,
187,,,0.1288772394072334,0.1280829949947725,83274637.0,0.1307664952097039,95000000.0,367.7837171554565,3706.6295433044434,367.7837171554565,3338.8044052124023,0.0395026206970214,0.0
200,0.03944723,0.13049379,,,,,,,,,,,
300,0.018637067,0.13084501,,,,,,,,,,,
381,,,0.1266755133679827,0.1271914800489182,83274637.0,0.1295750185135691,95000000.0,724.0472061634064,5225.677568912506,724.0472061634064,4501.542052030563,0.0845065116882324,0.0
400,0.027739652,0.12611635,,,,,,,,,,,
500,0.032387808,0.13221669,,,,,,,,,,,
582,,,0.1261573118163542,0.1262177306240745,83274637.0,0.1284857905427631,95000000.0,1081.3559215068815,6745.31853055954,1081.3559215068815,5663.770552635193,0.1862823963165283,0.0
600,0.01845797,0.12499011,,,,,,,,,,,
700,0.02438374,0.12956953,,,,,,,,,,,
780,,,0.1267972463191305,0.1257606561907206,83274637.0,0.1280010001336348,95000000.0,1438.9549899101255,8261.516028404236,1438.9549899101255,6822.290097475052,0.2629413604736328,0.0
800,0.016763097,0.12453596,,,,,,,,,,,
900,0.039577488,0.118378624,,,,,,,,,,,
963,,,0.1256342414977415,0.1256644273371314,83274637.0,0.1278899901212993,95000000.0,1795.7874445915222,9755.240334749222,1795.7874445915222,7959.136619567871,0.3065764904022217,0.0
1000,0.015057172,0.11765431,,,,,,,,,,,
1100,0.02197025,0.12114918,,,,,,,,,,,
1154,,,0.1256656130810953,0.1252854671212609,83274637.0,0.1275421593441612,95000000.0,2152.549253702164,11168.76878643036,2152.549253702164,9015.858371019363,0.3496518135070801,0.0
1200,0.035792544,0.13282257,,,,,,,,,,,
1300,0.013288524,0.121481024,,,,,,,,,,,
1332,,,0.1228972539047962,0.1251981887145508,83274637.0,0.1275195331003289,95000000.0,2509.535026073456,12482.930582284927,2509.535026073456,9972.989837646484,0.3925313949584961,0.0
