global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.280216,6.9083138,,,,,,,,,,,,,,
1,,,0.0010762117,6.9101987,0.0011,6.910505,50000.0,0.0013000001,6.910612,10000.0,62.0377836227417,145.27190852165222,62.0377836227417,83.23402738571167,0.0,0.0
100,0.9382999,6.75622,,,,,,,,,,,,,,
200,1.7159138,6.4328136,,,,,,,,,,,,,,
300,1.9524416,6.2667093,,,,,,,,,,,,,,
400,3.2473595,6.1781263,,,,,,,,,,,,,,
500,4.891164,6.262416,,,,,,,,,,,,,,
600,2.3864083,6.0814447,,,,,,,,,,,,,,
700,2.753381,5.9718924,,,,,,,,,,,,,,
800,3.687202,5.987758,,,,,,,,,,,,,,
900,2.6280944,5.933118,,,,,,,,,,,,,,
1000,2.3546267,5.840041,,,,,,,,,,,,,,
1100,3.599295,5.88187,,,,,,,,,,,,,,
1200,3.9748979,5.886465,,,,,,,,,,,,,,
1300,5.010844,5.7755485,,,,,,,,,,,,,,
1400,3.174834,5.806589,,,,,,,,,,,,,,
1500,4.3649273,5.6979904,,,,,,,,,,,,,,
1600,2.6471348,5.748484,,,,,,,,,,,,,,
1700,2.4704807,5.695845,,,,,,,,,,,,,,
1800,1.7465972,5.610014,,,,,,,,,,,,,,
1900,6.677021,5.88741,,,,,,,,,,,,,,
2000,5.0624423,5.7971625,,,,,,,,,,,,,,
2100,3.3601139,5.8100057,,,,,,,,,,,,,,
2200,2.5220048,5.5251393,,,,,,,,,,,,,,
2300,3.1667466,5.5600495,,,,,,,,,,,,,,
2400,3.2634444,5.671502,,,,,,,,,,,,,,
2500,2.538338,5.54154,,,,,,,,,,,,,,
2600,3.0445223,5.448047,,,,,,,,,,,,,,
2700,2.3397136,5.385078,,,,,,,,,,,,,,
2800,2.6597435,5.375867,,,,,,,,,,,,,,
2900,2.9278173,5.3871202,,,,,,,,,,,,,,
3000,3.3318179,5.32281,,,,,,,,,,,,,,
3100,3.5130124,5.5266876,,,,,,,,,,,,,,
3200,3.021631,5.3545885,,,,,,,,,,,,,,
3300,1.2741576,5.2872806,,,,,,,,,,,,,,
3400,3.2336977,5.463455,,,,,,,,,,,,,,
3500,2.3230338,5.291337,,,,,,,,,,,,,,
3600,2.6491072,5.3013506,,,,,,,,,,,,,,
3700,3.639723,5.378151,,,,,,,,,,,,,,
3800,3.0273232,5.2039704,,,,,,,,,,,,,,
3900,2.917794,5.1859326,,,,,,,,,,,,,,
4000,3.2125683,5.2224617,,,,,,,,,,,,,,
4100,2.9455898,5.1019897,,,,,,,,,,,,,,
4200,3.4075716,5.2506337,,,,,,,,,,,,,,
4300,2.1821988,5.0772753,,,,,,,,,,,,,,
4400,1.9292452,5.1112666,,,,,,,,,,,,,,
4500,3.0773811,5.1388855,,,,,,,,,,,,,,
4518,,,0.039580677,5.9223266,0.036059998,5.994765,50000.0,0.029500002,6.248613,10000.0,2058.049063682556,2176.2921516895294,2058.049063682556,118.17159128189088,0.0278799533843994,0.0
4600,3.0757809,5.022922,,,,,,,,,,,,,,
4700,2.1589346,5.15825,,,,,,,,,,,,,,
4800,2.142906,5.0416126,,,,,,,,,,,,,,
4900,1.516194,5.013075,,,,,,,,,,,,,,
5000,3.939658,5.104778,,,,,,,,,,,,,,
5100,4.2181535,5.1436095,,,,,,,,,,,,,,
5200,3.3677444,5.0368257,,,,,,,,,,,,,,
5300,3.702074,4.9691706,,,,,,,,,,,,,,
5400,2.8452134,5.0268507,,,,,,,,,,,,,,
5500,4.9707375,4.811808,,,,,,,,,,,,,,
5600,3.4141655,4.9023495,,,,,,,,,,,,,,
5700,2.4545686,4.8978815,,,,,,,,,,,,,,
5800,5.332715,4.974868,,,,,,,,,,,,,,
5900,3.2696788,4.857068,,,,,,,,,,,,,,
6000,2.5486977,4.8113956,,,,,,,,,,,,,,
6100,4.340679,4.9837155,,,,,,,,,,,,,,
6200,2.0728767,4.827755,,,,,,,,,,,,,,
6300,1.8308903,4.712989,,,,,,,,,,,,,,
6400,3.7294922,4.9287744,,,,,,,,,,,,,,
6500,3.4071636,4.7604427,,,,,,,,,,,,,,
6600,2.9674847,4.7801595,,,,,,,,,,,,,,
6700,1.8668141,4.697668,,,,,,,,,,,,,,
6800,3.7065735,4.7670755,,,,,,,,,,,,,,
6900,4.6483707,4.7852592,,,,,,,,,,,,,,
7000,3.8844688,4.7861257,,,,,,,,,,,,,,
7100,1.2563435,4.7136173,,,,,,,,,,,,,,
7200,3.540576,4.6784687,,,,,,,,,,,,,,
7300,3.2213483,4.840146,,,,,,,,,,,,,,
7400,3.2844977,4.8261228,,,,,,,,,,,,,,
7500,4.4265137,4.890481,,,,,,,,,,,,,,
7600,3.5370514,4.6698093,,,,,,,,,,,,,,
7700,3.928209,4.8132963,,,,,,,,,,,,,,
7800,4.1096754,4.658948,,,,,,,,,,,,,,
7900,2.525869,4.547046,,,,,,,,,,,,,,
8000,5.1850243,4.8210316,,,,,,,,,,,,,,
8100,4.4520864,4.842931,,,,,,,,,,,,,,
8200,1.3208221,4.5518627,,,,,,,,,,,,,,
8300,3.1019812,4.5623493,,,,,,,,,,,,,,
8400,2.7229078,4.578224,,,,,,,,,,,,,,
8500,2.884135,4.6114874,,,,,,,,,,,,,,
8600,2.6330776,4.473111,,,,,,,,,,,,,,
8700,3.8220706,4.6068187,,,,,,,,,,,,,,
8800,3.309848,4.6149096,,,,,,,,,,,,,,
8900,4.8462615,4.680875,,,,,,,,,,,,,,
9000,3.0733392,4.596997,,,,,,,,,,,,,,
9100,4.547898,4.743021,,,,,,,,,,,,,,
9200,3.2441206,4.6345625,,,,,,,,,,,,,,
9300,4.2056413,4.600101,,,,,,,,,,,,,,
9400,3.1424062,4.475791,,,,,,,,,,,,,,
9500,3.134442,4.515594,,,,,,,,,,,,,,
9600,3.334294,4.450712,,,,,,,,,,,,,,
9700,2.7007835,4.4899807,,,,,,,,,,,,,,
9800,8.78771,4.5756187,,,,,,,,,,,,,,
9801,,,0.009745695,7.5413218,0.01064,7.568091,50000.0,0.007900001,7.6627584,10000.0,4054.1717386245728,4237.352629899979,4054.1717386245728,183.0349597930908,0.0581820011138916,0.0
9900,4.035606,4.5563397,,,,,,,,,,,,,,
10000,2.6494067,4.4724283,,,,,,,,,,,,,,
10100,4.734405,4.5196056,,,,,,,,,,,,,,
10200,1.7634783,4.4559884,,,,,,,,,,,,,,
10300,1.9574803,4.4244103,,,,,,,,,,,,,,
