global_step,grad_norm,loss,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,2.0795054,0.7407458,,,,,,,,,,,,,,,,,
1,,,0.5117838978767395,0.734809398651123,0.0213687025355946,0.5140057802200317,0.7332863211631775,0.0262547068500254,43793.0,0.5132913589477539,0.732523500919342,0.0287521672950354,43793.0,19.258131980896,263.6161003112793,19.258131980896,244.35787796974185,0.0,0.0
100,0.18736643,0.1709441,,,,,,,,,,,,,,,,,
200,0.0369673,0.07025348,,,,,,,,,,,,,,,,,
300,0.018735271,0.054171942,,,,,,,,,,,,,,,,,
400,0.018763008,0.054430705,,,,,,,,,,,,,,,,,
500,0.01574607,0.05790279,,,,,,,,,,,,,,,,,
600,0.013084241,0.05615982,,,,,,,,,,,,,,,,,
700,0.016109342,0.047802154,,,,,,,,,,,,,,,,,
800,0.026014766,0.050394528,,,,,,,,,,,,,,,,,
900,0.020690596,0.051048443,,,,,,,,,,,,,,,,,
1000,0.0135120675,0.047676727,,,,,,,,,,,,,,,,,
1100,0.017123848,0.05573076,,,,,,,,,,,,,,,,,
1200,0.01541453,0.049732182,,,,,,,,,,,,,,,,,
1300,0.013490714,0.050275177,,,,,,,,,,,,,,,,,
1400,0.0144372545,0.05429708,,,,,,,,,,,,,,,,,
1500,0.014607819,0.04578765,,,,,,,,,,,,,,,,,
1600,0.0153441625,0.05099304,,,,,,,,,,,,,,,,,
1700,0.01825058,0.047468614,,,,,,,,,,,,,,,,,
1800,0.010788644,0.043877967,,,,,,,,,,,,,,,,,
1900,0.015981339,0.04936638,,,,,,,,,,,,,,,,,
2000,0.013922147,0.04896201,,,,,,,,,,,,,,,,,
2100,0.01362968,0.049347915,,,,,,,,,,,,,,,,,
2200,0.015338437,0.04536658,,,,,,,,,,,,,,,,,
2204,,,0.9874175786972046,0.045296836644411,0.1194795397182197,0.98490971326828,0.0540494993329048,0.1173298612342307,43793.0,0.9839556217193604,0.0572024583816528,0.1166774618323502,43793.0,471.29798221588135,826.6415951251984,471.29798221588135,355.29258275032043,0.0353169441223144,0.0
2300,0.012568114,0.04612677,,,,,,,,,,,,,,,,,
2400,0.015940715,0.043242767,,,,,,,,,,,,,,,,,
2500,0.011184592,0.044797327,,,,,,,,,,,,,,,,,
2600,0.030880326,0.044177916,,,,,,,,,,,,,,,,,
2700,0.019656355,0.038044356,,,,,,,,,,,,,,,,,
2800,0.013108322,0.049839355,,,,,,,,,,,,,,,,,
2900,0.014728908,0.04450945,,,,,,,,,,,,,,,,,
3000,0.014748446,0.041279215,,,,,,,,,,,,,,,,,
3100,0.022146964,0.04216192,,,,,,,,,,,,,,,,,
