global_step,grad_norm,loss,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,5.883649,0.42975748,,,,,,,,,,,
1,,,0.4286097525238241,0.4295030069965586,83274637.0,0.4294543282072368,95000000.0,8.835359811782837,985.7814588546752,8.835359811782837,976.9460093975068,0.0,0.0
100,0.04300878,0.12814298,,,,,,,,,,,
200,0.024331216,0.121320255,,,,,,,,,,,
300,0.044508573,0.12948866,,,,,,,,,,,
377,,,0.1265032210463435,0.1269439825057418,83274637.0,0.12935749609375,95000000.0,365.288192987442,2190.362170934677,365.288192987442,1825.04330778122,0.0275282859802246,0.0
400,0.03999686,0.12940201,,,,,,,,,,,
500,0.00901806,0.11850944,,,,,,,,,,,
600,0.0060797627,0.12174237,,,,,,,,,,,
700,0.020163171,0.12721676,,,,,,,,,,,
754,,,0.125487346530148,0.1260462152517398,83274637.0,0.1285325125102796,95000000.0,721.8082504272461,3392.888720989228,721.8082504272461,2671.0166730880737,0.0576918125152587,0.0
800,0.03606243,0.118342154,,,,,,,,,,,
900,0.069792844,0.11927344,,,,,,,,,,,
1000,0.015782831,0.12853374,,,,,,,,,,,
1100,0.039481442,0.13237616,,,,,,,,,,,
1131,,,0.1237017150921454,0.1256398753172064,83274637.0,0.1279842845394737,95000000.0,1078.0052247047424,4573.984823703766,1078.0052247047424,3495.8833191394806,0.0872120857238769,0.0
1200,0.032242782,0.12871613,,,,,,,,,,,
1300,0.017936418,0.12340486,,,,,,,,,,,
1400,0.0060451697,0.12768993,,,,,,,,,,,
1500,0.03427174,0.124320194,,,,,,,,,,,
1506,,,0.1240090854208237,0.1253932286682843,83274637.0,0.1276551357524671,95000000.0,1434.5597667694092,5753.667954683304,1434.5597667694092,4318.980753660202,0.1154766082763671,0.0
1600,0.025061423,0.122963876,,,,,,,,,,,
1700,0.02989673,0.12026372,,,,,,,,,,,
1800,0.008707442,0.11500431,,,,,,,,,,,
1853,,,0.1235033725769077,0.1251631961552223,83274637.0,0.127426174372944,95000000.0,1790.6918082237244,6944.841834068298,1790.6918082237244,5153.991735696793,0.1428914070129394,0.0
1900,0.025910115,0.12252678,,,,,,,,,,,
2000,0.0057192273,0.12026724,,,,,,,,,,,
2100,0.042754743,0.1244898,,,,,,,,,,,
2200,0.006503134,0.13057613,,,,,,,,,,,
2242,,,0.1250143583114229,0.1248130793061315,83274637.0,0.1271508559518914,95000000.0,2146.8070859909058,8058.384309053421,2146.8070859909058,5911.387823104858,0.1709256172180175,0.0
2300,0.030604865,0.12775904,,,,,,,,,,,
2400,0.012037514,0.13007051,,,,,,,,,,,
2500,0.026322288,0.13188033,,,,,,,,,,,
2600,0.011042021,0.123597816,,,,,,,,,,,
2649,,,0.1234624714081017,0.1245463810767271,83274637.0,0.126872338435444,95000000.0,2502.847782611847,9069.51727604866,2502.847782611847,6566.448453903198,0.199498176574707,0.0
2700,0.020495182,0.12973733,,,,,,,,,,,
2800,0.038020194,0.12138781,,,,,,,,,,,
2900,0.01266458,0.119918495,,,,,,,,,,,
3000,0.029705258,0.12772277,,,,,,,,,,,
