global_step,grad_norm,loss,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,8.778337,0.8345878,,,,,,,,,,,
1,,,0.8356720125712689,0.8281508250806755,83274637.0,0.8329708185855264,95000000.0,11.854544401168823,1051.488144159317,11.854544401168823,1039.6335072517395,0.0,0.0
100,0.15631498,0.13212547,,,,,,,,,,,
200,0.00595947,0.12244774,,,,,,,,,,,
300,0.123042054,0.12901095,,,,,,,,,,,
349,,,0.1245877227904099,0.127212797155547,83274637.0,0.129900450832648,95000000.0,368.587194442749,2312.311780929565,368.587194442749,1943.679639339447,0.0415139198303222,0.0
400,0.034170624,0.12622386,,,,,,,,,,,
500,0.075960085,0.12516162,,,,,,,,,,,
600,0.006177016,0.12902871,,,,,,,,,,,
700,0.05414335,0.12622488,,,,,,,,,,,
707,,,0.1245321964130461,0.1261185226291405,83274637.0,0.1284989243318256,95000000.0,724.8533537387848,3581.561325073242,724.8533537387848,2856.614017724991,0.0870864391326904,0.0
800,0.01382679,0.12475927,,,,,,,,,,,
900,0.08965222,0.12710868,,,,,,,,,,,
1000,0.03420723,0.12264417,,,,,,,,,,,
1063,,,0.1252269333685344,0.1256262621877013,83274637.0,0.1280083937088816,95000000.0,1081.2716209888458,4830.486566066742,1081.2716209888458,3749.074127912522,0.1305680274963379,0.0
1100,0.012813432,0.12624367,,,,,,,,,,,
1200,0.0073264204,0.12340394,,,,,,,,,,,
1300,0.059985857,0.11992561,,,,,,,,,,,
1400,0.04521469,0.120125905,,,,,,,,,,,
1426,,,0.1267136701458842,0.1254381148075433,83274637.0,0.1278241077816611,95000000.0,1437.8353719711304,6056.440197944641,1437.8353719711304,4618.416419029236,0.1748092174530029,0.0
1500,0.046183284,0.1246454,,,,,,,,,,,
1600,0.021292044,0.11530621,,,,,,,,,,,
1700,0.005557511,0.12648244,,,,,,,,,,,
1789,,,0.1225543872060828,0.1251855156104395,83274637.0,0.1275926851768092,95000000.0,1793.9641206264496,7286.764143466949,1793.9641206264496,5492.564939498901,0.218393325805664,0.0
1800,0.038551793,0.119942255,,,,,,,,,,,
1900,0.01584181,0.12180534,,,,,,,,,,,
2000,0.0215813,0.12711468,,,,,,,,,,,
2100,0.020724123,0.1212566,,,,,,,,,,,
2173,,,0.1236991988576995,0.1249970566963977,83274637.0,0.1273852073601973,95000000.0,2150.645527601242,8479.622588157654,2150.645527601242,6328.694607496262,0.2624342441558838,0.0
2200,0.00628648,0.124216,,,,,,,,,,,
2300,0.03418367,0.120608896,,,,,,,,,,,
2400,0.0052153287,0.13069367,,,,,,,,,,,
2500,0.02409674,0.11709669,,,,,,,,,,,
2549,,,0.121270561251063,0.1245903847526209,83274637.0,0.126982469140625,95000000.0,2507.179934501648,9601.419316768646,2507.179934501648,7093.910027980804,0.3061397075653076,0.0
2600,0.03371125,0.12413384,,,,,,,,,,,
2700,0.024229614,0.13024643,,,,,,,,,,,
2800,0.01932557,0.119996816,,,,,,,,,,,
2900,0.017253539,0.121049255,,,,,,,,,,,
2940,,,0.1230035414860683,0.1245077552141191,83274637.0,0.126900465285773,95000000.0,2863.8394446372986,10583.103477716446,2863.8394446372986,7718.88613820076,0.3513209819793701,0.0
3000,0.025231877,0.12818503,,,,,,,,,,,
3100,0.008841145,0.12563306,,,,,,,,,,,
3200,0.029997744,0.12227347,,,,,,,,,,,
3300,0.032286044,0.13065003,,,,,,,,,,,
3321,,,0.1211391265662211,0.1244668519251264,83274637.0,0.126874219921875,95000000.0,3220.5554728508,11418.634756803513,3220.5554728508,8197.652658700943,0.3968110084533691,0.0
3400,0.008743758,0.124384165,,,,,,,,,,,
3500,0.03632284,0.12317318,,,,,,,,,,,
3600,0.0080030905,0.12327969,,,,,,,,,,,
3700,0.013970491,0.11672975,,,,,,,,,,,
3705,,,0.1225306189285134,0.1244092073912125,83274637.0,0.1267917490953947,95000000.0,3576.630087852478,12248.47028541565,3576.630087852478,8671.364601373672,0.4426403045654297,0.0
3800,0.015658513,0.118028484,,,,,,,,,,,
3900,0.015041653,0.118292674,,,,,,,,,,,
4000,0.010374712,0.1227472,,,,,,,,,,,
4100,0.069592945,0.13512017,,,,,,,,,,,
4103,,,0.1234957261959899,0.1243771472352305,83274637.0,0.126748708203125,95000000.0,3933.3482971191406,13080.834596633911,3933.3482971191406,9146.96027326584,0.4897847175598144,0.0
4200,0.024378553,0.11719364,,,,,,,,,,,
4300,0.009845744,0.12404836,,,,,,,,,,,
4400,0.027142089,0.13320374,,,,,,,,,,,
4494,,,0.1238815151037847,0.1243369685640486,83274637.0,0.1266836757298519,95000000.0,4289.394599199295,13906.683650016785,4289.394599199295,9616.715633392334,0.5339832305908203,0.0
4500,0.053898163,0.12022677,,,,,,,,,,,
4600,0.03721644,0.12855168,,,,,,,,,,,
4700,0.023496665,0.1251846,,,,,,,,,,,
4800,0.021383323,0.1234339,,,,,,,,,,,
4888,,,0.1249142214538728,0.1242688661523469,83274637.0,0.126629498879523,95000000.0,4646.055327892304,14738.05490899086,4646.055327892304,10091.377185583116,0.5796899795532227,0.0
4900,0.0071144365,0.12762865,,,,,,,,,,,
5000,0.0067798276,0.11603826,,,,,,,,,,,
5100,0.01488487,0.1201435,,,,,,,,,,,
5200,0.005635483,0.1168769,,,,,,,,,,,
5282,,,0.1227240764518391,0.1241231476572287,83274637.0,0.1265117330078125,95000000.0,5002.727439403534,15574.986730098724,5002.727439403534,10571.58769249916,0.625645637512207,0.0
5300,0.01211032,0.12109076,,,,,,,,,,,
5400,0.005951648,0.12117486,,,,,,,,,,,
5500,0.030766806,0.120618634,,,,,,,,,,,
5600,0.019849088,0.124679774,,,,,,,,,,,
5666,,,0.1225895283732024,0.1240445941166336,83274637.0,0.1264248580797697,95000000.0,5359.406314373016,16412.22345018387,5359.406314373016,11052.09754562378,0.6705970764160156,0.0
5700,0.033979684,0.11752325,,,,,,,,,,,
5800,0.0062608854,0.12148452,,,,,,,,,,,
5900,0.010351401,0.12206719,,,,,,,,,,,
6000,0.014384872,0.12229128,,,,,,,,,,,
6050,,,0.1208675845332865,0.1240132790010503,83274637.0,0.1263843875822368,95000000.0,5715.675287246704,17250.531698465347,5715.675287246704,11534.09035563469,0.7138369083404541,0.0
6100,0.036564045,0.120108284,,,,,,,,,,,
6200,0.026744429,0.12069995,,,,,,,,,,,
6300,0.0644157,0.1301386,,,,,,,,,,,
6400,0.034365486,0.12012325,,,,,,,,,,,
6431,,,0.1214186827763446,0.1239692346734764,83274637.0,0.1263417549753289,95000000.0,6072.211262464523,18090.77368569374,6072.211262464523,12017.748189210892,0.7589044570922852,0.0
6500,0.033919998,0.12929797,,,,,,,,,,,
6600,0.015573202,0.11899456,,,,,,,,,,,
6700,0.02669666,0.122183844,,,,,,,,,,,
6800,0.0068034735,0.12643293,,,,,,,,,,,
6803,,,0.1232786196043843,0.1238777053135976,83274637.0,0.1262457510793585,95000000.0,6428.74494433403,18927.00859141349,6428.74494433403,12497.400820493698,0.8043768405914307,0.0
6900,0.023005929,0.12772408,,,,,,,,,,,
7000,0.030977622,0.12739815,,,,,,,,,,,
7100,0.012425948,0.11906159,,,,,,,,,,,
7185,,,0.123683959421403,0.1238163577769202,83274637.0,0.1261908655838815,95000000.0,6784.856000185013,19751.426362514496,6784.856000185013,12965.658084630966,0.8506999015808105,0.0
7200,0.031710528,0.12869547,,,,,,,,,,,
7300,0.009441246,0.11640215,,,,,,,,,,,
7400,0.008031621,0.13014293,,,,,,,,,,,
7500,0.0317257,0.121519916,,,,,,,,,,,
7575,,,0.1225901270788983,0.1237311881328735,83274637.0,0.1260979792865953,95000000.0,7140.8094828128815,20574.77200984955,7140.8094828128815,13433.002378702164,0.8953931331634521,0.0
7600,0.01857985,0.11743331,,,,,,,,,,,
7700,0.053333435,0.13209465,,,,,,,,,,,
7800,0.00909051,0.12483096,,,,,,,,,,,
7900,0.016783291,0.1212478,,,,,,,,,,,
7969,,,0.1218484915183775,0.1236891060507002,83274637.0,0.1260435585526315,95000000.0,7497.635714530945,21396.962477207184,7497.635714530945,13898.31785416603,0.9408409595489502,0.0
8000,0.019770809,0.11514445,,,,,,,,,,,
8100,0.04239177,0.11830263,,,,,,,,,,,
8200,0.018948905,0.116233125,,,,,,,,,,,
8300,0.016417198,0.12128273,,,,,,,,,,,
8351,,,0.1253567851681566,0.1236780861794127,83274637.0,0.126031726665296,95000000.0,7853.642936706543,22226.54355621338,7853.642936706543,14371.840885400772,0.9885072708129884,0.0
8351,,,,,,,,7853.642936706543,,,,,0.0
