,workload,trial,val target metric name,val target metric value,val target reached,best metric value on val,time to best eval on val (s),time to target on val (s),step_time (s),step_hint
4,criteo1tb_pytorch,trial_1,validation/loss,0.123735,True,0.1236836366985733,7836.119033813477,7480.571330547333,0.909490487405232,10666
12,criteo1tb_pytorch,trial_1,validation/loss,0.123735,True,0.1236981323330379,6768.513046264648,6768.513046264648,0.909490487405232,10666
21,criteo1tb_pytorch,trial_1,validation/loss,0.123735,True,0.1236888022091851,8195.66323542595,7483.040989398956,0.909490487405232,10666
7,fastmri_pytorch,trial_1,validation/ssim,0.723653,True,0.7243824080261677,1018.5896019935608,1018.5896019935608,0.2531965345361251,18094
15,fastmri_pytorch,trial_1,validation/ssim,0.723653,True,0.7240946463272018,1128.837876081467,1128.837876081467,0.2531965345361251,18094
24,fastmri_pytorch,trial_1,validation/ssim,0.723653,True,0.7242272269142164,1279.6873631477356,1279.6873631477356,0.2531965345361251,18094
2,finewebedu_lm_pytorch,trial_1,validation/ppl,22.2995,False,22.907429657990484,46293.00692868233,inf,0.39557035112902283,72000
10,finewebedu_lm_pytorch,trial_1,validation/ppl,22.2995,False,23.129587841090785,43710.66011118889,inf,0.39557035112902283,72000
19,finewebedu_lm_pytorch,trial_1,validation/ppl,22.2995,False,23.1486231732884,46274.09501791,inf,0.39557035112902283,72000
5,imagenet_resnet_pytorch,trial_1,validation/accuracy,0.77431,False,0.67248,55976.22831273079,inf,0.8173056068837263,195999
13,imagenet_resnet_pytorch,trial_1,validation/accuracy,0.77431,False,0.68412,69928.90233135223,inf,0.8173056068837263,195999
22,imagenet_resnet_pytorch,trial_1,validation/accuracy,0.77431,False,0.67436,73961.89125466347,inf,0.8173056068837263,195999
0,imagenet_vit_pytorch,trial_1,validation/accuracy,0.77309,False,0.65356,95099.52543473244,inf,0.8838809331652617,167999
17,imagenet_vit_pytorch,trial_1,validation/accuracy,0.77309,False,0.64404,92544.23992848396,inf,0.8838809331652617,167999
8,librispeech_conformer_pytorch,trial_1,validation/wer,0.085884,False,0.0894317578332448,64575.97684216499,inf,0.6624823705895609,76000
16,librispeech_conformer_pytorch,trial_1,validation/wer,0.085884,True,0.0855018587360594,54098.90682005882,54098.90682005882,0.6624823705895609,76000
25,librispeech_conformer_pytorch,trial_1,validation/wer,0.085884,True,0.0854922029643219,55846.44081497192,55846.44081497192,0.6624823705895609,76000
1,librispeech_deepspeech_pytorch,trial_1,validation/wer,0.119936,True,0.119316371360981,36138.43036651611,36138.43036651611,0.5242204456710123,38400
9,librispeech_deepspeech_pytorch,trial_1,validation/wer,0.119936,True,0.119750881089171,41911.17554831505,41911.17554831505,0.5242204456710123,38400
18,librispeech_deepspeech_pytorch,trial_1,validation/wer,0.119936,True,0.1196350118283203,43377.43124747276,43377.43124747276,0.5242204456710123,38400
6,ogbg_pytorch,trial_1,validation/mean_average_precision,0.28098,True,0.2844002947409835,6330.916296482086,6330.916296482086,0.21809077900113122,52000
14,ogbg_pytorch,trial_1,validation/mean_average_precision,0.28098,True,0.2842687873347874,6325.430662155151,6325.430662155151,0.21809077900113122,52000
23,ogbg_pytorch,trial_1,validation/mean_average_precision,0.28098,True,0.2829456743930914,5872.041952133179,5872.041952133179,0.21809077900113122,52000
3,wmt_pytorch,trial_1,validation/bleu,30.8491,True,30.968261630078437,10325.45705485344,10325.45705485344,0.14011229786067375,120000
11,wmt_pytorch,trial_1,validation/bleu,30.8491,True,30.96477125743624,8397.619731426239,7755.601474523544,0.14011229786067375,120000
20,wmt_pytorch,trial_1,validation/bleu,30.8491,True,30.90527060487547,11614.250758886335,11614.250758886335,0.14011229786067375,120000
