global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.3718966,6.907756,,,,,,,,,,,,,,
1,,,0.0009570312,6.907755,0.0009999999,6.907755,50000.0,0.001,6.907755,10000.0,54.33276605606079,119.49752497673036,54.33276605606079,65.16466951370239,0.0,0.0
100,0.5278902,6.855645,,,,,,,,,,,,,,
200,0.883211,6.750156,,,,,,,,,,,,,,
300,0.98026323,6.6384144,,,,,,,,,,,,,,
400,1.5617151,6.7331033,,,,,,,,,,,,,,
500,1.3758284,6.4443483,,,,,,,,,,,,,,
600,1.2419877,6.6390333,,,,,,,,,,,,,,
700,0.9848385,6.3913865,,,,,,,,,,,,,,
800,1.3267391,6.186459,,,,,,,,,,,,,,
900,1.1585091,6.2669683,,,,,,,,,,,,,,
1000,1.4175246,6.1616316,,,,,,,,,,,,,,
1100,2.1831393,6.104462,,,,,,,,,,,,,,
1200,1.0523837,6.0107203,,,,,,,,,,,,,,
1300,1.240491,6.112482,,,,,,,,,,,,,,
1400,1.0418781,5.866243,,,,,,,,,,,,,,
1500,1.2650018,5.8612623,,,,,,,,,,,,,,
1600,1.0133135,5.7907853,,,,,,,,,,,,,,
1700,0.9811526,6.1570196,,,,,,,,,,,,,,
1800,0.90450394,5.7181873,,,,,,,,,,,,,,
1900,1.0555738,5.7435904,,,,,,,,,,,,,,
2000,1.1823595,5.813843,,,,,,,,,,,,,,
2100,1.0315002,6.6219926,,,,,,,,,,,,,,
2200,0.90378714,6.1525755,,,,,,,,,,,,,,
2300,1.0601021,5.863021,,,,,,,,,,,,,,
2400,0.9505425,5.523467,,,,,,,,,,,,,,
2500,1.1800436,5.3318815,,,,,,,,,,,,,,
2600,1.2021787,5.488373,,,,,,,,,,,,,,
2700,1.1413898,6.5429306,,,,,,,,,,,,,,
