global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.6667776,6.937641,,,,,,,,,,,,,,
1,,,0.0009964923,6.911188,0.0011,6.9112005,50000.0,0.0016000001,6.911452,10000.0,50.05170655250549,102.06706309318542,50.05170655250549,52.0152485370636,0.0,0.0
100,0.70700336,6.7974844,,,,,,,,,,,,,,
200,0.7996211,6.528869,,,,,,,,,,,,,,
300,0.9258203,6.239402,,,,,,,,,,,,,,
400,2.5952625,5.9370394,,,,,,,,,,,,,,
500,1.7937704,5.8894916,,,,,,,,,,,,,,
600,2.7458012,5.562245,,,,,,,,,,,,,,
700,3.082097,5.4183106,,,,,,,,,,,,,,
800,3.4182034,5.3853774,,,,,,,,,,,,,,
900,4.713833,5.1129894,,,,,,,,,,,,,,
1000,5.1468925,4.955118,,,,,,,,,,,,,,
1100,3.2853997,4.867576,,,,,,,,,,,,,,
1200,3.1442041,4.8156505,,,,,,,,,,,,,,
1300,6.456387,4.7741036,,,,,,,,,,,,,,
1400,5.0058527,4.604964,,,,,,,,,,,,,,
1500,4.737508,4.548623,,,,,,,,,,,,,,
1600,4.8116794,4.3210387,,,,,,,,,,,,,,
1700,4.3528275,4.2382145,,,,,,,,,,,,,,
1800,3.5224786,4.2787423,,,,,,,,,,,,,,
1900,4.5266075,4.059245,,,,,,,,,,,,,,
2000,4.13993,4.146163,,,,,,,,,,,,,,
2100,4.7445207,3.9710836,,,,,,,,,,,,,,
2200,3.730398,3.9889417,,,,,,,,,,,,,,
2300,3.7717028,3.7336977,,,,,,,,,,,,,,
2400,3.9916658,3.7985497,,,,,,,,,,,,,,
2500,5.6607237,3.663944,,,,,,,,,,,,,,
2600,3.65556,3.6379647,,,,,,,,,,,,,,
2700,4.543541,3.5781522,,,,,,,,,,,,,,
2800,3.2827427,3.5014977,,,,,,,,,,,,,,
2900,3.2702684,3.429031,,,,,,,,,,,,,,
3000,3.6240551,3.2898905,,,,,,,,,,,,,,
3100,3.3905525,3.2999988,,,,,,,,,,,,,,
3200,3.724749,3.3394856,,,,,,,,,,,,,,
3300,3.6135683,3.3859944,,,,,,,,,,,,,,
3400,2.9023514,3.0397449,,,,,,,,,,,,,,
3500,4.0665913,3.1181679,,,,,,,,,,,,,,
3600,4.919504,3.0716195,,,,,,,,,,,,,,
3700,3.2646744,3.0457535,,,,,,,,,,,,,,
3800,3.235877,3.0217452,,,,,,,,,,,,,,
3900,4.270282,2.8008733,,,,,,,,,,,,,,
4000,2.8435893,2.7700608,,,,,,,,,,,,,,
4100,3.6150274,2.96369,,,,,,,,,,,,,,
4200,2.802336,2.71949,,,,,,,,,,,,,,
4300,2.656301,2.657054,,,,,,,,,,,,,,
4400,3.172353,2.761429,,,,,,,,,,,,,,
4500,2.0984654,2.525836,,,,,,,,,,,,,,
4600,3.266396,2.6706834,,,,,,,,,,,,,,
4700,2.871559,2.505187,,,,,,,,,,,,,,
4800,2.842654,2.5376668,,,,,,,,,,,,,,
4900,2.7010672,2.5197618,,,,,,,,,,,,,,
5000,2.6695397,2.5349374,,,,,,,,,,,,,,
5100,3.1377332,2.3682842,,,,,,,,,,,,,,
5200,3.145768,2.3820531,,,,,,,,,,,,,,
5300,2.417244,2.5557215,,,,,,,,,,,,,,
5400,2.7682803,2.4917464,,,,,,,,,,,,,,
5500,3.2734575,2.2588856,,,,,,,,,,,,,,
5600,2.3876443,2.4653878,,,,,,,,,,,,,,
5700,1.9121044,2.3970437,,,,,,,,,,,,,,
5800,2.3045576,2.3274488,,,,,,,,,,,,,,
5900,3.235435,2.3300755,,,,,,,,,,,,,,
6000,2.525096,2.274845,,,,,,,,,,,,,,
6100,2.4231212,2.4144275,,,,,,,,,,,,,,
6200,2.473515,2.2247956,,,,,,,,,,,,,,
6300,2.512757,2.2379494,,,,,,,,,,,,,,
6400,2.6440358,2.2755826,,,,,,,,,,,,,,
6500,2.3202763,2.2377498,,,,,,,,,,,,,,
6600,2.5113678,2.203242,,,,,,,,,,,,,,
6700,2.1603253,2.0019872,,,,,,,,,,,,,,
6800,2.989933,2.2340024,,,,,,,,,,,,,,
6900,2.499252,2.4152718,,,,,,,,,,,,,,
7000,2.9657903,2.2457147,,,,,,,,,,,,,,
7100,2.1668735,2.1426654,,,,,,,,,,,,,,
7200,2.2761014,2.187819,,,,,,,,,,,,,,
7300,2.3357108,2.0484855,,,,,,,,,,,,,,
7400,2.1333196,2.0877025,,,,,,,,,,,,,,
7500,2.1497238,1.9834424,,,,,,,,,,,,,,
7600,2.0414712,2.0161157,,,,,,,,,,,,,,
7700,2.7318182,2.1029773,,,,,,,,,,,,,,
7775,,,0.24701051,4.324531,0.21968,4.684749,50000.0,0.172,5.343633,10000.0,2045.952622413636,2121.2451028823853,2045.952622413636,75.18314480781555,0.040722370147705,0.0
7800,2.5066726,2.0618837,,,,,,,,,,,,,,
7900,2.2393587,1.9519908,,,,,,,,,,,,,,
8000,2.2426698,1.9967667,,,,,,,,,,,,,,
8100,2.4951973,1.961917,,,,,,,,,,,,,,
8200,2.293179,1.9813585,,,,,,,,,,,,,,
8300,2.3112888,2.0724347,,,,,,,,,,,,,,
8400,2.1802475,1.8818287,,,,,,,,,,,,,,
8500,2.6938634,1.9116136,,,,,,,,,,,,,,
8600,2.1244981,1.8788534,,,,,,,,,,,,,,
8700,2.171103,1.8036702,,,,,,,,,,,,,,
8800,2.4372294,1.9247897,,,,,,,,,,,,,,
8900,3.0795395,2.0393934,,,,,,,,,,,,,,
9000,2.267165,2.0267591,,,,,,,,,,,,,,
9100,2.2952557,1.7863173,,,,,,,,,,,,,,
9200,1.9657148,1.8684945,,,,,,,,,,,,,,
9300,2.4311297,1.908051,,,,,,,,,,,,,,
9400,2.3350253,1.7880323,,,,,,,,,,,,,,
9500,2.4852796,1.6965244,,,,,,,,,,,,,,
9600,2.7839885,1.8084326,,,,,,,,,,,,,,
9700,1.8872875,1.9294735,,,,,,,,,,,,,,
9800,2.1615727,1.8315334,,,,,,,,,,,,,,
9900,2.1784155,1.8522304,,,,,,,,,,,,,,
10000,2.270123,1.7710309,,,,,,,,,,,,,,
10100,2.6209273,1.8575473,,,,,,,,,,,,,,
10200,2.2187145,1.8845432,,,,,,,,,,,,,,
10300,2.2962148,1.6983267,,,,,,,,,,,,,,
10400,2.3419755,1.7371793,,,,,,,,,,,,,,
10500,2.469331,1.856576,,,,,,,,,,,,,,
10600,2.522246,1.7106547,,,,,,,,,,,,,,
10700,2.3559525,1.7313383,,,,,,,,,,,,,,
10800,2.0033398,1.8330435,,,,,,,,,,,,,,
10900,2.0780852,1.8244648,,,,,,,,,,,,,,
11000,2.2579157,1.7004968,,,,,,,,,,,,,,
11100,2.3713977,1.6938348,,,,,,,,,,,,,,
11200,2.2725842,1.7999781,,,,,,,,,,,,,,
11300,2.1794243,1.9128373,,,,,,,,,,,,,,
11400,2.2738512,1.7557681,,,,,,,,,,,,,,
11500,2.3985875,1.7471433,,,,,,,,,,,,,,
11600,2.4095535,1.7915578,,,,,,,,,,,,,,
11700,2.6197402,1.706909,,,,,,,,,,,,,,
11800,2.512733,1.7273307,,,,,,,,,,,,,,
11900,2.159175,1.6628214,,,,,,,,,,,,,,
12000,2.3751183,1.7933571,,,,,,,,,,,,,,
12100,2.8128889,1.8439188,,,,,,,,,,,,,,
12200,2.3201728,1.6712234,,,,,,,,,,,,,,
12300,2.3345072,1.7416029,,,,,,,,,,,,,,
12400,2.2517643,1.7880732,,,,,,,,,,,,,,
12500,2.7506142,1.6171396,,,,,,,,,,,,,,
12600,2.665049,1.7580457,,,,,,,,,,,,,,
12700,2.3648527,1.649398,,,,,,,,,,,,,,
12800,2.5789592,1.6645176,,,,,,,,,,,,,,
12900,2.467006,1.7449541,,,,,,,,,,,,,,
13000,2.4162354,1.554167,,,,,,,,,,,,,,
13100,2.2184694,1.7715695,,,,,,,,,,,,,,
