global_step,grad_norm,loss,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,5.1012225,11.124529,,,,,,,,,,,,,,,,,
1,,,0.0004949469584971,11.142967224121094,0.0,0.0004835649742744,11.13435173034668,0.0,3000.0,0.0007088489946909,11.125863075256348,0.0,3003.0,61.88168597221375,977.1412358283995,61.88168597221375,915.2593765258788,0.0,0.0
100,0.46569666,8.073012,,,,,,,,,,,,,,,,,
200,0.41450378,7.238992,,,,,,,,,,,,,,,,,
300,0.4488406,6.64089,,,,,,,,,,,,,,,,,
400,0.4940711,6.14281,,,,,,,,,,,,,,,,,
500,0.54872894,5.717477,,,,,,,,,,,,,,,,,
600,0.41974363,5.40565,,,,,,,,,,,,,,,,,
700,0.38969395,5.1936436,,,,,,,,,,,,,,,,,
800,0.47287628,4.9893246,,,,,,,,,,,,,,,,,
900,0.40950742,4.699984,,,,,,,,,,,,,,,,,
1000,0.45106888,4.459386,,,,,,,,,,,,,,,,,
1100,0.4729389,4.2775846,,,,,,,,,,,,,,,,,
1200,0.4405984,3.9382505,,,,,,,,,,,,,,,,,
1300,0.5063484,3.959831,,,,,,,,,,,,,,,,,
1400,0.4539878,3.7181964,,,,,,,,,,,,,,,,,
1500,0.4410653,3.4533076,,,,,,,,,,,,,,,,,
1600,0.45074835,3.4758313,,,,,,,,,,,,,,,,,
1700,0.45418835,3.3762348,,,,,,,,,,,,,,,,,
1800,0.40044695,3.2096848,,,,,,,,,,,,,,,,,
1900,0.36297172,3.097124,,,,,,,,,,,,,,,,,
2000,0.36608225,3.007791,,,,,,,,,,,,,,,,,
2100,0.31435814,2.9027326,,,,,,,,,,,,,,,,,
2200,0.28994662,2.8826137,,,,,,,,,,,,,,,,,
2300,0.35095486,2.855497,,,,,,,,,,,,,,,,,
2400,0.3074457,2.786031,,,,,,,,,,,,,,,,,
2500,0.25994262,2.7918153,,,,,,,,,,,,,,,,,
2600,0.26466805,2.7092466,,,,,,,,,,,,,,,,,
2700,0.27272755,2.713295,,,,,,,,,,,,,,,,,
2800,0.24398082,2.6840093,,,,,,,,,,,,,,,,,
2900,0.25480598,2.6398962,,,,,,,,,,,,,,,,,
3000,0.22370063,2.6518552,,,,,,,,,,,,,,,,,
3100,0.23240897,2.5469525,,,,,,,,,,,,,,,,,
3200,0.2238858,2.4864752,,,,,,,,,,,,,,,,,
3300,0.220886,2.4295819,,,,,,,,,,,,,,,,,
3400,0.19180839,2.4662151,,,,,,,,,,,,,,,,,
3500,0.19565864,2.3962233,,,,,,,,,,,,,,,,,
3600,0.19470476,2.4406629,,,,,,,,,,,,,,,,,
3700,0.18158054,2.3906822,,,,,,,,,,,,,,,,,
3800,0.19018306,2.3322308,,,,,,,,,,,,,,,,,
3900,0.18025433,2.2886784,,,,,,,,,,,,,,,,,
4000,0.19289717,2.3199375,,,,,,,,,,,,,,,,,
4100,0.19103344,2.198105,,,,,,,,,,,,,,,,,
4200,0.19370855,2.3260112,,,,,,,,,,,,,,,,,
4300,0.18036248,2.2832963,,,,,,,,,,,,,,,,,
4400,0.17689659,2.2233315,,,,,,,,,,,,,,,,,
4463,,,0.5869120955467224,2.205711126327514,27.606450316824485,0.5966572165489197,2.128228187561035,23.825874684316226,3000.0,0.5998954176902771,2.106513261795044,22.620227456065727,3003.0,705.8881783485413,2150.0544662475586,705.8881783485413,1444.0837428569794,0.0431361198425293,0.0
4500,0.16684292,2.1994274,,,,,,,,,,,,,,,,,
4600,0.17508936,2.20016,,,,,,,,,,,,,,,,,
4700,0.16517925,2.1452432,,,,,,,,,,,,,,,,,
4800,0.1607449,2.157508,,,,,,,,,,,,,,,,,
4900,0.18139365,2.22783,,,,,,,,,,,,,,,,,
5000,0.15738544,2.1616297,,,,,,,,,,,,,,,,,
5100,0.17364563,2.2012131,,,,,,,,,,,,,,,,,
5200,0.23911293,2.1794412,,,,,,,,,,,,,,,,,
5300,0.1730702,2.1148436,,,,,,,,,,,,,,,,,
5400,0.1708751,2.1876364,,,,,,,,,,,,,,,,,
5500,0.1661257,2.1495757,,,,,,,,,,,,,,,,,
5600,0.16334856,2.1441135,,,,,,,,,,,,,,,,,
5700,0.15422516,2.1755471,,,,,,,,,,,,,,,,,
5800,0.16698146,2.1312656,,,,,,,,,,,,,,,,,
5900,0.16846323,2.0740454,,,,,,,,,,,,,,,,,
6000,0.15835966,2.0041547,,,,,,,,,,,,,,,,,
6100,0.16016267,2.085393,,,,,,,,,,,,,,,,,
6200,0.18074594,2.1108801,,,,,,,,,,,,,,,,,
6300,0.15021452,2.081685,,,,,,,,,,,,,,,,,
6400,0.18427376,2.1248734,,,,,,,,,,,,,,,,,
6500,0.1507559,2.121188,,,,,,,,,,,,,,,,,
6600,0.15394785,1.9744284,,,,,,,,,,,,,,,,,
6700,0.1868538,2.0297086,,,,,,,,,,,,,,,,,
6800,0.15070064,2.08505,,,,,,,,,,,,,,,,,
6900,0.14855532,2.0203793,,,,,,,,,,,,,,,,,
7000,0.14825794,2.0979867,,,,,,,,,,,,,,,,,
7100,0.14965817,2.0320187,,,,,,,,,,,,,,,,,
7200,0.13990664,1.9801135,,,,,,,,,,,,,,,,,
7300,0.14825001,2.0215688,,,,,,,,,,,,,,,,,
7400,0.1751157,1.950688,,,,,,,,,,,,,,,,,
7500,0.14296432,1.9691241,,,,,,,,,,,,,,,,,
7600,0.2670727,2.1196182,,,,,,,,,,,,,,,,,
7700,0.14672078,1.9917692,,,,,,,,,,,,,,,,,
7800,0.1474378,2.0021071,,,,,,,,,,,,,,,,,
7900,0.17323488,2.0403397,,,,,,,,,,,,,,,,,
8000,0.16372083,1.9583144,,,,,,,,,,,,,,,,,
8100,0.16066463,2.0028377,,,,,,,,,,,,,,,,,
8200,0.19453904,2.0035515,,,,,,,,,,,,,,,,,
8300,0.1538306,2.0275533,,,,,,,,,,,,,,,,,
8400,0.15115923,1.9586805,,,,,,,,,,,,,,,,,
8500,0.17383415,2.026076,,,,,,,,,,,,,,,,,
8600,0.15527312,1.9408394,,,,,,,,,,,,,,,,,
8700,0.2271055,1.9218158,,,,,,,,,,,,,,,,,
8800,0.16727516,2.0222816,,,,,,,,,,,,,,,,,
8900,0.16518763,1.8809855,,,,,,,,,,,,,,,,,
9000,0.14720032,1.9225138,,,,,,,,,,,,,,,,,
9100,0.15504338,1.9598207,,,,,,,,,,,,,,,,,
9200,0.1572597,2.063614,,,,,,,,,,,,,,,,,
9300,0.21020417,1.8970582,,,,,,,,,,,,,,,,,
9353,,,0.6321742534637451,1.8380560874938965,31.061496089951163,0.6426206827163696,1.7486932277679443,26.971248201518137,3000.0,0.6497007608413696,1.6896973848342896,26.011562375036306,3003.0,1349.7717390060425,3319.2476320266724,1349.7717390060425,1969.2261035442352,0.1667077541351318,0.0
9400,0.16239396,1.8611847,,,,,,,,,,,,,,,,,
9500,0.16328463,1.8903126,,,,,,,,,,,,,,,,,
9600,0.17988898,1.9251399,,,,,,,,,,,,,,,,,
9700,0.14507842,1.9127365,,,,,,,,,,,,,,,,,
9800,0.14726414,1.9514527,,,,,,,,,,,,,,,,,
9900,0.17148024,1.8983352,,,,,,,,,,,,,,,,,
10000,0.1468075,1.9198095,,,,,,,,,,,,,,,,,
10100,0.16900761,1.929961,,,,,,,,,,,,,,,,,
10200,0.15027712,1.8626783,,,,,,,,,,,,,,,,,
10300,0.1554786,1.9006168,,,,,,,,,,,,,,,,,
10400,0.17094605,1.8695844,,,,,,,,,,,,,,,,,
10500,0.14611548,1.868402,,,,,,,,,,,,,,,,,
10600,0.23950337,1.8633564,,,,,,,,,,,,,,,,,
10700,0.20528254,1.9482089,,,,,,,,,,,,,,,,,
10800,0.16573618,1.8744745,,,,,,,,,,,,,,,,,
10900,0.18451904,1.972707,,,,,,,,,,,,,,,,,
11000,0.18628661,1.9187571,,,,,,,,,,,,,,,,,
11100,0.15592754,1.8686472,,,,,,,,,,,,,,,,,
11200,0.21063805,1.8623793,,,,,,,,,,,,,,,,,
11300,0.14851913,1.8596354,,,,,,,,,,,,,,,,,
11400,0.15992403,1.9023566,,,,,,,,,,,,,,,,,
11500,0.16883922,1.9310617,,,,,,,,,,,,,,,,,
11600,0.22712216,1.8259087,,,,,,,,,,,,,,,,,
11700,0.14919335,1.871921,,,,,,,,,,,,,,,,,
11800,0.17387322,1.9100037,,,,,,,,,,,,,,,,,
11900,0.16915965,1.8496552,,,,,,,,,,,,,,,,,
12000,0.16182785,1.9542755,,,,,,,,,,,,,,,,,
12100,0.15829419,1.8253225,,,,,,,,,,,,,,,,,
12200,0.21000579,1.8052657,,,,,,,,,,,,,,,,,
12300,0.16247255,1.7809447,,,,,,,,,,,,,,,,,
12400,0.1605409,1.7918683,,,,,,,,,,,,,,,,,
12500,0.16200207,1.8242456,,,,,,,,,,,,,,,,,
12600,0.14700326,1.8334357,,,,,,,,,,,,,,,,,
12700,0.15382491,1.7692443,,,,,,,,,,,,,,,,,
12800,0.28519654,1.824032,,,,,,,,,,,,,,,,,
12900,0.17308679,1.7432872,,,,,,,,,,,,,,,,,
13000,0.19927298,1.844494,,,,,,,,,,,,,,,,,
13100,0.20260644,1.8761535,,,,,,,,,,,,,,,,,
13200,0.1766443,1.8162612,,,,,,,,,,,,,,,,,
13300,0.17512947,1.8826215,,,,,,,,,,,,,,,,,
13400,0.27917856,1.8264263,,,,,,,,,,,,,,,,,
13500,0.1626289,1.861407,,,,,,,,,,,,,,,,,
13600,0.18102044,1.7508205,,,,,,,,,,,,,,,,,
13700,0.21666366,1.8082817,,,,,,,,,,,,,,,,,
13800,0.22335517,1.8456817,,,,,,,,,,,,,,,,,
13900,0.16379705,1.7955117,,,,,,,,,,,,,,,,,
14000,0.16062436,1.7937312,,,,,,,,,,,,,,,,,
14100,0.16131474,1.7956301,,,,,,,,,,,,,,,,,
