accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,total_duration,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples
68.7724039554596,0.0,48.56313705444336,1,0,48.56313705444336,0.5246245701160424,0.7421245848561242,0.027570463473353,43793.0,117.7893738746643,0.5398332042727211,0.7310046304108859,0.0209046688575052,0.5266692429344773,0.7401593740968179,0.026443959970528,43793.0
99.31588530540466,0.3918228149414062,499.328165769577,1978,0,499.328165769577,0.5246249912612372,0.7421245848561242,0.0275878353254095,43793.0,600.891330242157,0.5400155788265616,0.7308727230321801,0.0220819644455646,0.5266702577458523,0.7401593740968179,0.0264538486475991,43793.0
129.81264662742615,0.4296078681945801,950.4855349063872,3944,0,950.4855349063872,0.5246218326722758,0.7421245848561242,0.0275781819046267,43793.0,1083.9796979427338,0.5399493461314833,0.7309705044691691,0.0224746148659908,0.5266686340476523,0.7401593740968179,0.0264406720239234,43793.0
160.2916440963745,0.4725782871246338,1401.6522393226624,5904,0,1401.6522393226624,0.5246228855352629,0.7421245848561242,0.0275902286411857,43793.0,1567.060226202011,0.5399127530303818,0.7309404574660199,0.0218632622585281,0.5266678221985523,0.7401594755779554,0.0265105103115197,43793.0
190.8316965103149,0.5106875896453857,1852.8615124225616,7868,0,1852.8615124225616,0.5246230961078603,0.7421246374992735,0.0275812959553354,43793.0,2050.2599401474,0.5402135221532572,0.7307129371314648,0.021644784112387,0.5266674162740023,0.7401594755779554,0.0265083176411278,43793.0
220.2048680782318,0.5469841957092285,2303.9538555145264,9846,0,2303.9538555145264,0.5246241489708475,0.7421245848561242,0.0275810554067466,43793.0,2532.1603078842163,0.5399438578972424,0.7309175225338209,0.0209468072329765,0.5266664014626273,0.7401593740968179,0.0265125543383974,43793.0
249.73827981948853,0.5818288326263428,2755.0627698898315,11865,0,2755.0627698898315,0.5246252018338347,0.7421245848561242,0.0275720257123238,43793.0,3014.2259080410004,0.5397658503923828,0.7310097578747329,0.0216773814138812,0.5266680251608273,0.7401593740968179,0.0264987148908519,43793.0
279.1999089717865,0.6176533699035645,3206.109235525131,13886,0,3206.109235525131,0.5246239383982501,0.7421245848561242,0.0275884857851486,43793.0,3496.165123701096,0.5400497395895874,0.7309252177829466,0.0219566245505467,0.5266674162740023,0.7401594755779554,0.0264428040717232,43793.0
308.7974846363068,0.6532549858093262,3657.141128063202,15909,0,3657.141128063202,0.5246241489708475,0.7421245322129748,0.0275741717605508,43793.0,3978.231242656708,0.5399603271699438,0.7309514215506892,0.0219270581252882,0.5266651836889774,0.7401594248373866,0.0264958160158812,43793.0
338.17061495780945,0.6885294914245605,4108.17543888092,17934,0,4108.17543888092,0.5246245701160424,0.7421246374992735,0.0275796989096312,43793.0,4460.062621593475,0.540074943509028,0.7307725076482204,0.0217515196439642,0.5266670103494523,0.7401593740968179,0.0265021655847392,43793.0
367.4176518917084,0.7241806983947754,4559.416604042053,19982,0,4559.416604042053,0.5246249912612372,0.7421245848561242,0.0275669980749038,43793.0,4941.937839984894,0.5400002634124612,0.7309019085412277,0.0224535163451595,0.5266666044249023,0.7401593740968179,0.0264314506113342,43793.0
