global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.36378345,6.907756,,,,,,,,,,,,,,
1,,,0.0009960937,6.907755,0.0009999999,6.907755,50000.0,0.001,6.907755,10000.0,56.1491334438324,122.81159806251526,56.1491334438324,66.66235852241516,0.0,0.0
100,0.5101162,6.863606,,,,,,,,,,,,,,
200,0.5822155,6.816839,,,,,,,,,,,,,,
300,0.9260724,6.6976566,,,,,,,,,,,,,,
400,0.7840719,6.7565975,,,,,,,,,,,,,,
500,1.3453463,6.52875,,,,,,,,,,,,,,
600,0.99512196,6.376431,,,,,,,,,,,,,,
700,1.1329271,6.302269,,,,,,,,,,,,,,
800,1.3113297,6.308485,,,,,,,,,,,,,,
900,2.2390912,6.220248,,,,,,,,,,,,,,
1000,1.0492243,6.1040034,,,,,,,,,,,,,,
1100,0.88283986,6.254538,,,,,,,,,,,,,,
1200,0.85585135,6.6686115,,,,,,,,,,,,,,
1300,1.3907865,5.984743,,,,,,,,,,,,,,
1400,1.0668837,6.409195,,,,,,,,,,,,,,
1500,1.0159642,6.135535,,,,,,,,,,,,,,
1600,1.0557288,5.732096,,,,,,,,,,,,,,
1700,1.0553719,5.809689,,,,,,,,,,,,,,
1800,1.1255898,5.70312,,,,,,,,,,,,,,
1900,1.3704693,6.5371475,,,,,,,,,,,,,,
2000,1.483995,5.585618,,,,,,,,,,,,,,
2100,1.2627392,5.6277843,,,,,,,,,,,,,,
2200,1.0102172,5.5353646,,,,,,,,,,,,,,
2300,1.06653,5.71013,,,,,,,,,,,,,,
2400,1.3094158,5.351411,,,,,,,,,,,,,,
2500,0.72741216,6.509826,,,,,,,,,,,,,,
2600,1.1651331,5.3898892,,,,,,,,,,,,,,
2700,0.7500526,6.465241,,,,,,,,,,,,,,
2800,1.3738602,5.330352,,,,,,,,,,,,,,
2900,1.0386149,5.184923,,,,,,,,,,,,,,
3000,2.457085,5.209467,,,,,,,,,,,,,,
3100,1.0071516,5.075204,,,,,,,,,,,,,,
3200,0.7849375,6.0089397,,,,,,,,,,,,,,
3300,0.8957135,5.1225677,,,,,,,,,,,,,,
3400,1.0239347,4.9255376,,,,,,,,,,,,,,
3500,1.7212454,4.9718647,,,,,,,,,,,,,,
3600,1.2711537,4.9208827,,,,,,,,,,,,,,
3700,1.2915127,5.0749016,,,,,,,,,,,,,,
3800,1.0341252,4.7272797,,,,,,,,,,,,,,
3900,1.1677297,5.05599,,,,,,,,,,,,,,
4000,0.9818897,4.9062366,,,,,,,,,,,,,,
4100,2.04034,4.847498,,,,,,,,,,,,,,
4200,1.1776783,4.6234164,,,,,,,,,,,,,,
4300,0.98290706,4.640567,,,,,,,,,,,,,,
4400,1.3852011,4.839932,,,,,,,,,,,,,,
4500,1.2780759,4.5482244,,,,,,,,,,,,,,
4600,1.092169,4.62533,,,,,,,,,,,,,,
4700,1.0773933,4.522352,,,,,,,,,,,,,,
4800,0.8933561,4.434427,,,,,,,,,,,,,,
4900,1.2517759,4.4166727,,,,,,,,,,,,,,
5000,0.859365,6.208149,,,,,,,,,,,,,,
5100,1.2267119,4.822442,,,,,,,,,,,,,,
5200,0.95760864,5.5426636,,,,,,,,,,,,,,
5300,1.1252809,4.3408628,,,,,,,,,,,,,,
5392,,,0.29964843,3.459098,0.27032,3.6059773,50000.0,0.20080002,4.085756,10000.0,2627.396884918213,2718.598060369492,2627.396884918213,91.09455060958862,0.0425713062286376,0.0
5400,1.2146791,4.354271,,,,,,,,,,,,,,
5500,1.1508032,4.339097,,,,,,,,,,,,,,
5600,0.90813786,4.3381066,,,,,,,,,,,,,,
5700,1.492331,4.2786703,,,,,,,,,,,,,,
5800,1.0188705,4.9506507,,,,,,,,,,,,,,
5900,1.4383785,4.642162,,,,,,,,,,,,,,
6000,0.73497,5.8980904,,,,,,,,,,,,,,
6100,0.98895466,4.1808233,,,,,,,,,,,,,,
6200,1.2537991,4.134013,,,,,,,,,,,,,,
6300,1.1996183,4.1766,,,,,,,,,,,,,,
6400,1.1158028,4.1355524,,,,,,,,,,,,,,
6500,0.9361627,5.980503,,,,,,,,,,,,,,
6600,1.208976,3.9158707,,,,,,,,,,,,,,
6700,1.1118693,4.140167,,,,,,,,,,,,,,
6800,1.176877,4.274614,,,,,,,,,,,,,,
6900,1.2086755,4.182289,,,,,,,,,,,,,,
7000,1.864718,4.019472,,,,,,,,,,,,,,
7100,1.2292458,4.0374355,,,,,,,,,,,,,,
7200,0.95352256,5.3491974,,,,,,,,,,,,,,
7300,1.0294901,3.9621024,,,,,,,,,,,,,,
7400,0.9451401,4.0169,,,,,,,,,,,,,,
7500,1.1459522,3.9082847,,,,,,,,,,,,,,
7600,1.386454,3.8525684,,,,,,,,,,,,,,
7700,1.2916852,3.8989668,,,,,,,,,,,,,,
7800,1.2492145,3.8410792,,,,,,,,,,,,,,
7900,1.1091145,3.751382,,,,,,,,,,,,,,
8000,1.3844569,3.8963633,,,,,,,,,,,,,,
8100,0.9845479,5.1344376,,,,,,,,,,,,,,
8200,1.2720178,4.24682,,,,,,,,,,,,,,
8300,1.0983505,3.8425417,,,,,,,,,,,,,,
8400,1.1995205,3.850481,,,,,,,,,,,,,,
8500,0.74199766,5.855407,,,,,,,,,,,,,,
8600,1.1217488,5.6469073,,,,,,,,,,,,,,
8700,0.93624824,5.672531,,,,,,,,,,,,,,
8800,1.2411368,3.674402,,,,,,,,,,,,,,
8900,1.1544772,4.705821,,,,,,,,,,,,,,
9000,1.0422261,3.5889428,,,,,,,,,,,,,,
9100,1.3877814,3.7062838,,,,,,,,,,,,,,
9200,0.856019,4.941607,,,,,,,,,,,,,,
9300,1.2043943,3.9826503,,,,,,,,,,,,,,
9400,1.053241,4.8514547,,,,,,,,,,,,,,
9500,1.15498,3.5132961,,,,,,,,,,,,,,
9600,1.1446887,3.722094,,,,,,,,,,,,,,
9700,1.3699647,3.5533452,,,,,,,,,,,,,,
9800,1.1603302,3.969297,,,,,,,,,,,,,,
9900,1.6132723,3.4680243,,,,,,,,,,,,,,
10000,0.9911835,5.8489428,,,,,,,,,,,,,,
10100,0.98177207,4.9849396,,,,,,,,,,,,,,
10200,0.9851294,5.225691,,,,,,,,,,,,,,
10300,1.5278461,3.4900143,,,,,,,,,,,,,,
10400,0.9778339,5.244184,,,,,,,,,,,,,,
10500,1.3941138,3.5414648,,,,,,,,,,,,,,
10600,0.9268627,5.8666453,,,,,,,,,,,,,,
10700,1.2475331,5.2392244,,,,,,,,,,,,,,
10800,1.3894117,3.4221003,,,,,,,,,,,,,,
10900,1.1556516,3.437862,,,,,,,,,,,,,,
10919,,,0.46935546,2.4239604,0.43069997,2.6080494,50000.0,0.33490002,3.2076998,10000.0,5198.311414003372,5315.662739515305,5198.311414003372,116.96157932281494,0.2632975578308105,0.0
11000,1.2295347,3.2847044,,,,,,,,,,,,,,
11100,1.0287967,5.561472,,,,,,,,,,,,,,
11200,1.4805502,3.3771439,,,,,,,,,,,,,,
11300,1.2524962,3.3784914,,,,,,,,,,,,,,
11400,0.93930405,5.274564,,,,,,,,,,,,,,
11500,1.3178446,4.096696,,,,,,,,,,,,,,
11600,1.4726746,3.4059937,,,,,,,,,,,,,,
11700,1.5256557,3.4224663,,,,,,,,,,,,,,
11800,1.4303602,3.2592475,,,,,,,,,,,,,,
11900,1.1504725,3.7595217,,,,,,,,,,,,,,
12000,1.0200819,5.6607537,,,,,,,,,,,,,,
12100,1.3325729,3.37424,,,,,,,,,,,,,,
12200,0.8764238,5.46672,,,,,,,,,,,,,,
12300,0.99420613,5.546901,,,,,,,,,,,,,,
12400,1.1621921,3.8349094,,,,,,,,,,,,,,
12500,1.3711634,3.3988557,,,,,,,,,,,,,,
12600,1.3613762,4.3984537,,,,,,,,,,,,,,
12700,1.4971355,3.6324234,,,,,,,,,,,,,,
12800,1.3058479,3.331458,,,,,,,,,,,,,,
12900,1.4678959,4.39361,,,,,,,,,,,,,,
13000,1.3472683,3.6454687,,,,,,,,,,,,,,
13100,1.5071361,3.3647451,,,,,,,,,,,,,,
13200,1.0597727,5.0948763,,,,,,,,,,,,,,
13300,1.6970652,3.2481956,,,,,,,,,,,,,,
13400,0.9821988,5.578641,,,,,,,,,,,,,,
13500,1.2681193,3.2190146,,,,,,,,,,,,,,
13600,1.5007247,3.6155515,,,,,,,,,,,,,,
13700,1.4257274,4.060625,,,,,,,,,,,,,,
13800,1.1220323,5.567882,,,,,,,,,,,,,,
13900,1.090049,5.335849,,,,,,,,,,,,,,
14000,1.422506,3.1914053,,,,,,,,,,,,,,
14100,1.1689329,4.8690643,,,,,,,,,,,,,,
14200,1.211343,4.098318,,,,,,,,,,,,,,
14300,1.6576539,3.2958388,,,,,,,,,,,,,,
14400,1.4328738,3.270958,,,,,,,,,,,,,,
14500,1.634954,3.2491152,,,,,,,,,,,,,,
14600,1.2311715,4.996619,,,,,,,,,,,,,,
14700,1.5172104,3.0192504,,,,,,,,,,,,,,
14800,1.1255921,5.5964174,,,,,,,,,,,,,,
14900,1.1625644,5.7124257,,,,,,,,,,,,,,
15000,1.613999,3.0667927,,,,,,,,,,,,,,
15100,1.1087843,5.6435585,,,,,,,,,,,,,,
15200,1.3270804,3.0676908,,,,,,,,,,,,,,
15300,1.4135773,3.9441905,,,,,,,,,,,,,,
15400,1.3929447,3.0346603,,,,,,,,,,,,,,
15500,1.8651979,2.956058,,,,,,,,,,,,,,
15600,1.4702035,2.9835255,,,,,,,,,,,,,,
15700,1.7471929,2.9966204,,,,,,,,,,,,,,
15800,0.960976,5.5387664,,,,,,,,,,,,,,
15900,1.508354,3.1393688,,,,,,,,,,,,,,
16000,1.4037043,3.7268085,,,,,,,,,,,,,,
