accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,test/ppl,total_duration,train/loss,train/ppl,validation/loss,validation/num_examples,validation/ppl
336.5430357456207,0.0,21.83658623695373,1,0,21.83658623695373,0.0,0.0,1.0,358.3797216415405,11.037718772888184,62175.65310309591,11.03789520263672,100000.0,62186.62370567977
668.9646303653717,0.1699869632720947,2593.6851353645325,5531,0,2593.6851353645325,0.0,0.0,1.0,3262.8557801246643,3.6481995582580566,38.40545697641737,3.652276039123535,100000.0,38.56233562607169
1001.2078404426576,0.2150421142578125,5165.714018821716,11115,0,5165.714018821716,0.0,0.0,1.0,6167.208701610565,3.637118101119995,37.98221793480612,3.64033842086792,100000.0,38.104729979394335
1333.756007194519,0.2614614963531494,7737.660068750381,16703,0,7737.660068750381,0.0,0.0,1.0,9071.785829305649,3.505624771118164,33.302243634168406,3.508148431777954,100000.0,33.38639333429308
1666.863936662674,0.3028576374053955,10309.997102499008,22296,0,10309.997102499008,0.0,0.0,1.0,11977.308970212936,3.466569185256958,32.02667615147236,3.468132734298706,100000.0,32.0767905982675
1999.3539516925807,0.3488821983337402,12882.15848851204,27886,0,12882.15848851204,0.0,0.0,1.0,14882.044356107712,3.405361652374268,30.125188600064256,3.4065487384796143,100000.0,30.16097102708133
2332.120784759521,0.3932642936706543,15454.366330623629,33474,0,15454.366330623629,0.0,0.0,1.0,17787.100865840912,3.353946685791016,28.615447253940783,3.3556127548217773,100000.0,28.663162301656392
2665.0957820415497,0.4354772567749023,18026.5244512558,39063,0,18026.5244512558,0.0,0.0,1.0,20692.31498861313,3.300157308578491,27.116904306827763,3.3010175228118896,100000.0,27.14024068958349
2997.8167865276337,0.4772968292236328,20598.386327266693,44650,0,20598.386327266693,0.0,0.0,1.0,23596.978061437607,3.245574712753296,25.67646241104729,3.244559526443481,100000.0,25.65040924456964
3330.130086183548,0.520209550857544,23170.751378536224,50242,0,23170.751378536224,0.0,0.0,1.0,26501.7369902134,3.18723201751709,24.22129046125491,3.186359405517578,100000.0,24.20016389154445
3662.621331214905,0.5708756446838379,25742.808414697647,55830,0,25742.808414697647,0.0,0.0,1.0,29406.373613357544,3.1242482662200928,22.742792140796844,3.122023820877075,100000.0,22.69225826848795
3994.875687360764,0.6170980930328369,28314.819189310077,61418,0,28314.819189310077,0.0,0.0,1.0,32310.7228577137,3.062950372695923,21.390574320688515,3.059802770614624,100000.0,21.323351155823907
,,,61418,0,28314.819189310074,,,,,,,,,
