accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,test/ppl,total_duration,train/loss,train/ppl,validation/loss,validation/num_examples,validation/ppl
347.69923877716064,0.0,21.38729691505432,1,0,21.38729691505432,0.0,0.0,1.0,369.0866510868073,11.022417068481444,61231.50162351116,11.021313667297363,100000.0,61163.97597290908
692.395316362381,0.2111172676086425,2593.30307674408,5350,0,2593.30307674408,0.0,0.0,1.0,3285.952818393708,4.212000370025635,67.49141266621827,4.21861743927002,100000.0,67.93948885788608
1036.6675815582275,0.2429029941558838,5165.587146997452,10750,0,5165.587146997452,0.0,0.0,1.0,6202.5862357616425,3.6832058429718018,39.7736981357557,3.686958551406861,100000.0,39.92323764183134
1381.4218366146088,0.2760214805603027,7737.932002305984,16150,0,7737.932002305984,0.0,0.0,1.0,9119.76325058937,3.551610946655273,34.86944508210968,3.5549066066741943,100000.0,34.98455249140672
1725.9249012470243,0.3126115798950195,10309.987134456636,21552,0,10309.987134456636,0.0,0.0,1.0,12036.403242111206,3.4787673950195312,32.41973670891221,3.4810147285461426,100000.0,32.492676599574295
2070.2690572738647,0.3434731960296631,12882.388256788254,26956,0,12882.388256788254,0.0,0.0,1.0,14953.223807573318,3.4223639965057373,30.64176649696597,3.4243884086608887,100000.0,30.70386089263592
2415.330806016922,0.3740377426147461,15454.75022482872,32361,0,15454.75022482872,0.0,0.0,1.0,17870.722888946533,3.3734378814697266,29.17866762420449,3.3759889602661133,100000.0,29.25319973270697
2759.8588354587555,0.4052889347076416,18027.024933815,37768,0,18027.024933815,0.0,0.0,1.0,20787.60109591484,3.3248631954193115,27.79519587244092,3.3263676166534424,100000.0,27.837043025298254
3104.2550263404846,0.4367468357086181,20599.378028154373,43175,0,20599.378028154373,0.0,0.0,1.0,23704.427189350128,3.274558782577514,26.43156084228411,3.2751364707946777,100000.0,26.44683445481216
3448.610981702805,0.468238353729248,23171.56521987915,48581,0,23171.56521987915,0.0,0.0,1.0,26621.04692840576,3.216965913772583,24.952297790599584,3.217223882675171,100000.0,24.95873553781126
3792.8401112556458,0.4997599124908447,25743.59961390496,53988,0,25743.59961390496,0.0,0.0,1.0,29537.388023376465,3.156141996383667,23.479835674005173,3.155064582824707,100000.0,23.454551803726016
4137.814135789871,0.5304770469665527,28316.03405380249,59395,0,28316.03405380249,0.0,0.0,1.0,32454.87125134468,3.0960693359375,22.110869848126956,3.093940734863281,100000.0,22.06385468283391
,,,59395,0,28316.03405380249,,,,,,,,,
