global_step,grad_norm,loss,train/loss,train/ppl,validation/loss,validation/ppl,validation/num_examples,test/loss,test/ppl,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,12.305055,10.992189,,,,,,,,,,,,,,
1,,,10.995501518249512,59605.40389065451,10.99566650390625,59615.23873864268,100000.0,0.0,1.0,0.0,25.705768823623657,358.4136018753052,25.705768823623657,332.7077293395996,0.0,0.0
100,2.1171896,7.002371,,,,,,,,,,,,,,
200,1.303991,6.3659205,,,,,,,,,,,,,,
300,0.4113357,6.750229,,,,,,,,,,,,,,
400,0.750469,6.4184546,,,,,,,,,,,,,,
500,0.6919699,6.1415496,,,,,,,,,,,,,,
600,0.6644432,6.114676,,,,,,,,,,,,,,
700,0.63859314,5.923394,,,,,,,,,,,,,,
800,0.55517143,5.748712,,,,,,,,,,,,,,
900,0.4716681,5.752383,,,,,,,,,,,,,,
1000,0.4157416,5.565111,,,,,,,,,,,,,,
1100,0.54956293,5.4219284,,,,,,,,,,,,,,
1200,0.3780876,5.2442126,,,,,,,,,,,,,,
1300,0.3785519,5.1527042,,,,,,,,,,,,,,
1400,0.3654486,5.044131,,,,,,,,,,,,,,
1500,0.3149654,4.9395146,,,,,,,,,,,,,,
1600,0.31451035,4.860114,,,,,,,,,,,,,,
1700,0.2766624,4.8577957,,,,,,,,,,,,,,
1800,0.27718353,4.6937914,,,,,,,,,,,,,,
1900,0.24956858,4.646334,,,,,,,,,,,,,,
2000,0.27292413,4.6176405,,,,,,,,,,,,,,
2100,0.23527421,4.5594335,,,,,,,,,,,,,,
2200,0.25136077,4.40985,,,,,,,,,,,,,,
2300,0.22564238,4.42458,,,,,,,,,,,,,,
2400,0.21294321,4.3847733,,,,,,,,,,,,,,
2500,0.2196152,4.3269196,,,,,,,,,,,,,,
2600,0.24841769,4.4068766,,,,,,,,,,,,,,
2700,0.20315887,4.3946476,,,,,,,,,,,,,,
2800,0.21011952,4.307085,,,,,,,,,,,,,,
2900,0.19286405,4.2974343,,,,,,,,,,,,,,
3000,0.21896037,4.229489,,,,,,,,,,,,,,
3100,0.17837273,4.2822304,,,,,,,,,,,,,,
3200,0.17247403,4.1734977,,,,,,,,,,,,,,
3300,0.1785916,4.1822014,,,,,,,,,,,,,,
3400,0.1642574,4.058763,,,,,,,,,,,,,,
3500,0.16472201,4.103985,,,,,,,,,,,,,,
3600,0.19725864,4.1134663,,,,,,,,,,,,,,
3700,0.20854838,4.1489573,,,,,,,,,,,,,,
3800,0.17435825,3.957037,,,,,,,,,,,,,,
3900,0.17720903,3.854015,,,,,,,,,,,,,,
4000,0.1664461,3.9970794,,,,,,,,,,,,,,
4100,0.18071003,3.8954787,,,,,,,,,,,,,,
4200,0.18853952,3.8877187,,,,,,,,,,,,,,
4300,0.16182888,3.991311,,,,,,,,,,,,,,
4400,0.15236096,4.016522,,,,,,,,,,,,,,
4500,0.15851767,3.953259,,,,,,,,,,,,,,
4600,0.1641471,3.8820543,,,,,,,,,,,,,,
4700,0.15622112,3.888095,,,,,,,,,,,,,,
4800,0.15874061,3.8195448,,,,,,,,,,,,,,
4900,0.21488476,3.9312792,,,,,,,,,,,,,,
5000,0.16286142,3.9339137,,,,,,,,,,,,,,
5100,0.16087756,3.974767,,,,,,,,,,,,,,
5200,0.16104972,3.8348362,,,,,,,,,,,,,,
5300,0.15369315,3.837131,,,,,,,,,,,,,,
5400,0.15178344,3.8468566,,,,,,,,,,,,,,
5500,0.1684704,3.809442,,,,,,,,,,,,,,
5600,0.14282948,3.7879832,,,,,,,,,,,,,,
5700,0.16663545,3.8431494,,,,,,,,,,,,,,
5800,0.16305369,3.9857302,,,,,,,,,,,,,,
5900,0.16178255,3.6483324,,,,,,,,,,,,,,
6000,0.1586309,3.8115845,,,,,,,,,,,,,,
6100,0.1551119,3.8254213,,,,,,,,,,,,,,
6200,0.16137709,3.6983104,,,,,,,,,,,,,,
6300,0.15527456,3.6773508,,,,,,,,,,,,,,
6400,0.14858182,3.6989532,,,,,,,,,,,,,,
6500,0.16066557,3.6517272,,,,,,,,,,,,,,
6600,0.14926943,3.7799916,,,,,,,,,,,,,,
6700,0.15360059,3.788621,,,,,,,,,,,,,,
6800,0.15817384,3.699707,,,,,,,,,,,,,,
6900,0.16771914,3.7358177,,,,,,,,,,,,,,
7000,0.14919913,3.743351,,,,,,,,,,,,,,
7100,0.16319074,3.6458814,,,,,,,,,,,,,,
7200,0.17338401,3.6957343,,,,,,,,,,,,,,
7300,0.1514284,3.7187617,,,,,,,,,,,,,,
7400,0.16248566,3.5073774,,,,,,,,,,,,,,
7500,0.16468248,3.7031698,,,,,,,,,,,,,,
7600,0.16242498,3.6283035,,,,,,,,,,,,,,
7700,0.1556182,3.711829,,,,,,,,,,,,,,
7800,0.15618594,3.7964604,,,,,,,,,,,,,,
7900,0.15215972,3.6156247,,,,,,,,,,,,,,
8000,0.14907166,3.5629573,,,,,,,,,,,,,,
8100,0.15555575,3.6374345,,,,,,,,,,,,,,
8200,0.16368437,3.5840826,,,,,,,,,,,,,,
8300,0.150536,3.5417552,,,,,,,,,,,,,,
8400,0.16352454,3.6954165,,,,,,,,,,,,,,
8500,0.16815576,3.725509,,,,,,,,,,,,,,
8600,0.14673741,3.5135567,,,,,,,,,,,,,,
8700,0.15797234,3.6466906,,,,,,,,,,,,,,
8800,0.16137497,3.6327205,,,,,,,,,,,,,,
8900,0.16998906,3.7700808,,,,,,,,,,,,,,
9000,0.1635476,3.8400037,,,,,,,,,,,,,,
9100,0.15777054,3.5470924,,,,,,,,,,,,,,
9200,0.15918511,3.739863,,,,,,,,,,,,,,
9300,0.16749024,3.6415029,,,,,,,,,,,,,,
9400,0.16386025,3.5571623,,,,,,,,,,,,,,
9500,0.1751193,3.621574,,,,,,,,,,,,,,
9600,0.16919295,3.630179,,,,,,,,,,,,,,
9700,0.16733573,3.496446,,,,,,,,,,,,,,
9800,0.17130974,3.6720464,,,,,,,,,,,,,,
9900,0.1627716,3.6152844,,,,,,,,,,,,,,
10000,0.17096925,3.6106813,,,,,,,,,,,,,,
10100,0.2146152,3.6102839,,,,,,,,,,,,,,
10200,0.16737571,3.51369,,,,,,,,,,,,,,
10300,0.18136185,3.681458,,,,,,,,,,,,,,
10400,0.17551363,3.5437326,,,,,,,,,,,,,,
