accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/accuracy,test/bleu,test/loss,test/num_examples,total_duration,train/accuracy,train/bleu,train/loss,validation/accuracy,validation/bleu,validation/loss,validation/num_examples
427.081818819046,0.0,65.7143611907959,1,0,65.7143611907959,0.0007088489919237,0.0,11.81254938701993,3003.0,493.50877594947815,0.0005696253004773,0.0,11.80100424940474,0.0004835649898947,0.0,11.813849177319565,3000.0
830.9782848358154,0.0590476989746093,707.5953187942505,4738,0,707.5953187942505,0.0007088489919237,0.0,11.81254938701993,3003.0,1542.120060920715,0.0006543601046976,0.0,11.800486178077788,0.0004835649898947,0.0,11.81385072720735,3000.0
1234.7493772506714,0.0967602729797363,1349.5475051403046,9473,0,1349.5475051403046,0.0007088489919237,0.0,11.81255083957934,3003.0,2590.5341601371765,0.0006743859087635,0.0,11.801556945603346,0.0004835649898947,0.0,11.813851502151245,3000.0
1638.950715303421,0.1342177391052246,1991.4848897457125,14203,0,1991.4848897457125,0.0007088489919237,0.0,11.81254938701993,3003.0,3639.344403028488,0.0006176087105702,0.0,11.80041374065009,0.0004835649898947,0.0,11.81385072720735,3000.0
2042.8771998882287,0.1733667850494384,2633.44872379303,18931,0,2633.44872379303,0.0007088489919237,0.0,11.81254938701993,3003.0,4687.909158706665,0.0006040299051787,0.0,11.800192890681984,0.0004835649898947,0.0,11.81385227709514,3000.0
2446.74830698967,0.2138371467590332,3275.422600507736,23653,0,3275.422600507736,0.0007088489919237,0.0,11.812548660740225,3003.0,5736.427430152893,0.0006808294579905,0.0,11.800462877485316,0.0004835649898947,0.0,11.81385227709514,3000.0
2850.676572561264,0.2501678466796875,3917.391919612885,28378,0,3917.391919612885,0.0007088489919237,0.0,11.812548660740225,3003.0,6785.005561351776,0.0006377841556193,0.0,11.801171501298349,0.0004835649898947,0.0,11.81385227709514,3000.0
3254.675591945648,0.2914564609527588,4559.288434743881,33104,0,4559.288434743881,0.0007088489919237,0.0,11.812550113299634,3003.0,7833.580977916717,0.0006086916574788,0.0,11.799548075156192,0.0004835649898947,0.0,11.81385072720735,3000.0
3658.4858202934265,0.3313157558441162,5201.259090423584,37827,0,5201.259090423584,0.0007088489919237,0.0,11.812548660740225,3003.0,8882.05914759636,0.0006872616061303,0.0,11.801054230667903,0.0004835649898947,0.0,11.813849952263457,3000.0
4062.2091567516327,0.3679704666137695,5843.206472873688,42542,0,5843.206472873688,0.0007088489919237,0.0,11.81254938701993,3003.0,9930.399515151978,0.0007133324129044,0.0,11.801445504855264,0.0004835649898947,0.0,11.81385072720735,3000.0
