global_step,grad_norm,loss,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,4.651279,1.0866318,,,,,,,,,,,,,,
1,,,0.2155541522162301,1.045194489615304,0.2109983634197383,1.0471979333365573,3554.0,0.2336095806208112,1.0426003233209995,3581.0,187.10374927520752,749.6862013339996,187.10374927520752,562.5822427272797,0.0,0.0
100,0.28564504,0.39718944,,,,,,,,,,,,,,
200,0.380051,0.43923128,,,,,,,,,,,,,,
288,,,0.7238941192626953,0.2893759182521275,0.6981431985746693,0.3101795649488252,3554.0,0.7156167369886205,0.3124509128036861,3581.0,297.3187327384949,863.7279868125916,297.3187327384949,566.3612205982208,0.0449609756469726,0.0
300,0.13421313,0.33674473,,,,,,,,,,,,,,
382,,,0.7293364661080497,0.2840788534709385,0.7040332113683525,0.3044802140304058,3554.0,0.7210771421652471,0.3068011810379433,3581.0,408.1650302410126,978.2794795036316,408.1650302410126,569.8557920455933,0.2544362545013428,0.0
400,0.43576983,0.23579736,,,,,,,,,,,,,,
481,,,0.7322827747889927,0.2809134040560041,0.7067082479688379,0.3014540793054481,3554.0,0.7238389105478568,0.3036116722807875,3581.0,518.8892538547516,1092.545992851257,518.8892538547516,573.3502006530762,0.3011171817779541,0.0
500,0.3318805,0.29906037,,,,,,,,,,,,,,
575,,,0.7344214575631278,0.2789233752659389,0.7086359559651098,0.299593417243335,3554.0,0.7258832559210067,0.3015895524993018,3581.0,629.1078073978424,1206.3372747898102,629.1078073978424,576.8749203681946,0.3479557037353515,0.0
600,0.18029425,0.3645077,,,,,,,,,,,,,,
673,,,0.7357309886387416,0.2774750675473894,0.7098441566720597,0.298174152363534,3554.0,0.7270608713959089,0.3002045436199734,3581.0,739.6485605239868,1320.4589865207672,739.6485605239868,580.4025585651398,0.4000992774963379,0.0
700,0.44630247,0.29681918,,,,,,,,,,,,,,
767,,,0.7354889597211566,0.2777861527034214,0.7095552271648143,0.2984471790697981,3554.0,0.726746440632854,0.300443775525342,3581.0,850.7332317829132,1435.1139571666718,850.7332317829132,583.921870470047,0.4499554634094238,0.0
800,0.19716556,0.3295055,,,,,,,,,,,,,,
863,,,0.7376978737967355,0.2760455438068935,0.7117823062482415,0.2967547500945238,3554.0,0.7289485468008238,0.2987452903562203,3581.0,960.7291288375854,1548.683690071106,960.7291288375854,587.4460654258728,0.4984385967254638,0.0
900,0.14007609,0.3175899,,,,,,,,,,,,,,
959,,,0.7386502538408551,0.2751390763691493,0.7127341386905599,0.2958973727336276,3554.0,0.7299002248193591,0.2978260644285814,3581.0,1071.0978634357452,1662.6398973464966,1071.0978634357452,590.9836785793304,0.5471391677856445,0.0
1000,0.20137979,0.24607997,,,,,,,,,,,,,,
1100,0.2971381,0.2553264,,,,,,,,,,,,,,
1200,0.28261003,0.31185365,,,,,,,,,,,,,,
1300,0.1320781,0.27073288,,,,,,,,,,,,,,
1400,0.11318318,0.32867527,,,,,,,,,,,,,,
1500,0.22221747,0.25232717,,,,,,,,,,,,,,
1600,0.066783436,0.2804839,,,,,,,,,,,,,,
1700,0.31795278,0.31264406,,,,,,,,,,,,,,
1800,0.19187103,0.2693003,,,,,,,,,,,,,,
1900,0.13998196,0.27974322,,,,,,,,,,,,,,
1913,,,0.7442062241690499,0.2699938842228481,0.717812868203081,0.2913291128284151,3554.0,0.7350742198408265,0.2930193711711987,3581.0,1181.1111562252045,1776.2084591388702,1181.1111562252045,594.4809284210205,0.5973091125488281,0.0
2000,0.10258223,0.31101295,,,,,,,,,,,,,,
2100,0.15065292,0.2481099,,,,,,,,,,,,,,
2200,0.47174695,0.19189546,,,,,,,,,,,,,,
2300,0.14504011,0.23130739,,,,,,,,,,,,,,
2400,0.11793824,0.24819934,,,,,,,,,,,,,,
2500,0.19703099,0.32279992,,,,,,,,,,,,,,
2600,0.073694356,0.30179375,,,,,,,,,,,,,,
2700,0.17536177,0.25341448,,,,,,,,,,,,,,
2800,0.45356143,0.26497814,,,,,,,,,,,,,,
2900,0.11220375,0.2762366,,,,,,,,,,,,,,
2918,,,0.7466720172337123,0.2673661368233817,0.7199524990547622,0.28912456557532,3554.0,0.7372412150280997,0.2906691512060179,3581.0,1291.1146614551544,1889.7566871643064,1291.1146614551544,597.9773073196411,0.6373937129974365,0.0
3000,0.08860679,0.26249537,,,,,,,,,,,,,,
3100,0.19559416,0.36499733,,,,,,,,,,,,,,
3200,0.10689366,0.25413534,,,,,,,,,,,,,,
3300,0.20506378,0.29758677,,,,,,,,,,,,,,
3400,0.068738945,0.2758386,,,,,,,,,,,,,,
3500,0.15485188,0.29136258,,,,,,,,,,,,,,
3600,0.1092761,0.333195,,,,,,,,,,,,,,
3700,0.058332127,0.2584556,,,,,,,,,,,,,,
3800,0.12521677,0.35130668,,,,,,,,,,,,,,
3900,0.2590386,0.21851686,,,,,,,,,,,,,,
3923,,,0.748417581830706,0.2658883503505161,0.7216102372546779,0.2879040170131806,3554.0,0.7388497070039793,0.2893950657550265,3581.0,1401.1147665977478,2003.3050730228424,1401.1147665977478,601.4778566360474,0.6769809722900391,0.0
4000,0.07970778,0.24388427,,,,,,,,,,,,,,
4100,0.2746834,0.23270683,,,,,,,,,,,,,,
4200,0.07475559,0.26608106,,,,,,,,,,,,,,
4300,0.20268877,0.18121824,,,,,,,,,,,,,,
4400,0.0801759,0.22292139,,,,,,,,,,,,,,
4500,0.10112487,0.23567338,,,,,,,,,,,,,,
4600,0.20342118,0.24577712,,,,,,,,,,,,,,
4700,0.06982604,0.41766688,,,,,,,,,,,,,,
4800,0.17972325,0.22205973,,,,,,,,,,,,,,
4900,0.08902959,0.27668086,,,,,,,,,,,,,,
4928,,,0.7495525905064174,0.2649342332567487,0.7226235513681767,0.2871375226142638,3554.0,0.7398238151441636,0.2886181586083671,3581.0,1511.1216518878937,2116.857038259506,1511.1216518878937,604.9742131233215,0.7176604270935059,0.0
5000,0.08398653,0.2885038,,,,,,,,,,,,,,
5100,0.12454535,0.20974892,,,,,,,,,,,,,,
5200,0.12635627,0.26933444,,,,,,,,,,,,,,
5300,0.18543239,0.25043252,,,,,,,,,,,,,,
5400,0.057672326,0.30649856,,,,,,,,,,,,,,
5500,0.21443872,0.27298415,,,,,,,,,,,,,,
5600,0.176951,0.14883748,,,,,,,,,,,,,,
5700,0.20474082,0.21728505,,,,,,,,,,,,,,
5800,0.10232733,0.27700076,,,,,,,,,,,,,,
5900,0.1675272,0.2851661,,,,,,,,,,,,,,
5933,,,0.7503488404410226,0.2642684664045061,0.7232807526510622,0.2866395039040518,3554.0,0.7404698571889835,0.2881095266248953,3581.0,1621.141253232956,2230.4301464557648,1621.141253232956,608.4787938594818,0.7584102153778076,0.0
6000,0.20801075,0.2197404,,,,,,,,,,,,,,
6100,0.0485649,0.3061158,,,,,,,,,,,,,,
6200,0.10930835,0.24069759,,,,,,,,,,,,,,
6300,0.11385616,0.29017466,,,,,,,,,,,,,,
6400,0.11277801,0.22854665,,,,,,,,,,,,,,
6500,0.1389129,0.20168455,,,,,,,,,,,,,,
6600,0.09615762,0.36254597,,,,,,,,,,,,,,
6700,0.09666167,0.2575422,,,,,,,,,,,,,,
6800,0.093822055,0.19283387,,,,,,,,,,,,,,
6900,0.085693486,0.24704254,,,,,,,,,,,,,,
6938,,,0.7509186608450753,0.2638196604592459,0.7237302214494232,0.286330567093196,3554.0,0.7409161416154706,0.2877897439939088,3581.0,1731.1340837478638,2343.973897457123,1731.1340837478638,611.980438709259,0.7994828224182129,0.0
6938,,,,,,,,,,,1731.1340837478638,,,,,0.0
