global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.32613337,6.908206,,,,,,,,,,,,,,
1,,,0.0007573342,6.9125247,0.00068,6.91273,50000.0,0.00080000004,6.912909,10000.0,55.403265714645386,113.45354461669922,55.403265714645386,58.0493426322937,0.0,0.0
100,0.8996247,6.7688417,,,,,,,,,,,,,,
200,1.6886598,6.4462175,,,,,,,,,,,,,,
300,2.236852,6.2716646,,,,,,,,,,,,,,
400,2.128366,6.2247353,,,,,,,,,,,,,,
500,2.709414,6.159617,,,,,,,,,,,,,,
600,2.2997937,6.027183,,,,,,,,,,,,,,
700,2.8295984,5.9304576,,,,,,,,,,,,,,
800,4.8218546,5.9338236,,,,,,,,,,,,,,
900,6.284852,5.9143395,,,,,,,,,,,,,,
1000,1.5892961,5.952158,,,,,,,,,,,,,,
1100,4.0788145,5.83061,,,,,,,,,,,,,,
1200,3.3639123,5.8046236,,,,,,,,,,,,,,
1300,2.4896843,5.8066854,,,,,,,,,,,,,,
1400,2.7103987,5.822195,,,,,,,,,,,,,,
1500,2.2846446,5.713479,,,,,,,,,,,,,,
1600,4.15943,5.6355734,,,,,,,,,,,,,,
1700,3.9693167,5.7512646,,,,,,,,,,,,,,
1800,2.3531916,5.68324,,,,,,,,,,,,,,
1900,5.8729978,5.6698713,,,,,,,,,,,,,,
2000,2.6857984,5.570158,,,,,,,,,,,,,,
2100,2.9501588,5.5314846,,,,,,,,,,,,,,
2200,4.772345,5.6718407,,,,,,,,,,,,,,
2300,2.3999035,5.5249157,,,,,,,,,,,,,,
2400,5.980454,5.530423,,,,,,,,,,,,,,
2500,5.5302067,5.5369496,,,,,,,,,,,,,,
2600,2.6095183,5.4367037,,,,,,,,,,,,,,
2700,2.5007555,5.5355754,,,,,,,,,,,,,,
2800,2.123375,5.3722706,,,,,,,,,,,,,,
2900,3.7864027,5.4772644,,,,,,,,,,,,,,
3000,3.2771642,5.368007,,,,,,,,,,,,,,
3100,3.2992141,5.498305,,,,,,,,,,,,,,
3200,2.212985,5.261932,,,,,,,,,,,,,,
3300,2.0509152,5.237334,,,,,,,,,,,,,,
3400,2.3782806,5.332192,,,,,,,,,,,,,,
3500,2.6957636,5.3275557,,,,,,,,,,,,,,
3600,1.5491158,5.1319933,,,,,,,,,,,,,,
3700,1.9965632,5.165702,,,,,,,,,,,,,,
3800,2.4652886,5.186155,,,,,,,,,,,,,,
3900,3.4159768,5.3259,,,,,,,,,,,,,,
4000,2.584018,5.209312,,,,,,,,,,,,,,
4100,7.1126304,5.181421,,,,,,,,,,,,,,
4200,2.1089644,5.03139,,,,,,,,,,,,,,
4300,3.3495324,5.318861,,,,,,,,,,,,,,
4400,3.0301814,5.1459312,,,,,,,,,,,,,,
4500,5.94406,5.0516005,,,,,,,,,,,,,,
4600,6.2873073,5.0627317,,,,,,,,,,,,,,
4700,2.7101483,5.037991,,,,,,,,,,,,,,
4800,5.4784217,5.1593738,,,,,,,,,,,,,,
4900,2.5405636,4.9272532,,,,,,,,,,,,,,
5000,2.5973322,4.854315,,,,,,,,,,,,,,
5091,,,0.03683036,6.0105863,0.03464,6.073887,50000.0,0.025600001,6.2957478,10000.0,2051.405519247055,2132.3507702350616,2051.405519247055,80.8735921382904,0.0282888412475585,0.0
5100,3.0536687,4.9539075,,,,,,,,,,,,,,
5200,2.6351094,4.916395,,,,,,,,,,,,,,
5300,4.073905,4.9842744,,,,,,,,,,,,,,
5400,7.66666,5.0104446,,,,,,,,,,,,,,
5500,2.1717532,4.946067,,,,,,,,,,,,,,
5600,4.941291,5.053197,,,,,,,,,,,,,,
5700,3.2240264,4.700118,,,,,,,,,,,,,,
5800,5.332956,5.017934,,,,,,,,,,,,,,
5900,2.5677135,4.9340773,,,,,,,,,,,,,,
6000,3.4718938,4.8420305,,,,,,,,,,,,,,
6100,3.498859,4.71889,,,,,,,,,,,,,,
6200,8.484103,4.963932,,,,,,,,,,,,,,
6300,2.9837537,4.788044,,,,,,,,,,,,,,
6400,3.5700173,4.8348823,,,,,,,,,,,,,,
6500,8.076867,5.0427775,,,,,,,,,,,,,,
6600,5.3547416,4.7983637,,,,,,,,,,,,,,
6700,8.914992,4.9072895,,,,,,,,,,,,,,
6800,5.695804,4.936513,,,,,,,,,,,,,,
6900,5.53057,4.873515,,,,,,,,,,,,,,
7000,4.144065,4.7157636,,,,,,,,,,,,,,
7100,5.426704,4.743924,,,,,,,,,,,,,,
7200,3.953298,4.5941815,,,,,,,,,,,,,,
7300,5.157229,4.5932217,,,,,,,,,,,,,,
7400,4.61665,4.816322,,,,,,,,,,,,,,
7500,2.9376328,4.6537323,,,,,,,,,,,,,,
7600,3.5215342,4.5661073,,,,,,,,,,,,,,
7700,2.8087149,4.520059,,,,,,,,,,,,,,
7800,3.9979968,4.7383738,,,,,,,,,,,,,,
7900,3.816926,4.6109176,,,,,,,,,,,,,,
8000,6.0515995,4.6081705,,,,,,,,,,,,,,
8100,5.4585614,4.780594,,,,,,,,,,,,,,
8200,2.866084,4.5090456,,,,,,,,,,,,,,
