accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/accuracy,test/loss,test/num_examples,total_duration,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples
190.8646450042725,0.0,148.92893195152283,1,0,148.92893195152283,0.0006,6.9111140625,10000.0,340.5366587638855,0.0008769132653061,6.910550487284758,0.00082,6.910426875,50000.0
328.92840361595154,0.1196274757385253,2147.611727952957,1811,0,2147.611727952957,0.0012,6.92876015625,10000.0,2480.0963678359985,0.0014548788265306,6.9255377321827165,0.00096,6.93065125,50000.0
454.420450925827,0.5016591548919678,4143.708891391754,4373,0,4143.708891391754,0.0013,6.928703125,10000.0,4605.495254993439,0.0017538265306122,6.926518654336735,0.00096,6.93040875,50000.0
586.1642217636108,0.8217930793762207,6136.261499166489,7274,0,6136.261499166489,0.0013,6.9286,10000.0,6734.179565191269,0.0013552295918367,6.925314767020089,0.00086,6.9300675,50000.0
691.4321990013123,1.2837533950805664,8130.65768623352,10368,0,8130.65768623352,0.0013,6.9289375,10000.0,8839.326243162155,0.0017538265306122,6.927012540856186,0.00098,6.92957375,50000.0
807.5837333202362,1.7163488864898682,10122.06221485138,13359,0,10122.06221485138,0.0012,6.9285640625,10000.0,10952.493153572084,0.0015345982142857,6.925285495057398,0.00106,6.93081875,50000.0
894.4610817432404,2.4253158569335938,12115.235521554949,16233,0,12115.235521554949,0.0013,6.9285640625,10000.0,13037.625940084456,0.0012555803571428,6.927791673309949,0.00098,6.930408125,50000.0
1009.5129826068878,4.626387357711792,14104.851650714874,19322,0,14104.851650714874,0.0013,6.9286671875,10000.0,15150.478992462158,0.0016541772959183,6.926967698700574,0.00104,6.930971875,50000.0
1130.988211631775,7.36155104637146,16094.91115808487,22241,0,16094.91115808487,0.0013,6.928928125,10000.0,17269.831555843353,0.0015545280612244,6.928311094945791,0.00088,6.930609375,50000.0
1234.4627225399015,10.087876558303831,18086.95594573021,25260,0,18086.95594573021,0.0013,6.9287671875,10000.0,19373.08922791481,0.0016143176020408,6.927989726163903,0.00096,6.93092,50000.0
1358.038657665253,12.934016227722168,20076.89750266075,28249,0,20076.89750266075,0.0013,6.92857421875,10000.0,21494.22397351265,0.0014349489795918,6.927155786631059,0.0009,6.930553125,50000.0
1476.353313446045,15.773036479949951,22075.65775537491,31124,0,22075.65775537491,0.0012,6.928684375,10000.0,23619.11381793022,0.0016143176020408,6.925694056919643,0.00086,6.931218125,50000.0
