global_step,grad_norm,loss,train/loss,train/ppl,validation/loss,validation/ppl,validation/num_examples,test/loss,test/ppl,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,11.938473,11.084732,,,,,,,,,,,,,,
1,,,11.086374282836914,65275.64552526401,11.087281227111816,65334.87375255469,100000.0,0.0,1.0,0.0,21.00716352462769,352.58557510375977,21.00716352462769,331.578319311142,0.0,0.0
100,1.5147543,7.2694883,,,,,,,,,,,,,,
200,1.3905278,6.6541066,,,,,,,,,,,,,,
300,2.0223503,6.4436584,,,,,,,,,,,,,,
400,0.9758924,6.0513687,,,,,,,,,,,,,,
500,0.7185336,5.6962132,,,,,,,,,,,,,,
600,0.700235,5.6035194,,,,,,,,,,,,,,
700,0.64730847,5.3963537,,,,,,,,,,,,,,
800,0.53589255,5.270271,,,,,,,,,,,,,,
900,0.6331905,5.040939,,,,,,,,,,,,,,
1000,0.4034016,4.820415,,,,,,,,,,,,,,
1100,0.45028344,4.738347,,,,,,,,,,,,,,
1200,0.39688826,4.62912,,,,,,,,,,,,,,
1300,0.27918708,4.5484815,,,,,,,,,,,,,,
1400,0.32954633,4.3186316,,,,,,,,,,,,,,
1500,0.32067585,4.3502674,,,,,,,,,,,,,,
1600,0.2623226,4.276618,,,,,,,,,,,,,,
1700,0.27654886,4.2520256,,,,,,,,,,,,,,
1800,0.2395257,4.18864,,,,,,,,,,,,,,
1900,0.23759192,4.2024727,,,,,,,,,,,,,,
2000,0.21823733,4.1131487,,,,,,,,,,,,,,
2100,0.23214647,4.1366043,,,,,,,,,,,,,,
2200,0.21390554,4.076109,,,,,,,,,,,,,,
2300,0.23189606,4.237203,,,,,,,,,,,,,,
2400,0.22870563,4.0790987,,,,,,,,,,,,,,
2500,0.2415463,4.0000296,,,,,,,,,,,,,,
2600,0.2187925,4.015849,,,,,,,,,,,,,,
2700,0.22161978,4.13296,,,,,,,,,,,,,,
2800,0.20453708,3.8450162,,,,,,,,,,,,,,
2900,0.19894627,3.9591594,,,,,,,,,,,,,,
3000,0.21024127,3.8528981,,,,,,,,,,,,,,
3100,0.18716656,3.8566985,,,,,,,,,,,,,,
3200,0.18471693,3.8690653,,,,,,,,,,,,,,
3300,0.19977029,3.8809988,,,,,,,,,,,,,,
3400,0.18305202,3.8399596,,,,,,,,,,,,,,
3500,0.18626277,3.7288032,,,,,,,,,,,,,,
3600,0.18424253,3.8127334,,,,,,,,,,,,,,
3700,0.20060411,3.8878267,,,,,,,,,,,,,,
3800,0.18231626,3.7772474,,,,,,,,,,,,,,
3900,0.16681533,3.7315056,,,,,,,,,,,,,,
4000,0.18749088,3.7900891,,,,,,,,,,,,,,
4100,0.1792012,3.7081296,,,,,,,,,,,,,,
4200,0.1779311,3.8171344,,,,,,,,,,,,,,
4300,0.15883774,3.818613,,,,,,,,,,,,,,
4400,0.17018694,3.737094,,,,,,,,,,,,,,
4500,0.16466443,3.7086048,,,,,,,,,,,,,,
4600,0.16844755,3.7513835,,,,,,,,,,,,,,
4700,0.17114201,3.6302023,,,,,,,,,,,,,,
4800,0.1799728,3.6281066,,,,,,,,,,,,,,
4900,0.15751576,3.5872767,,,,,,,,,,,,,,
5000,0.18383005,3.73388,,,,,,,,,,,,,,
5100,0.15394238,3.645164,,,,,,,,,,,,,,
5200,0.16327165,3.4981985,,,,,,,,,,,,,,
5300,0.16450453,3.6543698,,,,,,,,,,,,,,
5400,0.16495056,3.668759,,,,,,,,,,,,,,
5500,0.15600558,3.8211079,,,,,,,,,,,,,,
5600,0.16028172,3.6712236,,,,,,,,,,,,,,
5700,0.1568901,3.610506,,,,,,,,,,,,,,
5800,0.15934199,3.6587548,,,,,,,,,,,,,,
5900,0.16089915,3.6910584,,,,,,,,,,,,,,
6000,0.15962279,3.7751288,,,,,,,,,,,,,,
6100,0.15768464,3.5588381,,,,,,,,,,,,,,
6200,0.17287454,3.5040195,,,,,,,,,,,,,,
6300,0.16033733,3.7196846,,,,,,,,,,,,,,
6400,0.18095814,3.5975394,,,,,,,,,,,,,,
6500,0.1628562,3.6188369,,,,,,,,,,,,,,
6600,0.16361637,3.57456,,,,,,,,,,,,,,
6700,0.1710245,3.6547976,,,,,,,,,,,,,,
6800,0.16290118,3.5315075,,,,,,,,,,,,,,
6900,0.17269665,3.5806057,,,,,,,,,,,,,,
7000,0.16042885,3.661498,,,,,,,,,,,,,,
7100,0.15679385,3.5901847,,,,,,,,,,,,,,
7200,0.15499482,3.5552773,,,,,,,,,,,,,,
7300,0.16399089,3.542711,,,,,,,,,,,,,,
7400,0.15668756,3.598072,,,,,,,,,,,,,,
7500,0.17238244,3.560454,,,,,,,,,,,,,,
7600,0.16453594,3.453369,,,,,,,,,,,,,,
7700,0.18824072,3.5276456,,,,,,,,,,,,,,
7800,0.16764672,3.6806438,,,,,,,,,,,,,,
7900,0.1746009,3.5921192,,,,,,,,,,,,,,
8000,0.17136881,3.5892005,,,,,,,,,,,,,,
8100,0.17002046,3.6267123,,,,,,,,,,,,,,
8200,0.17207982,3.4822068,,,,,,,,,,,,,,
8300,0.1654636,3.5494745,,,,,,,,,,,,,,
8400,0.1587227,3.5715067,,,,,,,,,,,,,,
8500,0.17310621,3.4213727,,,,,,,,,,,,,,
8600,0.16411623,3.5146692,,,,,,,,,,,,,,
8700,0.17049274,3.5078447,,,,,,,,,,,,,,
8800,0.18682683,3.5610132,,,,,,,,,,,,,,
8900,0.17425334,3.4369707,,,,,,,,,,,,,,
9000,0.16671371,3.422522,,,,,,,,,,,,,,
9100,0.18433242,3.5292025,,,,,,,,,,,,,,
9200,0.18402131,3.4851427,,,,,,,,,,,,,,
9300,0.18800254,3.4657118,,,,,,,,,,,,,,
9400,0.1778756,3.451322,,,,,,,,,,,,,,
9500,0.17010571,3.3902802,,,,,,,,,,,,,,
9600,0.18636893,3.4780352,,,,,,,,,,,,,,
9700,0.1729364,3.4328218,,,,,,,,,,,,,,
9800,0.17518342,3.4604344,,,,,,,,,,,,,,
9900,0.1881128,3.4080777,,,,,,,,,,,,,,
10000,0.17897418,3.5173445,,,,,,,,,,,,,,
10100,0.16763589,3.415707,,,,,,,,,,,,,,
10200,0.17828412,3.4320905,,,,,,,,,,,,,,
10300,0.17632055,3.5550537,,,,,,,,,,,,,,
10400,0.16761814,3.4354148,,,,,,,,,,,,,,
10500,0.1778814,3.4071512,,,,,,,,,,,,,,
10600,0.18338092,3.4413087,,,,,,,,,,,,,,
10700,0.1974106,3.4666839,,,,,,,,,,,,,,
10800,0.17815053,3.433797,,,,,,,,,,,,,,
10900,0.18235375,3.4709399,,,,,,,,,,,,,,
11000,0.18184689,3.5494108,,,,,,,,,,,,,,
11100,0.20655952,3.4077563,,,,,,,,,,,,,,
11200,0.18355295,3.285906,,,,,,,,,,,,,,
11300,0.20740956,3.4311376,,,,,,,,,,,,,,
11400,0.19529143,3.3737383,,,,,,,,,,,,,,
11405,,,3.421208143234253,30.606369571683185,3.423755645751953,30.6844387737482,100000.0,0.0,1.0,0.0,2592.113157272339,3252.746148109436,2592.113157272339,660.5214908123016,0.0382122993469238,0.0
11500,0.19420666,3.4449306,,,,,,,,,,,,,,
11600,0.18446742,3.570808,,,,,,,,,,,,,,
11700,0.19623333,3.3808627,,,,,,,,,,,,,,
11800,0.1969526,3.3988447,,,,,,,,,,,,,,
11900,0.21919675,3.580213,,,,,,,,,,,,,,
12000,0.19643341,3.418065,,,,,,,,,,,,,,
12100,0.20908748,3.4945927,,,,,,,,,,,,,,
12200,0.1827951,3.334991,,,,,,,,,,,,,,
12300,0.20919451,3.4810658,,,,,,,,,,,,,,
12400,0.19670379,3.4569488,,,,,,,,,,,,,,
12500,0.20907132,3.507444,,,,,,,,,,,,,,
12600,0.19167116,3.2906625,,,,,,,,,,,,,,
12700,0.19242603,3.4629478,,,,,,,,,,,,,,
12800,0.1998344,3.4832866,,,,,,,,,,,,,,
12900,0.19855699,3.450388,,,,,,,,,,,,,,
13000,0.19790243,3.4610074,,,,,,,,,,,,,,
13100,0.21860968,3.5097752,,,,,,,,,,,,,,
13200,0.21520908,3.4633298,,,,,,,,,,,,,,
13300,0.20300916,3.427124,,,,,,,,,,,,,,
13400,0.18904659,3.421185,,,,,,,,,,,,,,
13500,0.20708236,3.3867044,,,,,,,,,,,,,,
13600,0.2051511,3.414087,,,,,,,,,,,,,,
13700,0.19651745,3.452294,,,,,,,,,,,,,,
13800,0.20471087,3.4551404,,,,,,,,,,,,,,
13900,0.2107159,3.3794398,,,,,,,,,,,,,,
14000,0.20789622,3.4842677,,,,,,,,,,,,,,
14100,0.20673771,3.460886,,,,,,,,,,,,,,
14200,0.21269207,3.335878,,,,,,,,,,,,,,
14300,0.22354412,3.43128,,,,,,,,,,,,,,
14400,0.24198279,3.2828882,,,,,,,,,,,,,,
14500,0.21538106,3.450111,,,,,,,,,,,,,,
14600,0.22823384,3.572523,,,,,,,,,,,,,,
14700,0.2041827,3.42205,,,,,,,,,,,,,,
14800,0.21184929,3.3938453,,,,,,,,,,,,,,
14900,0.23662305,3.4401865,,,,,,,,,,,,,,
15000,0.21531796,3.4272141,,,,,,,,,,,,,,
15100,0.21722776,3.3478322,,,,,,,,,,,,,,
15200,0.25939035,3.3420823,,,,,,,,,,,,,,
15300,0.22166206,3.4428902,,,,,,,,,,,,,,
15400,0.22963925,3.4082153,,,,,,,,,,,,,,
15500,0.24079855,3.3582497,,,,,,,,,,,,,,
15600,0.23647073,3.4056714,,,,,,,,,,,,,,
15700,0.20800333,3.3501577,,,,,,,,,,,,,,
15800,0.21397957,3.373704,,,,,,,,,,,,,,
15900,0.24519101,3.3730974,,,,,,,,,,,,,,
16000,0.21632774,3.3502133,,,,,,,,,,,,,,
16100,0.24249306,3.4766405,,,,,,,,,,,,,,
16200,0.24283583,3.3605044,,,,,,,,,,,,,,
16300,0.21983188,3.4274974,,,,,,,,,,,,,,
16400,0.2662991,3.4195697,,,,,,,,,,,,,,
16500,0.2699575,3.289625,,,,,,,,,,,,,,
16600,0.24351913,3.434176,,,,,,,,,,,,,,
16700,0.2606302,3.4146786,,,,,,,,,,,,,,
16800,0.23633555,3.3924959,,,,,,,,,,,,,,
16900,0.24145706,3.4260204,,,,,,,,,,,,,,
17000,0.23896067,3.3089101,,,,,,,,,,,,,,
17100,0.24814892,3.4105616,,,,,,,,,,,,,,
17200,0.23618051,3.2619996,,,,,,,,,,,,,,
17300,0.24224901,3.4810493,,,,,,,,,,,,,,
17400,0.2622568,3.4748693,,,,,,,,,,,,,,
