accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,test/ssim,total_duration,train/loss,train/ssim,validation/loss,validation/num_examples,validation/ssim
685.1461040973663,0.0,267.1616027355194,1,0,267.1616027355194,0.8075256262435423,3581.0,0.2689718604920064,952.9209716320038,0.8027259281703404,0.259365405355181,0.8072504270056626,3554.0,0.247065916045301
691.0085978507996,0.429344892501831,376.1807687282562,270,0,376.1807687282562,0.3285564219142697,3581.0,0.6990428542132086,1069.5570559501648,0.3061339514596121,0.7080010005405971,0.3268415787009355,3554.0,0.6806764275288407
696.908784866333,0.480116605758667,485.719473361969,346,0,485.719473361969,0.3188870282720434,3581.0,0.7096636872556549,1186.1794946193695,0.2967615468161447,0.7187191418239048,0.3168126472812324,3554.0,0.6918834027240434
702.795970916748,0.5283803939819336,595.7191984653473,424,0,595.7191984653473,0.3129454663065484,3581.0,0.7160047303694848,1303.2424910068512,0.2911135469164167,0.7252100535801479,0.3108654118818584,3554.0,0.6984359062851716
708.6835992336273,0.5752725601196289,706.6205954551697,495,0,706.6205954551697,0.310090500427604,3581.0,0.7167697406887042,1421.2040174007416,0.2883767400469099,0.7262117522103446,0.3080617102868247,3554.0,0.6990289468072945
714.5730502605438,0.6237623691558838,817.2797825336456,571,0,817.2797825336456,0.3078797358236177,3581.0,0.7220628403378945,1538.9262614250183,0.2860074043273926,0.7315944262913295,0.3054989206703714,3554.0,0.7051833651343556
720.4746911525726,0.6722385883331299,928.4179344177246,647,0,928.4179344177246,0.3072355686369903,3581.0,0.7194894440711394,1657.152057170868,0.2856748274394444,0.7284920556204659,0.3050889512696961,3554.0,0.7019189975203995
726.372358083725,0.7211649417877197,1039.0195891857147,720,0,1039.0195891857147,0.3055690583221341,3581.0,0.7195064882365261,1774.8330445289612,0.2840142931256975,0.7286289760044643,0.3039231694811304,3554.0,0.7015709906531373
732.2640585899353,0.7676808834075928,1148.7252831459043,796,0,1148.7252831459043,0.3019775799684969,3581.0,0.7262418651607442,1891.60684466362,0.2800124032156808,0.7361790112086705,0.2998578914713175,3554.0,0.709089752523565
738.1714837551117,0.8168439865112305,1258.963476896286,869,0,1258.963476896286,0.3043284817002932,3581.0,0.7237930276546356,2008.936300039292,0.2823599747249058,0.7335573605128697,0.3019482682914498,3554.0,0.7074196492948087
744.0424823760986,0.8653683662414551,1368.711997509003,945,0,1368.711997509003,0.3007546951903274,3581.0,0.7251576517121614,2125.736051797867,0.2787955147879464,0.7350248609270368,0.2989694298018078,3554.0,0.707491778629713
749.8634653091431,0.9137978553771972,1477.7784452438354,2162,0,1477.7784452438354,0.2953936574979056,3581.0,0.73029776293284,2242.139586210251,0.273436324937003,0.7401708875383649,0.2939764998505205,3554.0,0.7130829011984735
755.6608045101166,0.9611876010894777,1586.6699306964874,4026,0,1586.6699306964874,0.2929393658588732,3581.0,0.7326664928616309,2358.528928756714,0.2708245686122349,0.7423238754272461,0.2912572926192318,3554.0,0.7158821376442037
761.4842131137848,1.011953592300415,1695.5785081386566,5887,0,1695.5785081386566,0.2905671930086742,3581.0,0.738697127635437,2474.962669610977,0.267451320375715,0.7500310625348773,0.2890408611995287,3554.0,0.7213777747124719
767.2745988368988,1.0612852573394775,1804.4882218837736,7753,0,1804.4882218837736,0.2894682534011973,3581.0,0.7389186336088034,2591.355427503586,0.2662795611790248,0.7504878725324359,0.2880832068894643,3554.0,0.7215355662194006
773.0763444900513,1.1084752082824707,1913.3708617687223,9617,0,1913.3708617687223,0.2889062390917341,3581.0,0.7402467831524016,2707.7247910499573,0.2660472563334873,0.7512098721095494,0.2874813562842923,3554.0,0.7229005280142093
778.8770222663879,1.156620979309082,2022.2414846420288,11485,0,2022.2414846420288,0.2891256997652541,3581.0,0.739323739331716,2824.0878739356995,0.2658692257744925,0.750767639705113,0.2877671945343275,3554.0,0.7217857519696117
784.6801671981812,1.206486701965332,2131.150043964386,13348,0,2131.150043964386,0.2885759913432002,3581.0,0.7398630849012148,2940.498480796814,0.2650406530925205,0.7516655240740094,0.2871299490340989,3554.0,0.722473659740785
790.5023396015167,1.253042221069336,2240.070010900497,15212,0,2240.070010900497,0.2885502546534662,3581.0,0.7398542219352137,3056.934679508209,0.265121374811445,0.7515272412981305,0.2871093406526976,3554.0,0.7224386941870076
796.3164222240448,1.301964282989502,2348.9730384349823,17079,0,2348.9730384349823,0.2883579282912419,3581.0,0.7403374581122592,3173.352989912033,0.2648642744336809,0.7520853451320103,0.2869424127633476,3554.0,0.7229361805140335
802.1191284656525,1.3524081707000732,2408.3593204021454,18095,0,2408.3593204021454,0.288426411747766,3581.0,0.7403103919776249,3239.996084213257,0.2649224996566772,0.7520795549665179,0.2870113649727859,3554.0,0.7229157095218416
,,,18095,0,2408.3593204021454,,,,,,,,,
