accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,total_duration,train/loss,validation/loss,validation/num_examples
2037.7818720340729,0.0,45.0601065158844,1,0,45.0601065158844,0.2745307742540861,95000000.0,2083.270789861679,0.2725992032515294,0.2746304781954123,83274637.0
3196.851759195328,0.4828455448150635,402.28683495521545,204,0,402.28683495521545,0.2745307742540861,95000000.0,3600.999185562134,0.2717281053780471,0.2746304781954123,83274637.0
4313.572587490082,0.5184426307678223,758.4178853034973,392,0,758.4178853034973,0.2745307742547286,95000000.0,5074.788440465927,0.2724160919277048,0.2746304781954123,83274637.0
5386.458238601685,0.5592494010925293,1114.2086517810822,602,0,1114.2086517810822,0.2745307742547286,95000000.0,6504.423200845718,0.2719769848570353,0.2746304781954123,83274637.0
6428.701151371002,0.5915699005126953,1471.4919481277466,806,0,1471.4919481277466,0.2745307742547286,95000000.0,7904.8914704322815,0.2732371483368243,0.2746304781954123,83274637.0
7531.89267373085,0.6218447685241699,1827.3855628967283,1009,0,1827.3855628967283,0.2745307742547286,95000000.0,9364.920273542404,0.2730627299086529,0.2746304781954123,83274637.0
8600.244569540024,0.6519536972045898,2183.467311859131,1208,0,2183.467311859131,0.2745307742553711,95000000.0,10790.294198989868,0.2721300947859358,0.2746304781968782,83274637.0
9697.580302715302,0.6845464706420898,2540.46786236763,1415,0,2540.46786236763,0.2745307742553711,95000000.0,12245.569826364515,0.272407888244825,0.2746304781968782,83274637.0
10791.170994281769,0.7206411361694336,2896.251374006272,1629,0,2896.251374006272,0.2745307742553711,95000000.0,13695.893337488174,0.2726151499352703,0.2746304781968782,83274637.0
11866.623581409454,0.7528743743896484,3252.247920751572,1841,0,3252.247920751572,0.2745307742553711,95000000.0,15128.289497375488,0.2729934871038442,0.2746304781968782,83274637.0
12877.500821352003,0.7843661308288574,3608.047014713288,2046,0,3608.047014713288,0.2745307742560136,95000000.0,16495.906005382538,0.271834342373114,0.2746304781968782,83274637.0
13751.560331344604,0.8148937225341797,3965.271723270416,2234,0,3965.271723270416,0.2745307742560136,95000000.0,17728.123176813126,0.2723851372131841,0.2746304781968782,83274637.0
14485.979813098907,0.8459467887878418,4320.8560671806335,2456,0,4320.8560671806335,0.2745307742560136,95000000.0,18819.07342195511,0.2725305522497235,0.2746304781968782,83274637.0
15118.107568979263,0.8772828578948975,4677.49698805809,2679,0,4677.49698805809,0.2745307742560136,95000000.0,19808.77411770821,0.2718443321740207,0.2746304781968782,83274637.0
15628.649263858795,0.9092938899993896,5034.329147100449,2893,0,5034.329147100449,0.2745307742560136,95000000.0,20677.0808274746,0.2724396049076357,0.2746304781961452,83274637.0
16095.310913085938,0.9425230026245116,5390.0867240428925,3102,0,5390.0867240428925,0.2745307742560136,95000000.0,21500.438264369965,0.2723673357181771,0.2746304781961452,83274637.0
16560.197348594666,0.9751811027526855,5745.839811086655,3327,0,5745.839811086655,0.2745307742560136,95000000.0,22322.01710915565,0.2728362379662697,0.2746304781961452,83274637.0
17026.541965723038,1.007798671722412,6102.570296764374,3541,0,6102.570296764374,0.2745307742560136,95000000.0,23146.019438505173,0.2722032317203164,0.2746304781961452,83274637.0
17492.777352809906,1.0394721031188965,6458.614013195038,3739,0,6458.614013195038,0.2745307742560136,95000000.0,23969.21116733551,0.2722386101404794,0.2746304781961452,83274637.0
17959.605474472046,1.0735514163970947,6815.145437479019,3927,0,6815.145437479019,0.2745307742560136,95000000.0,24793.4700460434,0.2717882189932663,0.2746304781961452,83274637.0
18426.195674180984,1.107632398605347,7172.443696498871,4151,0,7172.443696498871,0.2745307742560136,95000000.0,25618.26126933098,0.2723729383554394,0.2746304781961452,83274637.0
18892.06063270569,1.1408143043518066,7528.396049261093,4362,0,7528.396049261093,0.2745307742560136,95000000.0,26440.96658325196,0.2732010962481506,0.2746304781961452,83274637.0
19359.30055499077,1.1761832237243652,7885.430836677551,4550,0,7885.430836677551,0.2745307742560136,95000000.0,27266.12497019768,0.271851657021123,0.2746304781961452,83274637.0
19823.174894094467,1.2081429958343506,8241.979199171066,4739,0,8241.979199171066,0.2745307742560136,95000000.0,28087.43044066429,0.2719784054788646,0.2746304781961452,83274637.0
20288.23766374588,1.2407076358795166,8598.738156557083,4952,0,8598.738156557083,0.2745307742560136,95000000.0,28910.143368959427,0.2727192949328499,0.2746304781961452,83274637.0
20753.2146756649,1.2735998630523682,8954.987263679504,5145,0,8954.987263679504,0.2745307742560136,95000000.0,29732.256935596462,0.2715729803972631,0.2746304781961452,83274637.0
21219.06745386124,1.3058950901031494,9312.520790815352,5368,0,9312.520790815352,0.2745307742560136,95000000.0,30556.53725767136,0.2717850804284945,0.2746304781961452,83274637.0
21686.091161966324,1.340707540512085,9668.877612352371,5560,0,9668.877612352371,0.2745307742560136,95000000.0,31380.806841373444,0.2723258747725641,0.2746304781961452,83274637.0
22150.477232694622,1.374584436416626,10024.699223279951,5755,0,10024.699223279951,0.2745307742560136,95000000.0,32201.900172472,0.2718533066314094,0.2746304781961452,83274637.0
22614.55562281609,1.4086484909057615,10381.285345554352,5941,0,10381.285345554352,0.2745307742560136,95000000.0,33023.44781565666,0.2725122055057498,0.2746304781961452,83274637.0
23081.445949316025,1.443713903427124,10737.23566055298,6151,0,10737.23566055298,0.2745307742560136,95000000.0,33847.18023133278,0.2714893201957144,0.2746304781961452,83274637.0
23546.078899621964,1.4843242168426514,11094.675449848177,6333,0,11094.675449848177,0.2745307742560136,95000000.0,34670.137472867966,0.2721416216300401,0.2746304781961452,83274637.0
24011.082458257675,1.5240771770477295,11452.125340223312,6527,0,11452.125340223312,0.2745307742560136,95000000.0,35493.48434638977,0.2723024831698174,0.2746304781961452,83274637.0
24477.765484809875,1.5574333667755127,11808.611844539642,6707,0,11808.611844539642,0.2745307742560136,95000000.0,36317.53061437607,0.2728794330583357,0.2746304781961452,83274637.0
24943.993546009064,1.590593338012695,12164.819947481155,6902,0,12164.819947481155,0.2745307742560136,95000000.0,37140.85383272171,0.2720829242403972,0.2746304781961452,83274637.0
25409.790093421936,1.624375820159912,12520.565804719923,7114,0,12520.565804719923,0.2745307742560136,95000000.0,37963.29409742355,0.2723890366166472,0.2746304781961452,83274637.0
25875.786151885983,1.659067153930664,12876.877861738203,7310,0,12876.877861738203,0.2745307742560136,95000000.0,38786.48279929161,0.2721210834530836,0.2746304781961452,83274637.0
26343.86877632141,1.711937665939331,13233.088404893875,7531,0,13233.088404893875,0.2745307742560136,95000000.0,39611.68936729431,0.2716840890485565,0.2746304781961452,83274637.0
,,,7738,0,13589.29023361206,,,,,,
