global_step,grad_norm,loss,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,3.6690986,0.96262383,,,,,,,,,,,,,,
1,,,0.247608014515468,0.901878833770752,0.2409438185297376,0.9109048838017024,3554.0,0.2630194754814908,0.9099179725678932,3581.0,176.35712265968323,665.471654176712,176.35712265968323,489.11433959007263,0.0,0.0
100,0.41351655,0.307987,,,,,,,,,,,,,,
200,0.46365938,0.32809964,,,,,,,,,,,,,,
299,,,0.7270200593130929,0.2825125966753278,0.7008093048765476,0.3083508802251864,3554.0,0.7182266759459648,0.3104766530386065,3581.0,286.5588183403015,779.4863686561584,286.5588183403015,492.89446902275085,0.029649019241333,0.0
300,0.2850488,0.26588917,,,,,,,,,,,,,,
400,0.48508847,0.2970544,,,,,,,,,,,,,,
406,,,0.7316208566938128,0.277742998940604,0.7054679668815067,0.3033249425163548,3554.0,0.7227049281363446,0.3053983098732896,3581.0,396.9442622661591,893.4146220684052,396.9442622661591,496.3921251296997,0.0734004974365234,0.0
500,0.13523754,0.31743443,,,,,,,,,,,,,,
512,,,0.734497206551688,0.2750248398099627,0.7080905894986284,0.300637575234331,3554.0,0.7253500462510472,0.3026272353763788,3581.0,507.5913963317871,1007.5933287143708,507.5913963317871,499.89110803604126,0.1046493053436279,0.0
600,0.211927,0.36050615,,,,,,,,,,,,,,
626,,,0.7361916133335659,0.273226124899728,0.709594520478686,0.2988509316087507,3554.0,0.7268996335913502,0.3007759663087301,3581.0,619.0555613040924,1122.587340593338,619.0555613040924,503.3842518329621,0.1399374008178711,0.0
700,0.30252787,0.29322103,,,,,,,,,,,,,,
731,,,0.7378033910478864,0.2720519133976528,0.7112363215303179,0.2976517298950126,3554.0,0.7284700829900865,0.2995749662389172,3581.0,729.7355649471283,1236.8464279174805,729.7355649471283,506.9335706233978,0.1683051586151123,0.0
800,0.18835029,0.26519832,,,,,,,,,,,,,,
845,,,0.7392602648053851,0.2708210093634469,0.7126195560899691,0.2964496086605761,3554.0,0.7298552282227381,0.2983469000344701,3581.0,840.5750904083252,1351.238961935043,840.5750904083252,510.4384982585907,0.2149600982666015,0.0
900,0.3272,0.3174646,,,,,,,,,,,,,,
953,,,0.7400412559509277,0.2700248616082327,0.7133646864668332,0.2956774126094717,3554.0,0.7305597658431653,0.2975571074987783,3581.0,950.6816749572754,1464.918480873108,950.6816749572754,513.9707684516907,0.2542295455932617,0.0
1000,0.30732983,0.28498632,,,,,,,,,,,,,,
1100,0.11181264,0.24610761,,,,,,,,,,,,,,
1200,0.124088734,0.27324826,,,,,,,,,,,,,,
1300,0.16195665,0.315438,,,,,,,,,,,,,,
1400,0.12866704,0.25501448,,,,,,,,,,,,,,
1500,0.15460697,0.27122658,,,,,,,,,,,,,,
1600,0.17275879,0.2913924,,,,,,,,,,,,,,
1700,0.2406689,0.26429123,,,,,,,,,,,,,,
1800,0.16676062,0.29099625,,,,,,,,,,,,,,
1847,,,0.7450009754725865,0.2656043257032122,0.7180394230092854,0.2915321053852173,3554.0,0.7352442524347249,0.2932224353576166,3581.0,1060.670470714569,1578.4586482048037,1060.670470714569,517.4768252372742,0.2908010482788086,0.0
1900,0.06595849,0.23448172,,,,,,,,,,,,,,
2000,0.11610969,0.28961104,,,,,,,,,,,,,,
2100,0.31043705,0.2655874,,,,,,,,,,,,,,
2200,0.37428278,0.200685,,,,,,,,,,,,,,
2300,0.13431272,0.22688574,,,,,,,,,,,,,,
2400,0.207519,0.24875969,,,,,,,,,,,,,,
2500,0.070925,0.2816995,,,,,,,,,,,,,,
2600,0.12212184,0.23880816,,,,,,,,,,,,,,
2700,0.2567001,0.3374203,,,,,,,,,,,,,,
2800,0.42565092,0.16691485,,,,,,,,,,,,,,
2849,,,0.7475231034415108,0.2631929091044834,0.7203176795731921,0.2893054384694182,3554.0,0.7375486235950154,0.2908771582003979,3581.0,1170.6783175468445,1692.019555568695,1170.6783175468445,520.991024017334,0.3214144706726074,0.0
2900,0.061364256,0.27941784,,,,,,,,,,,,,,
3000,0.18652111,0.26850373,,,,,,,,,,,,,,
3100,0.05064511,0.3020749,,,,,,,,,,,,,,
3200,0.074931785,0.2540375,,,,,,,,,,,,,,
3300,0.06482681,0.2783654,,,,,,,,,,,,,,
3400,0.07094886,0.29557762,,,,,,,,,,,,,,
3500,0.12608682,0.19347253,,,,,,,,,,,,,,
3600,0.081613995,0.31425777,,,,,,,,,,,,,,
3700,0.17057195,0.23140606,,,,,,,,,,,,,,
3800,0.088572085,0.28435475,,,,,,,,,,,,,,
3851,,,0.749110494341169,0.2617450611931937,0.7217542898406725,0.2879988842622309,3554.0,0.7389936279365051,0.28951464761938,3581.0,1280.6417498588562,1805.5314123630524,1280.6417498588562,524.501303434372,0.3512389659881592,0.0
3900,0.068402186,0.31268272,,,,,,,,,,,,,,
4000,0.09604923,0.28820598,,,,,,,,,,,,,,
4100,0.08770333,0.23593491,,,,,,,,,,,,,,
4200,0.12337711,0.27365413,,,,,,,,,,,,,,
4300,0.099524215,0.22109425,,,,,,,,,,,,,,
4400,0.040923323,0.31091762,,,,,,,,,,,,,,
4500,0.07733627,0.30077815,,,,,,,,,,,,,,
4600,0.30638176,0.2340482,,,,,,,,,,,,,,
4700,0.09119771,0.32444596,,,,,,,,,,,,,,
4800,0.11281907,0.224677,,,,,,,,,,,,,,
4854,,,0.7502435956682477,0.2608271666935512,0.7227759160013365,0.2872131897213087,3554.0,0.7399981428677395,0.288689812279653,3581.0,1390.680551290512,1919.1207926273344,1390.680551290512,528.0127825737,0.3821241855621338,0.0
4900,0.13034843,0.2570898,,,,,,,,,,,,,,
5000,0.07638265,0.2330378,,,,,,,,,,,,,,
5100,0.05328323,0.2115287,,,,,,,,,,,,,,
5200,0.12902094,0.3003622,,,,,,,,,,,,,,
5300,0.26197153,0.1791443,,,,,,,,,,,,,,
5400,0.08210355,0.17157196,,,,,,,,,,,,,,
5500,0.11948754,0.30555663,,,,,,,,,,,,,,
5600,0.19963521,0.29135808,,,,,,,,,,,,,,
5700,0.14517222,0.21070582,,,,,,,,,,,,,,
5800,0.107525505,0.3298033,,,,,,,,,,,,,,
5857,,,0.7509019034249442,0.2602900947843279,0.7232960028532991,0.2867828180230462,3554.0,0.7405261029347598,0.2882350739471341,3581.0,1500.7213785648346,2032.713570356369,1500.7213785648346,531.5255441665649,0.4130861759185791,0.0
5900,0.15044153,0.27844205,,,,,,,,,,,,,,
6000,0.13495739,0.29722232,,,,,,,,,,,,,,
6100,0.046734735,0.245348,,,,,,,,,,,,,,
6200,0.11311857,0.26515996,,,,,,,,,,,,,,
6300,0.1272799,0.30702472,,,,,,,,,,,,,,
6400,0.049667362,0.24564105,,,,,,,,,,,,,,
6500,0.04604346,0.30113012,,,,,,,,,,,,,,
