global_step,grad_norm,loss,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
5664,,,0.1235288980551673,0.1240581474970227,83274637.0,0.1263610827302631,95000000.0,10008.1001393795,24710.90371656418,10008.1001393795,14701.482496500015,1.273756980895996,0.0
5700,0.027591703,0.1204432,,,,,,,,,,,
5800,0.013203486,0.11657019,,,,,,,,,,,
5846,,,0.1204387906634207,0.1240310344447035,83274637.0,0.1263326671361019,95000000.0,10364.394879579544,25404.065124750137,10364.394879579544,15038.302636384964,1.3187544345855713,0.0
5900,0.015588414,0.11987194,,,,,,,,,,,
6000,0.020582853,0.123087004,,,,,,,,,,,
6059,,,0.122422983506753,0.1239599061595222,83274637.0,0.1262612400185032,95000000.0,10722.755585193634,26067.77880358696,10722.755585193634,15343.608079195024,1.3645429611206057,0.0
6100,0.042388804,0.13202152,,,,,,,,,,,
6200,0.012900221,0.12536284,,,,,,,,,,,
6273,,,0.1234693618010987,0.1238968227966896,83274637.0,0.1262003347964638,95000000.0,11079.257379055023,26771.487267017365,11079.257379055023,15690.768830299376,1.408754587173462,0.0
6300,0.059907716,0.13174213,,,,,,,,,,,
6400,0.00908114,0.122505814,,,,,,,,,,,
6500,,,0.1216076694710074,0.1238607271713475,83274637.0,0.1261715020250822,95000000.0,11435.534103870392,27378.380467414856,11435.534103870392,15941.34008693695,1.4521448612213137,0.0
6500,0.010221088,0.11678786,,,,,,,,,,,
6600,0.0068859058,0.11777891,,,,,,,,,,,
6700,0.009092724,0.11943809,,,,,,,,,,,
6707,,,0.1227127195177775,0.1238390208980286,83274637.0,0.126158494140625,95000000.0,11793.279995918274,28054.093065023422,11793.279995918274,16259.259322166445,1.4979431629180908,0.0
6800,0.011946574,0.13065526,,,,,,,,,,,
6892,,,0.1255866996358213,0.1238299173081261,83274637.0,0.1261511840049342,95000000.0,12149.441424369812,28667.404049396515,12149.441424369812,16516.36360526085,1.5416662693023682,0.0
6900,0.022392808,0.120831385,,,,,,,,,,,
7000,0.0059651597,0.119997874,,,,,,,,,,,
7100,,,0.1247378111869659,0.1238313576605376,83274637.0,0.1261599515625,95000000.0,12506.534474611282,29314.81364822388,12506.534474611282,16806.63244867325,1.587644338607788,0.0
7100,0.048230786,0.12111908,,,,,,,,,,,
7200,0.010131433,0.12380606,,,,,,,,,,,
7300,0.014118184,0.123689175,,,,,,,,,,,
7307,,,0.1223601717033288,0.1238329178219466,83274637.0,0.1261607092722039,95000000.0,12864.317967653276,29923.70046401024,12864.317967653276,17057.672493457794,1.6491742134094238,0.0
7400,0.006314525,0.1217792,,,,,,,,,,,
7491,,,0.1215313186505868,0.1238261394401308,83274637.0,0.1261609701171875,95000000.0,13222.375915288923,30510.26237893105,13222.375915288923,17286.123666763306,1.7004375457763672,0.0
7500,0.016415514,0.12379885,,,,,,,,,,,
7600,0.007335162,0.11916598,,,,,,,,,,,
7700,0.0062854863,0.12208174,,,,,,,,,,,
7712,,,,,,,,13579.329025030136,,,,,0.0
