accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/accuracy,test/loss,test/num_examples,total_duration,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples
202.2280440330505,0.0,128.42356157302856,1,0,128.42356157302856,0.002,6.90775546875,10000.0,331.2575376033783,0.00203125,6.90775634765625,0.00164,6.90775625,50000.0
368.4953434467316,0.0606133937835693,2697.5988981723785,2361,0,2697.5988981723785,0.0131,6.90775546875,10000.0,3069.848342895508,0.0134765625,6.90775634765625,0.01378,6.90775625,50000.0
509.3316459655762,0.5833306312561035,5268.566256523132,5666,0,5268.566256523132,0.013,6.90775546875,10000.0,5786.324513673782,0.0133984375,6.90775634765625,0.01442,6.90775625,50000.0
628.5178260803223,1.2912654876708984,7838.258523225784,8709,0,7838.258523225784,0.0127,6.90775546875,10000.0,8479.700043916702,0.01396484375,6.90775634765625,0.01416,6.90775625,50000.0
766.1313631534576,3.042922258377075,10408.924440860748,11899,0,10408.924440860748,0.0132,6.90775546875,10000.0,11193.70505952835,0.01373046875,6.90775634765625,0.0162,6.90775625,50000.0
921.1605460643768,6.114055395126343,12980.887794733047,14901,0,12980.887794733047,0.013,6.90775546875,10000.0,13929.289822101591,0.01421875,6.90775634765625,0.01438,6.90775625,50000.0
1058.2403428554535,9.60258436203003,15547.312185764313,18114,0,15547.312185764313,0.0127,6.90775546875,10000.0,16641.920662164688,0.0142578125,6.90775634765625,0.01466,6.90775625,50000.0
1212.41557598114,12.977892875671388,18116.60156965256,21146,0,18116.60156965256,0.0129,6.90775546875,10000.0,19374.16827750206,0.0140625,6.90775634765625,0.01468,6.90775625,50000.0
1356.1336886882782,16.254168272018433,20681.829169511795,24346,0,20681.829169511795,0.0128,6.90775546875,10000.0,22091.77711892128,0.01431640625,6.90775634765625,0.01414,6.90775625,50000.0
1508.307843208313,19.34511351585388,23253.315664052963,27371,0,23253.315664052963,0.0132,6.90775546875,10000.0,24824.95880103112,0.014140625,6.90775634765625,0.0147,6.90775625,50000.0
1645.7276301383972,22.53934121131897,25820.610605955124,30572,0,25820.610605955124,0.0127,6.90775546875,10000.0,27539.114663124084,0.013984375,6.90775634765625,0.01418,6.90775625,50000.0
