accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,total_duration,train/loss,validation/loss,validation/num_examples
1802.7765378952024,0.0,27.65492606163025,1,0,27.65492606163025,1.3423391738435444,95000000.0,1830.847627162933,1.3430206835264065,1.3437655822102863,83274637.0
2846.3590326309204,0.0612380504608154,384.1733236312866,209,0,384.1733236312866,0.1320515874876323,95000000.0,3231.861780166626,0.1287483580024979,0.1296375106871763,83274637.0
3961.256729364395,0.105931282043457,741.2736144065857,410,0,741.2736144065857,0.1308793680158113,95000000.0,4704.745048522949,0.1277435733492411,0.1281602791356431,83274637.0
5102.8135986328125,0.1507577896118164,1098.3908421993256,603,0,1098.3908421993256,0.1299819891447368,95000000.0,6204.304943084717,0.1263845015407713,0.1278606330397875,83274637.0
6212.043871879578,0.1944632530212402,1454.410573720932,798,0,1454.410573720932,0.1297885883968955,95000000.0,7670.435347795486,0.1244559373765943,0.1275150581274469,83274637.0
7320.811818361282,0.254648208618164,1812.0461230278013,1001,0,1812.0461230278013,0.128706007418502,95000000.0,9137.731919050217,0.1249190374533494,0.1264314499691244,83274637.0
8322.173782587051,0.2942850589752197,2168.089971065521,1214,0,2168.089971065521,0.1291470339241429,95000000.0,10495.98956632614,0.1238389854141117,0.1266517535914369,83274637.0
9345.49226784706,0.3361093997955322,2525.264180421829,1408,0,2525.264180421829,0.1285513157208894,95000000.0,11877.32966852188,0.1264122027037883,0.1262052869574478,83274637.0
10284.094897031784,0.3837225437164306,2882.872843265533,1591,0,2882.872843265533,0.1282499081171939,95000000.0,13174.391824245453,0.1247846402869892,0.1258510931915291,83274637.0
11284.07401561737,0.4254360198974609,3239.7346312999725,1794,0,3239.7346312999725,0.1277440802678158,95000000.0,14532.09767484665,0.125776901189989,0.1252532433337276,83274637.0
12114.362508058548,0.4691441059112549,3596.2242498397827,1979,0,3596.2242498397827,0.1279557555901778,95000000.0,15719.719262361526,0.125469627968429,0.1254508883787816,83274637.0
12987.9797437191,0.5156087875366211,3953.4111754894257,2168,0,3953.4111754894257,0.1275801511526007,95000000.0,16951.378624916077,0.1228387526189019,0.1251811961894894,83274637.0
13560.763251781464,0.5573010444641113,4309.174291133881,2359,0,4309.174291133881,0.1280097041955245,95000000.0,17880.775656938553,0.1233478156097061,0.1255627823174369,83274637.0
14029.35882639885,0.6000485420227051,4665.284812450409,2585,0,4665.284812450409,0.1275337414672851,95000000.0,18706.344584941864,0.1232330932084213,0.1252004558598291,83274637.0
14271.984202623367,0.6433110237121582,5022.75696516037,2787,0,5022.75696516037,0.1271521663774992,95000000.0,19307.3066341877,0.1228685316296425,0.124817760208683,83274637.0
14525.653891086578,0.686837911605835,5378.923862457275,2974,0,5378.923862457275,0.1272439266334935,95000000.0,19918.00862884521,0.1260529655883297,0.1248890695195032,83274637.0
14775.151096343994,0.7301464080810547,5735.862599372864,3184,0,5735.862599372864,0.1276163107515034,95000000.0,20525.31201505661,0.1240403543589385,0.125100524177366,83274637.0
15042.331546783447,0.7741520404815674,6091.735936641693,3385,0,6091.735936641693,0.1274473067922491,95000000.0,21149.23858475685,0.1245336161738401,0.125138041746829,83274637.0
15270.637425661089,0.8184940814971924,6447.232616186142,3601,0,6447.232616186142,0.1272082074811433,95000000.0,21733.921383857727,0.1248267180646014,0.124927802697812,83274637.0
15581.286163806915,0.8611648082733154,6804.349545001984,3802,0,6804.349545001984,0.1271154210184197,95000000.0,22402.559254407883,0.1229590352175025,0.1247056410383253,83274637.0
15788.937238931656,0.9066710472106934,7160.753883123398,4027,0,7160.753883123398,0.127092399889173,95000000.0,22967.494485855103,0.1250889241083805,0.1247244838638493,83274637.0
16028.323435306547,0.949470043182373,7517.665045261383,4246,0,7517.665045261383,0.12690178495901,95000000.0,23564.67325878144,0.1229286241912549,0.1244624663101522,83274637.0
16273.086529254912,0.992422103881836,7874.474607229233,4437,0,7874.474607229233,0.1266789734591835,95000000.0,24167.11119055748,0.1212046560704028,0.124368589533795,83274637.0
16521.453742027283,1.036456823348999,8231.503209590912,4651,0,8231.503209590912,0.1270290319268477,95000000.0,24773.381996631622,0.1230577506464302,0.1245712051059315,83274637.0
16746.615664243698,1.0801808834075928,8589.113241195679,4865,0,8589.113241195679,0.1264702425164473,95000000.0,25357.0310189724,0.1240747627266632,0.1241474822178937,83274637.0
16966.638417959213,1.124272346496582,8946.132800579071,5082,0,8946.132800579071,0.1264819578769081,95000000.0,25934.952478647232,0.1232849858386452,0.1240802507530838,83274637.0
17179.150507450104,1.1676127910614014,9302.271530151367,5308,0,9302.271530151367,0.1263943202591745,95000000.0,26504.485775232315,0.1233961996883476,0.1240217778937294,83274637.0
17374.270895957947,1.2198481559753418,9660.152369737623,5525,0,9660.152369737623,0.12633383611659,95000000.0,27058.37208175659,0.123346024197267,0.1239435788830009,83274637.0
17670.99710559845,1.263028621673584,10016.414561748505,5710,0,10016.414561748505,0.1263130903378135,95000000.0,27712.22583436966,0.1235647965149308,0.123957353467231,83274637.0
17925.724712610245,1.3072803020477295,10372.576225996016,5928,0,10372.576225996016,0.1263341111302426,95000000.0,28323.99216198921,0.1225278612085899,0.1240200107899895,83274637.0
18151.91158270836,1.3508503437042236,10728.68689751625,6125,0,10728.68689751625,0.1263426606371427,95000000.0,28907.15978908539,0.1243959171098358,0.1239778233420973,83274637.0
