accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/accuracy,test/loss,test/num_examples,total_duration,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples
203.7101473808289,0.0,140.07307839393616,1,0,140.07307839393616,0.0017,6.90775546875,10000.0,344.4210855960846,0.0019140625,6.90775634765625,0.00158,6.90775625,50000.0
359.85463786125183,0.105222463607788,2710.320531129837,2291,0,2710.320531129837,0.0847,5.244700390625,10000.0,3073.5735545158386,0.100234375,5.39095458984375,0.0911,5.58573,50000.0
504.7393636703491,0.5305688381195068,5278.564990758896,5445,0,5278.564990758896,0.2289,3.9989703125,10000.0,5790.27321100235,0.2736328125,4.220955810546875,0.22496,4.4600125,50000.0
652.2588338851929,0.9538962841033936,7860.524250030518,8486,0,7860.524250030518,0.3118,3.378419140625,10000.0,8523.969421863556,0.3680859375,3.7316680908203126,0.32176,3.813205625,50000.0
787.6615836620331,2.887532949447632,10434.1878824234,11699,0,10434.1878824234,0.367,3.0442927734375,10000.0,11238.769221305847,0.42162109375,3.685330505371094,0.38384,3.601450625,50000.0
942.0268058776855,6.265028953552246,13003.87654042244,14722,0,13003.87654042244,0.4066,2.814090625,10000.0,13970.078666448591,0.4776171875,3.231581115722656,0.42348,3.391754375,50000.0
1082.356190443039,9.571468353271484,15570.745574951172,17901,0,15570.745574951172,0.4298,2.6593708984375,10000.0,16684.470690011978,0.51638671875,3.0150677490234377,0.45482,3.13248375,50000.0
1229.9558517932892,12.960415601730348,18139.30871081352,20916,0,18139.30871081352,0.4471,2.55293984375,10000.0,19407.754062891006,0.54599609375,2.811485595703125,0.4645,3.171413125,50000.0
1365.2116255760193,16.81631088256836,20705.705391168594,24013,0,20705.705391168594,0.4551,2.513330078125,10000.0,22117.05074214936,0.5544921875,2.831634826660156,0.47182,3.293626875,50000.0
1513.3428735733032,20.41442084312439,23272.92156934738,27031,0,23272.92156934738,0.4653,2.4510125,10000.0,24839.75356698036,0.56119140625,2.846327819824219,0.491,3.023110625,50000.0
1644.5220572948456,24.17478585243225,25838.922649621964,29974,0,25838.922649621964,0.4708,2.438971875,10000.0,27546.275579690933,0.59525390625,2.405289001464844,0.49358,2.946965,50000.0
1787.57235789299,27.52877902984619,28408.685524463654,33026,0,28408.685524463654,0.4845,2.3743810546875,10000.0,30268.130974769592,0.575546875,2.8383935546875,0.52404,2.787205,50000.0
1952.514872789383,30.849268913269043,30973.978172540665,36043,0,30973.978172540665,0.4953,2.3126998046875,10000.0,33007.410761117935,0.600546875,2.6865383911132814,0.51114,3.0828009375,50000.0
2095.512410879135,34.36452913284302,33541.21115732193,39202,0,33541.21115732193,0.4995,2.3178818359375,10000.0,35726.87788414955,0.58607421875,2.9614581298828124,0.51206,3.0585384375,50000.0
2251.005902528763,37.46971201896668,36107.99708580971,42223,0,36107.99708580971,0.5097,2.2734859375,10000.0,38457.87862896919,0.59671875,2.970548706054688,0.534,2.873200625,50000.0
2393.05406999588,40.6100971698761,38673.390181064606,45376,0,38673.390181064606,0.5102,2.2650513671875,10000.0,41174.026946783066,0.6169140625,2.6586614990234376,0.51918,3.18534125,50000.0
2549.0279200077057,43.64716362953186,41240.94121289253,48398,0,41240.94121289253,0.5145,2.2556796875,10000.0,43906.19372963905,0.651015625,2.282918243408203,0.53526,2.9607578125,50000.0
2684.1458265781403,47.077884912490845,43806.74123930931,51471,0,43806.74123930931,0.5232,2.2308556640625,10000.0,46616.14749240875,0.66802734375,2.129125671386719,0.53748,3.01727625,50000.0
2829.4966249465942,50.05744957923889,46372.80572414398,54493,0,46372.80572414398,0.5197,2.2290048828125,10000.0,49336.3322558403,0.612421875,2.922203369140625,0.54864,2.84266375,50000.0
2995.032402038574,53.20834040641785,48947.82258439064,57455,0,48947.82258439064,0.5332,2.200730078125,10000.0,52085.67027521133,0.63671875,2.746968688964844,0.55392,2.829979375,50000.0
3132.1875948905945,56.34550356864929,51516.3403801918,60548,0,51516.3403801918,0.5314,2.227874609375,10000.0,54800.04334497452,0.64818359375,2.547534942626953,0.56064,2.8241225,50000.0
3289.5494372844696,59.40491318702698,54086.62161302567,63530,0,54086.62161302567,0.5311,2.219551171875,10000.0,57536.37539887428,0.64201171875,2.7144989013671874,0.55102,2.9436590625,50000.0
3425.582947254181,62.78662300109863,56654.65066361427,66644,0,56654.65066361427,0.5383,2.203588671875,10000.0,60249.31686663628,0.62611328125,3.009095458984375,0.56124,2.7696040625,50000.0
3574.4567642211914,65.97119450569153,59222.79617738724,69645,0,59222.79617738724,0.5402,2.19186015625,10000.0,62975.07387137413,0.62607421875,3.0491879272460936,0.57366,2.573124375,50000.0
3706.312452316284,68.93587231636047,61788.73330593109,72638,0,61788.73330593109,0.5435,2.15782109375,10000.0,65682.99700045586,0.64861328125,2.7335797119140626,0.5592,2.94338,50000.0
3847.058870315552,72.0124716758728,64360.018907785416,75701,0,64360.018907785416,0.551,2.179109765625,10000.0,68405.46089339256,0.67732421875,2.358957824707032,0.57476,2.708268125,50000.0
4011.089160680771,74.85829091072083,66935.1855032444,78680,0,66935.1855032444,0.5501,2.179477734375,10000.0,71155.03235840797,0.67873046875,2.434498138427734,0.57358,2.7649703125,50000.0
4149.544147729874,78.59437131881714,69505.51558828354,81815,0,69505.51558828354,0.554,2.1593720703125,10000.0,73874.7239112854,0.6798046875,2.3883621215820314,0.5749,2.7468415625,50000.0
4300.773167848587,81.60517430305481,72085.57695031166,84797,0,72085.57695031166,0.5594,2.1403125,10000.0,76616.86090326309,0.70345703125,2.101881103515625,0.56744,2.914778125,50000.0
4435.273508548737,84.44140076637268,74658.28177475929,87930,0,74658.28177475929,0.5607,2.160432421875,10000.0,79334.47294735909,0.6612109375,2.805562438964844,0.58218,2.779893125,50000.0
4593.19531083107,87.48592448234558,77224.24638557434,90932,0,77224.24638557434,0.5585,2.1752359375,10000.0,82069.03133106232,0.66703125,2.7160748291015624,0.57634,2.8509321875,50000.0
4727.461918592453,90.45930790901184,79790.05006670952,93991,0,79790.05006670952,0.5575,2.1550025390625,10000.0,84779.51224279404,0.6997265625,2.275821228027344,0.5745,2.9034275,50000.0
