global_step,grad_norm,loss,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
900,0.25078586,0.3376865,,,,,,,,,,,,,,
919,,,0.7367070061819894,0.2744052750723703,0.71190259050102,0.2967670464287598,3554.0,0.7290678559585312,0.2987062592174846,3581.0,1627.368877410889,2579.5899741649628,1627.368877410889,951.6716909408568,0.5380425453186035,0.0
1000,0.1972591,0.24474196,,,,,,,,,,,,,,
1100,0.15209702,0.2989565,,,,,,,,,,,,,,
1118,,,0.7380196026393345,0.2728901931217738,0.713024373395294,0.295338061262398,3554.0,0.7302056562630899,0.2971990436723331,3581.0,1737.3483531475067,2693.1053404808044,1737.3483531475067,955.16627907753,0.577625036239624,0.0
1200,0.13356094,0.22480416,,,,,,,,,,,,,,
1300,0.102268286,0.24125767,,,,,,,,,,,,,,
1400,0.14320096,0.34778565,,,,,,,,,,,,,,
1500,0.18834269,0.24610241,,,,,,,,,,,,,,
1600,0.091552466,0.3218763,,,,,,,,,,,,,,
1700,0.20950715,0.26783204,,,,,,,,,,,,,,
1800,0.14856249,0.2680861,,,,,,,,,,,,,,
1900,0.118544176,0.31432217,,,,,,,,,,,,,,
2000,0.1946195,0.28730053,,,,,,,,,,,,,,
2100,0.12957267,0.2415988,,,,,,,,,,,,,,
2126,,,0.7431896073477608,0.2683294670922415,0.7180441629370076,0.2909734808600345,3554.0,0.7352805905953295,0.2926095612586393,3581.0,1847.3708493709564,2806.6726081371307,1847.3708493709564,958.6651656627656,0.6160924434661865,0.0
2200,0.2938356,0.20866227,,,,,,,,,,,,,,
2300,0.18206204,0.25366503,,,,,,,,,,,,,,
2400,0.16014083,0.31079796,,,,,,,,,,,,,,
2500,0.13151418,0.31711918,,,,,,,,,,,,,,
2600,0.13683213,0.28692272,,,,,,,,,,,,,,
2700,0.10367056,0.2986278,,,,,,,,,,,,,,
2800,0.31272268,0.17512041,,,,,,,,,,,,,,
2900,0.048874944,0.35567692,,,,,,,,,,,,,,
3000,0.071093984,0.30221292,,,,,,,,,,,,,,
3100,0.11478345,0.30244654,,,,,,,,,,,,,,
3133,,,0.7457959992544991,0.266189762524196,0.7204666094761185,0.2890369112597601,3554.0,0.737724792088453,0.290592520638439,3581.0,1957.3624410629272,2920.2109394073486,1957.3624410629272,962.1647953987122,0.6558260917663574,0.0
3200,0.13765903,0.264161,,,,,,,,,,,,,,
3300,0.07891933,0.26850575,,,,,,,,,,,,,,
3400,0.13879606,0.35301661,,,,,,,,,,,,,,
3500,0.098779045,0.26559058,,,,,,,,,,,,,,
3600,0.51588315,0.34581983,,,,,,,,,,,,,,
3700,0.07700793,0.29581356,,,,,,,,,,,,,,
3800,0.13896258,0.29372436,,,,,,,,,,,,,,
3900,0.15554193,0.33516526,,,,,,,,,,,,,,
4000,0.05563393,0.31793982,,,,,,,,,,,,,,
4100,0.22350845,0.26007268,,,,,,,,,,,,,,
4140,,,0.7473993301391602,0.264947874205453,0.7218682541898214,0.2880018209565806,3554.0,0.7391247998333217,0.2894962058324316,3581.0,2067.3186025619507,3033.7161774635315,2067.3186025619507,965.6681201457976,0.694145917892456,0.0
4200,0.102743216,0.3386284,,,,,,,,,,,,,,
4300,0.12597121,0.2196352,,,,,,,,,,,,,,
4400,0.07517037,0.2917747,,,,,,,,,,,,,,
4500,0.089331135,0.3277585,,,,,,,,,,,,,,
4600,0.049550705,0.27663565,,,,,,,,,,,,,,
4700,0.38842756,0.42132005,,,,,,,,,,,,,,
4800,0.11471925,0.3606941,,,,,,,,,,,,,,
4900,0.17377312,0.24382904,,,,,,,,,,,,,,
5000,0.10460452,0.21704775,,,,,,,,,,,,,,
5100,0.083385795,0.20418727,,,,,,,,,,,,,,
5147,,,0.7484151976449149,0.2641606160572597,0.7227157395276449,0.287317055963571,3554.0,0.7399618047071349,0.2887993039980976,3581.0,2177.3324003219604,3147.27413892746,2177.3324003219604,969.16738820076,0.7315895557403564,0.0
5200,0.08318457,0.29664037,,,,,,,,,,,,,,
5300,0.62400615,0.2741926,,,,,,,,,,,,,,
5400,0.119570546,0.22537127,,,,,,,,,,,,,,
5500,0.14669108,0.26495236,,,,,,,,,,,,,,
5600,0.33754072,0.17427109,,,,,,,,,,,,,,
5700,0.17284128,0.1943298,,,,,,,,,,,,,,
5800,0.12188392,0.35398614,,,,,,,,,,,,,,
5900,0.07466453,0.3313848,,,,,,,,,,,,,,
6000,0.029405864,0.28320572,,,,,,,,,,,,,,
6100,0.12786523,0.2456037,,,,,,,,,,,,,,
6154,,,0.7491921016148159,0.263510993548802,0.723332754466798,0.2868110343319147,3554.0,0.7405744401877967,0.2882588676020141,3581.0,2287.369537830353,3260.855773448944,2287.369537830353,972.66689991951,0.7692482471466064,0.0
6200,0.04392835,0.25590044,,,,,,,,,,,,,,
6300,0.19613633,0.27350235,,,,,,,,,,,,,,
6400,0.39146215,0.26778808,,,,,,,,,,,,,,
6500,0.081990615,0.2668138,,,,,,,,,,,,,,
6600,0.14045005,0.24635309,,,,,,,,,,,,,,
6700,0.05236488,0.3318057,,,,,,,,,,,,,,
6800,0.11875648,0.23529294,,,,,,,,,,,,,,
6900,0.15896302,0.31771657,,,,,,,,,,,,,,
7000,0.07382813,0.3001623,,,,,,,,,,,,,,
7100,0.096062265,0.2634275,,,,,,,,,,,,,,
7160,,,0.749788624899728,0.2630518504551479,0.7238083272149338,0.2864539597768359,3554.0,0.7410335418266546,0.2879017241604998,3581.0,2397.40203499794,3374.46293258667,2397.40203499794,976.170909166336,0.8325023651123047,0.0
7160,,,,,,,,,,,2397.40203499794,,,,,0.0
