global_step,grad_norm,loss,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,2.085779,0.7258679,,,,,,,,,,,,,,,,,
1,,,0.5037246942520142,0.7179096937179565,0.0226225399330214,0.5051876902580261,0.7160928845405579,0.0255881800798176,43793.0,0.5051379799842834,0.7160503268241882,0.0265957517039776,43793.0,22.072036266326904,273.5314562320709,22.072036266326904,251.4593493938446,0.0,0.0
100,0.18155394,0.16803658,,,,,,,,,,,,,,,,,
200,0.032332506,0.06633416,,,,,,,,,,,,,,,,,
300,0.012930363,0.056507766,,,,,,,,,,,,,,,,,
400,0.014575722,0.059294797,,,,,,,,,,,,,,,,,
500,0.024925897,0.046447325,,,,,,,,,,,,,,,,,
600,0.014959934,0.054425742,,,,,,,,,,,,,,,,,
700,0.01963955,0.05475626,,,,,,,,,,,,,,,,,
800,0.013679961,0.048745807,,,,,,,,,,,,,,,,,
900,0.014980787,0.052610233,,,,,,,,,,,,,,,,,
1000,0.022157103,0.05212904,,,,,,,,,,,,,,,,,
1100,0.016229132,0.045924302,,,,,,,,,,,,,,,,,
1200,0.043474622,0.05142902,,,,,,,,,,,,,,,,,
1300,0.017533878,0.04617796,,,,,,,,,,,,,,,,,
1400,0.020223483,0.046292152,,,,,,,,,,,,,,,,,
1500,0.020613253,0.04675938,,,,,,,,,,,,,,,,,
1600,0.01734414,0.04947156,,,,,,,,,,,,,,,,,
1700,0.024290161,0.049301766,,,,,,,,,,,,,,,,,
1800,0.014278481,0.049811993,,,,,,,,,,,,,,,,,
1900,0.01535473,0.045819193,,,,,,,,,,,,,,,,,
2000,0.037458066,0.053030424,,,,,,,,,,,,,,,,,
2100,0.010355653,0.03936174,,,,,,,,,,,,,,,,,
2200,0.018982546,0.04551243,,,,,,,,,,,,,,,,,
2207,,,0.9878111481666564,0.0436721295118331,0.1259096627970702,0.9849543571472168,0.0534072108566761,0.1290474442283525,43793.0,0.9839733242988586,0.0564399883151054,0.1273774590451019,43793.0,474.0736424922943,836.4756419658661,474.0736424922943,362.342609167099,0.0445392131805419,0.0
2300,0.020734,0.044787146,,,,,,,,,,,,,,,,,
2400,0.0115447035,0.04421014,,,,,,,,,,,,,,,,,
2500,0.015409709,0.04413494,,,,,,,,,,,,,,,,,
2600,0.012514149,0.04520975,,,,,,,,,,,,,,,,,
2700,0.020329773,0.03803664,,,,,,,,,,,,,,,,,
2800,0.0126532195,0.0385346,,,,,,,,,,,,,,,,,
2900,0.0100274095,0.043704156,,,,,,,,,,,,,,,,,
3000,0.016906684,0.04517524,,,,,,,,,,,,,,,,,
3100,0.013387893,0.039916065,,,,,,,,,,,,,,,,,
3200,0.01743374,0.04161014,,,,,,,,,,,,,,,,,
3300,0.016162971,0.038718756,,,,,,,,,,,,,,,,,
3400,0.0197478,0.043054625,,,,,,,,,,,,,,,,,
3500,0.014020458,0.040635753,,,,,,,,,,,,,,,,,
3600,0.012265932,0.036967356,,,,,,,,,,,,,,,,,
3700,0.016921692,0.038882326,,,,,,,,,,,,,,,,,
3800,0.012755683,0.04153666,,,,,,,,,,,,,,,,,
3900,0.013062148,0.040380176,,,,,,,,,,,,,,,,,
4000,0.017950572,0.04192579,,,,,,,,,,,,,,,,,
4100,0.015438421,0.04093424,,,,,,,,,,,,,,,,,
4200,0.015475276,0.040325347,,,,,,,,,,,,,,,,,
4300,0.013738122,0.039082486,,,,,,,,,,,,,,,,,
4400,0.016476024,0.03719854,,,,,,,,,,,,,,,,,
4426,,,0.9885075092315674,0.0399348102509975,0.1956724834178337,0.9856115579605104,0.0493120439350605,0.1723628072342539,43793.0,0.984707772731781,0.0519338808953762,0.1704439706833917,43793.0,926.0290124416352,1402.0032172203064,926.0290124416352,475.8495478630066,0.0951671600341796,0.0
4500,0.01561923,0.04077906,,,,,,,,,,,,,,,,,
4600,0.015315281,0.03674205,,,,,,,,,,,,,,,,,
4700,0.013113087,0.043200366,,,,,,,,,,,,,,,,,
4800,0.013940431,0.041313164,,,,,,,,,,,,,,,,,
4900,0.01641903,0.04215954,,,,,,,,,,,,,,,,,
5000,0.016530875,0.040062953,,,,,,,,,,,,,,,,,
5100,0.020205205,0.037575312,,,,,,,,,,,,,,,,,
5200,0.015742138,0.04207536,,,,,,,,,,,,,,,,,
5300,0.013697472,0.03731941,,,,,,,,,,,,,,,,,
5400,0.020481342,0.038286723,,,,,,,,,,,,,,,,,
5500,0.02218407,0.03674227,,,,,,,,,,,,,,,,,
5600,0.032025162,0.04033393,,,,,,,,,,,,,,,,,
5700,0.011721839,0.03651446,,,,,,,,,,,,,,,,,
5800,0.012971693,0.04024618,,,,,,,,,,,,,,,,,
5900,0.022354426,0.042411596,,,,,,,,,,,,,,,,,
6000,0.016358478,0.03989681,,,,,,,,,,,,,,,,,
6100,0.016072718,0.035920005,,,,,,,,,,,,,,,,,
6200,0.015454671,0.039282702,,,,,,,,,,,,,,,,,
6300,0.01784721,0.041237302,,,,,,,,,,,,,,,,,
6400,0.015287488,0.03935795,,,,,,,,,,,,,,,,,
6500,0.017953696,0.038103078,,,,,,,,,,,,,,,,,
6600,0.019621342,0.036670294,,,,,,,,,,,,,,,,,
6657,,,0.9893020391464232,0.0365609750151634,0.2690824632420498,0.9861664772033693,0.0468073487281799,0.2133228902384748,43793.0,0.9852405190467834,0.0493817888200283,0.2117256438421376,43793.0,1377.9881353378296,1965.324575662613,1377.9881353378296,587.1509313583374,0.1417820453643798,0.0
6700,0.017463619,0.036363527,,,,,,,,,,,,,,,,,
6800,0.018682517,0.039875187,,,,,,,,,,,,,,,,,
6900,0.023636611,0.04016576,,,,,,,,,,,,,,,,,
7000,0.017370697,0.039406776,,,,,,,,,,,,,,,,,
7100,0.021341082,0.039387736,,,,,,,,,,,,,,,,,
7200,0.02048329,0.040030688,,,,,,,,,,,,,,,,,
7300,0.016331566,0.034852885,,,,,,,,,,,,,,,,,
7400,0.01780083,0.03222415,,,,,,,,,,,,,,,,,
7500,0.017510472,0.039577734,,,,,,,,,,,,,,,,,
7600,0.018086176,0.041611794,,,,,,,,,,,,,,,,,
7700,0.022501204,0.042644873,,,,,,,,,,,,,,,,,
7800,0.022946797,0.038797777,,,,,,,,,,,,,,,,,
7900,0.031151185,0.039652098,,,,,,,,,,,,,,,,,
8000,0.029392714,0.037887137,,,,,,,,,,,,,,,,,
8100,0.016756643,0.034287903,,,,,,,,,,,,,,,,,
8200,0.024111522,0.03466124,,,,,,,,,,,,,,,,,
8300,0.026052264,0.039893594,,,,,,,,,,,,,,,,,
8400,0.02051728,0.039195344,,,,,,,,,,,,,,,,,
8500,0.03510193,0.039700586,,,,,,,,,,,,,,,,,
8600,0.026892044,0.03324785,,,,,,,,,,,,,,,,,
8700,0.026579674,0.037027095,,,,,,,,,,,,,,,,,
8800,0.027382566,0.034081757,,,,,,,,,,,,,,,,,
8898,,,0.9900623559951782,0.0337225496768951,0.3100643660881275,0.9865204095840454,0.045342706143856,0.237273141196759,43793.0,0.98561429977417,0.0480220280587673,0.2322402879485819,43793.0,1830.0900344848635,2527.7407767772675,1830.0900344848635,697.401741027832,0.1907033920288086,0.0
8900,0.030492427,0.034861155,,,,,,,,,,,,,,,,,
9000,0.024113616,0.03280641,,,,,,,,,,,,,,,,,
9100,0.022643272,0.038162485,,,,,,,,,,,,,,,,,
9200,0.02345707,0.034563337,,,,,,,,,,,,,,,,,
9300,0.021136831,0.03348821,,,,,,,,,,,,,,,,,
9400,0.020444443,0.032075126,,,,,,,,,,,,,,,,,
9500,0.021168763,0.03525699,,,,,,,,,,,,,,,,,
9600,0.032660373,0.036889147,,,,,,,,,,,,,,,,,
9700,0.028904002,0.032861855,,,,,,,,,,,,,,,,,
9800,0.023704669,0.036711857,,,,,,,,,,,,,,,,,
9900,0.037749484,0.036288258,,,,,,,,,,,,,,,,,
10000,0.034317162,0.035632953,,,,,,,,,,,,,,,,,
10100,0.034272913,0.03832021,,,,,,,,,,,,,,,,,
10200,0.038318258,0.032030396,,,,,,,,,,,,,,,,,
10300,0.026613021,0.033661555,,,,,,,,,,,,,,,,,
10400,0.04573546,0.03501764,,,,,,,,,,,,,,,,,
10500,0.033450708,0.036036346,,,,,,,,,,,,,,,,,
10600,0.04490406,0.03421983,,,,,,,,,,,,,,,,,
10700,0.02966012,0.031787906,,,,,,,,,,,,,,,,,
10800,0.033085242,0.033554696,,,,,,,,,,,,,,,,,
10900,0.036192317,0.033508997,,,,,,,,,,,,,,,,,
11000,0.040826045,0.02998381,,,,,,,,,,,,,,,,,
11100,0.03214718,0.031055048,,,,,,,,,,,,,,,,,
11200,0.045223337,0.034331627,,,,,,,,,,,,,,,,,
11237,,,0.9906930923461914,0.0314584039151668,0.3829430286306661,0.9866560101509094,0.0446696691215038,0.2504130700627106,43793.0,0.985854148864746,0.0473908968269825,0.249159849204626,43793.0,2282.1234183311462,3092.292513847351,2282.1234183311462,809.8493463993073,0.2460956573486328,0.0
11300,0.03597855,0.03400868,,,,,,,,,,,,,,,,,
11400,0.03986926,0.032312077,,,,,,,,,,,,,,,,,
11500,0.04370511,0.032677673,,,,,,,,,,,,,,,,,
11600,0.05209375,0.03592168,,,,,,,,,,,,,,,,,
11700,0.035264056,0.030206416,,,,,,,,,,,,,,,,,
11800,0.035704266,0.030745912,,,,,,,,,,,,,,,,,
11900,0.043095794,0.035570946,,,,,,,,,,,,,,,,,
12000,0.040676594,0.03245348,,,,,,,,,,,,,,,,,
12100,0.045153342,0.03614282,,,,,,,,,,,,,,,,,
12200,0.04698007,0.034816124,,,,,,,,,,,,,,,,,
12300,0.040067002,0.030987341,,,,,,,,,,,,,,,,,
12400,0.07602743,0.036530744,,,,,,,,,,,,,,,,,
12500,0.03975187,0.032346264,,,,,,,,,,,,,,,,,
12600,0.050671156,0.03354662,,,,,,,,,,,,,,,,,
12700,0.06643387,0.03220145,,,,,,,,,,,,,,,,,
12800,0.047964897,0.03369632,,,,,,,,,,,,,,,,,
12900,0.06763429,0.033246692,,,,,,,,,,,,,,,,,
13000,0.052910987,0.03384929,,,,,,,,,,,,,,,,,
13100,0.063088596,0.03141881,,,,,,,,,,,,,,,,,
13200,0.062655635,0.033059064,,,,,,,,,,,,,,,,,
13300,0.056277584,0.03183435,,,,,,,,,,,,,,,,,
13400,0.05283272,0.032387085,,,,,,,,,,,,,,,,,
13500,0.078999855,0.033284944,,,,,,,,,,,,,,,,,
13569,,,0.9909915924072266,0.0298950653523206,0.4015804966180378,0.9867353439331056,0.0443636067211627,0.2613543081498683,43793.0,0.9859198331832886,0.0472026728093624,0.2572239493601221,43793.0,2734.1813151836395,3658.789660692215,2734.1813151836395,924.2236096858978,0.2961125373840332,0.0
13600,0.06058342,0.03082022,,,,,,,,,,,,,,,,,
13700,0.0650483,0.03500504,,,,,,,,,,,,,,,,,
13800,0.06899069,0.02981051,,,,,,,,,,,,,,,,,
13900,0.054663654,0.027463512,,,,,,,,,,,,,,,,,
14000,0.06444087,0.030529762,,,,,,,,,,,,,,,,,
14100,0.064942025,0.028168978,,,,,,,,,,,,,,,,,
14200,0.085509084,0.030087784,,,,,,,,,,,,,,,,,
14300,0.07377157,0.031758536,,,,,,,,,,,,,,,,,
14400,0.06100614,0.03202236,,,,,,,,,,,,,,,,,
14500,0.080942765,0.03132725,,,,,,,,,,,,,,,,,
14600,0.0987387,0.034349456,,,,,,,,,,,,,,,,,
14700,0.09463795,0.030295508,,,,,,,,,,,,,,,,,
14800,0.08058555,0.033467535,,,,,,,,,,,,,,,,,
14900,0.07198445,0.03071633,,,,,,,,,,,,,,,,,
15000,0.10544473,0.0319557,,,,,,,,,,,,,,,,,
15100,0.08418866,0.027090551,,,,,,,,,,,,,,,,,
15200,0.093668014,0.028836459,,,,,,,,,,,,,,,,,
15300,0.080507785,0.025822714,,,,,,,,,,,,,,,,,
15400,0.09374696,0.030029347,,,,,,,,,,,,,,,,,
15500,0.11018197,0.028813824,,,,,,,,,,,,,,,,,
15600,0.09349579,0.025225107,,,,,,,,,,,,,,,,,
15700,0.13685156,0.029918171,,,,,,,,,,,,,,,,,
15800,0.098091215,0.029881936,,,,,,,,,,,,,,,,,
15891,,,0.991511046886444,0.0282043199986219,0.4558265347700295,0.9867106080055236,0.0446153506636619,0.26577858628671,43793.0,0.9858665466308594,0.0474303588271141,0.2583894421866779,43793.0,3186.170065879822,4223.82204413414,3186.170065879822,1037.2022416591644,0.3458309173583984,0.0
15900,0.09474068,0.029004686,,,,,,,,,,,,,,,,,
16000,0.10715812,0.028808227,,,,,,,,,,,,,,,,,
16100,0.10690423,0.026795723,,,,,,,,,,,,,,,,,
16200,0.11841313,0.028953798,,,,,,,,,,,,,,,,,
16300,0.14360707,0.030641196,,,,,,,,,,,,,,,,,
16400,0.115367174,0.031121142,,,,,,,,,,,,,,,,,
16500,0.12389918,0.028948663,,,,,,,,,,,,,,,,,
16600,0.13574949,0.033906966,,,,,,,,,,,,,,,,,
16700,0.18151593,0.035547595,,,,,,,,,,,,,,,,,
16800,0.15552913,0.028714687,,,,,,,,,,,,,,,,,
16900,0.12741049,0.030410392,,,,,,,,,,,,,,,,,
17000,0.17027642,0.030336354,,,,,,,,,,,,,,,,,
17100,0.17553183,0.03326397,,,,,,,,,,,,,,,,,
17200,0.1584031,0.029337682,,,,,,,,,,,,,,,,,
17300,0.16462877,0.028844884,,,,,,,,,,,,,,,,,
17400,0.18233655,0.02911933,,,,,,,,,,,,,,,,,
17500,0.14130941,0.033793177,,,,,,,,,,,,,,,,,
17600,0.12168386,0.024100035,,,,,,,,,,,,,,,,,
17700,0.16798511,0.028067887,,,,,,,,,,,,,,,,,
17800,0.16954827,0.02668966,,,,,,,,,,,,,,,,,
17900,0.22786333,0.03290566,,,,,,,,,,,,,,,,,
18000,0.18353482,0.043691184,,,,,,,,,,,,,,,,,
18100,0.154026,0.026659006,,,,,,,,,,,,,,,,,
18200,0.19774559,0.029425783,,,,,,,,,,,,,,,,,
18223,,,0.9918490052223206,0.0267699565738439,0.4765223897504161,0.9868049621582032,0.0449630357325077,0.2685001856620536,43793.0,0.9859516620635986,0.0477448888123035,0.2621398386418307,43793.0,3638.152243614197,4782.668962478638,3638.152243614197,1144.0027475357056,0.3947696685791015,0.0
18300,0.17637697,0.024133079,,,,,,,,,,,,,,,,,
18400,0.3098853,0.030661386,,,,,,,,,,,,,,,,,
18500,0.22450675,0.031583194,,,,,,,,,,,,,,,,,
18600,0.36301216,0.031036554,,,,,,,,,,,,,,,,,
18700,0.28335282,0.031726502,,,,,,,,,,,,,,,,,
18800,0.2267615,0.029935999,,,,,,,,,,,,,,,,,
18900,0.33900326,0.031624462,,,,,,,,,,,,,,,,,
19000,0.26250842,0.028117068,,,,,,,,,,,,,,,,,
19100,0.27951863,0.034283455,,,,,,,,,,,,,,,,,
19200,0.271918,0.028027935,,,,,,,,,,,,,,,,,
