global_step,grad_norm,loss,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,1.9002987,0.78330344,,,,,,,,,,,,,,,,,
1,,,0.4720951616764068,0.778752863407135,0.0229523805639156,0.4749150574207306,0.7761601805686951,0.0269368781957848,43793.0,0.4752404391765594,0.7754861116409302,0.0275128548820076,43793.0,22.543950080871586,283.52792596817017,22.543950080871586,260.9838900566101,0.0,0.0
100,0.17986654,0.16370954,,,,,,,,,,,,,,,,,
200,0.03253842,0.067521974,,,,,,,,,,,,,,,,,
300,0.012634445,0.057238515,,,,,,,,,,,,,,,,,
400,0.018835736,0.054604493,,,,,,,,,,,,,,,,,
500,0.030579051,0.04833427,,,,,,,,,,,,,,,,,
600,0.018896205,0.053410035,,,,,,,,,,,,,,,,,
700,0.039166555,0.054930594,,,,,,,,,,,,,,,,,
800,0.01624791,0.04877719,,,,,,,,,,,,,,,,,
900,0.012385055,0.048764303,,,,,,,,,,,,,,,,,
1000,0.018757818,0.049293466,,,,,,,,,,,,,,,,,
1100,0.014692605,0.043727797,,,,,,,,,,,,,,,,,
1200,0.012780378,0.05206795,,,,,,,,,,,,,,,,,
1300,0.013334557,0.0379453,,,,,,,,,,,,,,,,,
1400,0.015187556,0.043520752,,,,,,,,,,,,,,,,,
1500,0.017342912,0.05152655,,,,,,,,,,,,,,,,,
1600,0.010455732,0.046637636,,,,,,,,,,,,,,,,,
1700,0.010828056,0.04216282,,,,,,,,,,,,,,,,,
1800,0.01809983,0.039666686,,,,,,,,,,,,,,,,,
1900,0.027999014,0.04797958,,,,,,,,,,,,,,,,,
2000,0.018401176,0.043652914,,,,,,,,,,,,,,,,,
2100,0.01047558,0.039379105,,,,,,,,,,,,,,,,,
2146,,,0.987630307674408,0.0442771911621093,0.1240388041554716,0.984943389892578,0.0536021627485752,0.1223161671621748,43793.0,0.9839476346969604,0.0565835274755954,0.1239291123263552,43793.0,474.4983825683594,852.6881003379822,474.4983825683594,378.12336826324463,0.0471258163452148,0.0
2200,0.013971823,0.041551724,,,,,,,,,,,,,,,,,
2300,0.01768437,0.040773463,,,,,,,,,,,,,,,,,
2400,0.013074193,0.039952718,,,,,,,,,,,,,,,,,
2500,0.011842405,0.04037467,,,,,,,,,,,,,,,,,
2600,0.028231846,0.046921436,,,,,,,,,,,,,,,,,
2700,0.016385565,0.04377703,,,,,,,,,,,,,,,,,
2800,0.012588209,0.044843942,,,,,,,,,,,,,,,,,
2900,0.02025936,0.04221223,,,,,,,,,,,,,,,,,
3000,0.019626368,0.043334566,,,,,,,,,,,,,,,,,
3100,0.013222562,0.042484183,,,,,,,,,,,,,,,,,
