global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.682025,6.918438,,,,,,,,,,,,,,
1,,,0.0013153699,6.9126163,0.0012599999,6.912462,50000.0,0.0006,6.912302,10000.0,50.136358976364136,114.93922519683838,50.136358976364136,64.80277180671692,0.0,0.0
100,0.69770384,6.814761,,,,,,,,,,,,,,
200,0.8195656,6.534747,,,,,,,,,,,,,,
300,0.98692626,6.1942945,,,,,,,,,,,,,,
400,1.7239678,5.9055376,,,,,,,,,,,,,,
500,2.1346238,5.805659,,,,,,,,,,,,,,
600,2.3725083,5.610898,,,,,,,,,,,,,,
700,2.5703335,5.3420115,,,,,,,,,,,,,,
800,2.9042745,5.1106515,,,,,,,,,,,,,,
900,4.9827614,5.1364284,,,,,,,,,,,,,,
1000,4.575922,4.8387365,,,,,,,,,,,,,,
1100,4.130232,4.9226294,,,,,,,,,,,,,,
1200,2.8894882,4.7251296,,,,,,,,,,,,,,
1300,5.3437376,4.6983147,,,,,,,,,,,,,,
1400,5.0160875,4.6291094,,,,,,,,,,,,,,
1500,4.7777987,4.483282,,,,,,,,,,,,,,
1600,5.2561088,4.435584,,,,,,,,,,,,,,
1700,3.738523,4.3283467,,,,,,,,,,,,,,
1800,3.9844964,4.109394,,,,,,,,,,,,,,
1900,5.151454,4.205452,,,,,,,,,,,,,,
2000,4.0548515,4.041779,,,,,,,,,,,,,,
2100,4.8996825,3.9213667,,,,,,,,,,,,,,
2200,4.683643,3.9085312,,,,,,,,,,,,,,
2300,3.6769145,3.7489543,,,,,,,,,,,,,,
2400,6.05929,3.6765532,,,,,,,,,,,,,,
2500,3.9126406,3.6785972,,,,,,,,,,,,,,
2600,4.7880597,3.4722102,,,,,,,,,,,,,,
2700,3.737589,3.4914775,,,,,,,,,,,,,,
2800,3.9539099,3.4475958,,,,,,,,,,,,,,
2900,3.0897083,3.323669,,,,,,,,,,,,,,
3000,3.6972575,3.347344,,,,,,,,,,,,,,
3100,3.4328022,3.1900194,,,,,,,,,,,,,,
3200,4.165148,3.228281,,,,,,,,,,,,,,
3300,3.9607358,3.0089998,,,,,,,,,,,,,,
3400,2.7470727,3.0176363,,,,,,,,,,,,,,
3500,4.025605,3.1826282,,,,,,,,,,,,,,
3600,3.0843072,3.100742,,,,,,,,,,,,,,
3700,3.3201203,3.1419961,,,,,,,,,,,,,,
3800,2.368633,2.7945306,,,,,,,,,,,,,,
3900,3.8007812,2.9533331,,,,,,,,,,,,,,
4000,2.826933,2.9889379,,,,,,,,,,,,,,
4100,2.7456372,2.8151302,,,,,,,,,,,,,,
4200,2.93379,2.7747831,,,,,,,,,,,,,,
4300,2.8580048,2.7379065,,,,,,,,,,,,,,
4400,3.3386762,2.717614,,,,,,,,,,,,,,
4500,2.6080918,2.621832,,,,,,,,,,,,,,
4600,3.2310073,2.8473418,,,,,,,,,,,,,,
4700,2.6802678,2.5277433,,,,,,,,,,,,,,
4800,2.3849175,2.630224,,,,,,,,,,,,,,
