accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,total_duration,train/loss,validation/loss,validation/num_examples
988.8383266925812,0.0,10.201725006103516,1,0,10.201725006103516,0.6814587027138158,95000000.0,999.0401284694672,0.6817627968090885,0.6815828029367453,83274637.0
1856.9860820770264,0.4707968235015869,366.3240540027618,374,0,366.3240540027618,0.1310138921361019,95000000.0,2223.814450740814,0.1289504308300385,0.1283793355990552,83274637.0
2722.763130664825,0.5205724239349365,722.282256603241,753,0,722.282256603241,0.1298705771381579,95000000.0,3445.6036608219147,0.1279414150535872,0.1271617448254382,83274637.0
3575.899359226227,0.5687401294708252,1078.9284627437592,1131,0,1078.9284627437592,0.1292829711862664,95000000.0,4655.4386649131775,0.1251723292465292,0.1267108139263507,83274637.0
4403.777497053146,0.6156854629516602,1435.5373446941376,1509,0,1435.5373446941376,0.1286581758532072,95000000.0,5839.976636171341,0.1244741721348192,0.1261687483223152,83274637.0
5205.219687223434,0.6640856266021729,1792.1206922531128,1919,0,1792.1206922531128,0.1281910761204769,95000000.0,6998.05490398407,0.1255712629817192,0.125881772996163,83274637.0
5963.561435461044,0.7175126075744629,2149.1920902729034,2333,0,2149.1920902729034,0.128135168359375,95000000.0,8113.525707244873,0.1256455274169924,0.1257156406497699,83274637.0
6665.851810455322,0.7649791240692139,2505.257917165756,2727,0,2505.257917165756,0.1279729957236842,95000000.0,9171.933502435684,0.1243099142803148,0.1254927533452596,83274637.0
7254.978136301041,0.8121771812438965,2862.010420084,3113,0,2862.010420084,0.127744975884046,95000000.0,10117.863768815994,0.1235310743744455,0.1253454500620113,83274637.0
7607.315646409988,0.85856032371521,3218.7253913879395,3530,0,3218.7253913879395,0.127729162160773,95000000.0,10826.966992139816,0.1256918350714932,0.1253438322213036,83274637.0
7912.97706580162,0.913844108581543,3575.326596260071,3918,0,3575.326596260071,0.1274220863178454,95000000.0,11489.289174079897,0.1251592109647561,0.1250586457801633,83274637.0
8220.999063491821,0.9610254764556884,3932.0817556381226,4318,0,3932.0817556381226,0.1274524010485197,95000000.0,12154.117929697037,0.1230744089720384,0.1250446405698063,83274637.0
8535.796174287796,1.008814573287964,4288.6599817276,4716,0,4288.6599817276,0.1272065533717105,95000000.0,12825.54512000084,0.1241836821273812,0.1248635810472577,83274637.0
8867.692069768906,1.055366277694702,4644.989775896072,5116,0,4644.989775896072,0.1273505500308388,95000000.0,13513.821621894836,0.1230532749550147,0.1250193841083911,83274637.0
9213.302725553513,1.1038622856140137,5001.118986368179,5519,0,5001.118986368179,0.1273166143811677,95000000.0,14215.614068508148,0.1230234411082365,0.1249793812309525,83274637.0
9544.124307394028,1.1505920886993408,5357.754265785217,5921,0,5357.754265785217,0.1271364252364309,95000000.0,14903.121925115584,0.1225285941980919,0.1247732479655315,83274637.0
9875.026620149612,1.2127065658569336,5714.212356805801,6318,0,5714.212356805801,0.1267478380345394,95000000.0,15590.549162626266,0.1237665500796441,0.1245605691991225,83274637.0
10214.136301517488,1.2771637439727783,6070.486149311066,6716,0,6070.486149311066,0.1267922360197368,95000000.0,16286.001468896866,0.1211550276398471,0.1244893462593801,83274637.0
10570.833594799042,1.3268475532531738,6426.835966825485,7087,0,6426.835966825485,0.1268201269736842,95000000.0,16999.10234117508,0.1255241886905904,0.1245059139797346,83274637.0
10914.197871208193,1.3926286697387695,6783.877766370773,7477,0,6783.877766370773,0.1265064831825658,95000000.0,17699.578687906265,0.1224522421007636,0.1242126744542466,83274637.0
11248.058619499208,1.440211296081543,7140.214434146881,7883,0,7140.214434146881,0.1266476935238487,95000000.0,18389.82798743248,0.124428769819579,0.1242852338157745,83274637.0
11555.012620210648,1.4881434440612793,7496.7006752491,8303,0,7496.7006752491,0.1264444067537006,95000000.0,19053.320662260056,0.1267233517419242,0.1241370893951442,83274637.0
11889.572049379349,1.5357787609100342,7853.73193860054,8711,0,7853.73193860054,0.1263994025904605,95000000.0,19744.96316313744,0.1233679259067061,0.1240666676447243,83274637.0
12206.080767154694,1.584280252456665,8210.16298007965,9110,0,8210.16298007965,0.126454703227796,95000000.0,20417.955436706543,0.1228641129022686,0.1240708259662411,83274637.0
