accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,test/ssim,total_duration,train/loss,train/ssim,validation/loss,validation/num_examples,validation/ssim
760.1554932594299,0.0,274.21609234809875,1,0,274.21609234809875,1.1208251339535047,3581.0,0.1849196838020979,1034.9261164665222,1.1274943351745603,0.1672527619770595,1.1249561041476153,3554.0,0.162003688350714
766.108484506607,0.0622785091400146,384.146431684494,268,0,384.146431684494,0.3294425139843968,3581.0,0.7004654284330494,1152.1546359062197,0.3032891409737723,0.7077357428414481,0.3276124695545512,3554.0,0.6825939687236213
772.047557592392,0.1070430278778076,494.7998471260071,333,0,494.7998471260071,0.3203039438289758,3581.0,0.707942635611561,1269.8955981731417,0.2943607057843889,0.7154538972037179,0.3184954590118528,3554.0,0.6900812684651098
777.9594066143036,0.1497766971588134,605.8921549320221,401,0,605.8921549320221,0.3190515385563565,3581.0,0.708967058127967,1388.0219831466677,0.2935302598135812,0.7169018472943988,0.3173176213201674,3554.0,0.69099518148565
783.8795838356018,0.1987020969390869,716.4042901992798,469,0,716.4042901992798,0.310469664930798,3581.0,0.7159413942509075,1505.5772907733915,0.284619859286717,0.7242725917271206,0.3083793884861248,3554.0,0.6986272894537845
789.7754187583923,0.2409813404083252,826.0968279838562,535,0,826.0968279838562,0.3095041811382993,3581.0,0.7180732102808224,1622.2769339084623,0.2839342185429164,0.7261269433157784,0.3074793174284257,3554.0,0.701166242042417
795.6829905509949,0.291050910949707,936.9826445579528,606,0,936.9826445579528,0.3056218270581716,3581.0,0.7243310778675649,1740.1882276535034,0.2801422391619001,0.7327489171709333,0.3035413648683701,3554.0,0.7070165493546005
801.5799140930176,0.3351979255676269,1047.2503216266632,674,0,1047.2503216266632,0.303300923057456,3581.0,0.723898019713418,1857.4670860767365,0.2774522815431867,0.7324938092912946,0.3014190794043683,3554.0,0.7063522038328293
807.4855604171753,0.3766388893127441,1157.097599029541,737,0,1157.097599029541,0.3025673421792097,3581.0,0.7262922477136274,1974.3279204368591,0.2768173728670393,0.7347217968532017,0.300854684532393,3554.0,0.7089082613780248
813.3847689628601,0.420013427734375,1267.3933658599854,803,0,1267.3933658599854,0.3025829887230347,3581.0,0.7263676511012985,2091.632186412812,0.2762957811355591,0.7353209768022809,0.3004413834433913,3554.0,0.7092895164339477
819.2969284057617,0.4639086723327636,1379.269075870514,876,0,1379.269075870514,0.3032627441269896,3581.0,0.7258178745025831,2210.5302469730377,0.2771804332733154,0.7347205025809151,0.3012144725243563,3554.0,0.7089344340224043
825.2274868488312,0.5063509941101074,1489.071471452713,947,0,1489.071471452713,0.3012458739484431,3581.0,0.7241348654356325,2327.374129533768,0.2752428225108555,0.7331927163260323,0.2995231083154544,3554.0,0.7065023702386396
831.0639035701752,0.5490930080413818,1598.087459564209,2421,0,1598.087459564209,0.2931338397859362,3581.0,0.7343488883386274,2443.742143392563,0.2665505068642752,0.7444912365504673,0.2915687196095069,3554.0,0.7167448731842642
836.9118483066559,0.592522144317627,1706.8972842693329,4747,0,1706.8972842693329,0.293432044503543,3581.0,0.734656774142174,2560.138291835785,0.2672710929598127,0.7445745468139648,0.2919930461825584,3554.0,0.7171090232836241
842.7371835708618,0.6396710872650146,1815.7009103298187,7071,0,1815.7009103298187,0.291497429467153,3581.0,0.7396424652244484,2676.5222845077515,0.2646334511893136,0.7499722072056362,0.2898936360219119,3554.0,0.7223656031276379
848.5594575405121,0.6843466758728027,1924.5043704509733,9396,0,1924.5043704509733,0.2890691813128316,3581.0,0.7394580473549637,2792.895990371704,0.2625411408288138,0.7493110384259906,0.287724037148943,3554.0,0.7220912368765827
854.4077548980713,0.7261087894439697,2033.2945840358727,11720,0,2033.2945840358727,0.2892978799239912,3581.0,0.7396375565048171,2909.273768186569,0.2625700916562761,0.7496467317853656,0.2879243506161631,3554.0,0.7223759760129431
860.2487459182739,0.7698101997375488,2142.100114107132,14045,0,2142.100114107132,0.2885186547708391,3581.0,0.7405374202605767,3025.662801504135,0.2616535936083112,0.7509237016950335,0.2871506089364536,3554.0,0.7231757872951252
866.0682182312012,0.8108153343200684,2250.8837060928345,16371,0,2250.8837060928345,0.2887953156633971,3581.0,0.7402341704700154,3142.0024466514587,0.2617522137505667,0.7508130073547363,0.287409639117016,3554.0,0.7228421376002392
871.9669635295868,0.8525233268737793,2331.49614071846,18095,0,2331.49614071846,0.2885642308690833,3581.0,0.7403536841577073,3230.0858969688416,0.2615462030683245,0.750896658216204,0.2871922206932329,3554.0,0.7229651696372046
,,,18095,0,2331.49614071846,,,,,,,,,
