global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.35345075,6.907756,,,,,,,,,,,,,,
1,,,0.00091796875,6.907755,0.0009999999,6.907755,50000.0,0.001,6.907755,10000.0,58.52012538909912,135.09632539749146,58.52012538909912,76.57610821723938,0.0,0.0
100,0.53926075,6.86416,,,,,,,,,,,,,,
200,0.595326,6.7617326,,,,,,,,,,,,,,
300,0.66459125,6.6709614,,,,,,,,,,,,,,
400,0.7983452,6.583516,,,,,,,,,,,,,,
500,0.8995888,6.442344,,,,,,,,,,,,,,
600,0.92606896,6.653635,,,,,,,,,,,,,,
700,1.1774136,6.3275013,,,,,,,,,,,,,,
800,1.0756553,6.324486,,,,,,,,,,,,,,
900,1.5639788,6.2394705,,,,,,,,,,,,,,
1000,0.90823615,6.1258245,,,,,,,,,,,,,,
1100,2.1408453,6.155019,,,,,,,,,,,,,,
1200,1.2530576,6.1010942,,,,,,,,,,,,,,
1300,1.0481093,5.836751,,,,,,,,,,,,,,
1400,1.1911799,5.881454,,,,,,,,,,,,,,
1500,1.0093606,5.8365593,,,,,,,,,,,,,,
1600,1.0180188,6.215151,,,,,,,,,,,,,,
1700,1.3631855,5.8023305,,,,,,,,,,,,,,
1800,1.3477416,5.7746606,,,,,,,,,,,,,,
1900,1.366835,5.669726,,,,,,,,,,,,,,
2000,1.2031397,6.458573,,,,,,,,,,,,,,
2100,1.0796591,5.6213284,,,,,,,,,,,,,,
2200,0.94429165,6.5631466,,,,,,,,,,,,,,
2300,1.1622949,5.5030756,,,,,,,,,,,,,,
2400,1.2590812,5.4626255,,,,,,,,,,,,,,
2500,1.0426927,5.271102,,,,,,,,,,,,,,
2600,0.8433448,6.54245,,,,,,,,,,,,,,
2700,1.1713638,5.304414,,,,,,,,,,,,,,
2800,1.3220096,5.1943817,,,,,,,,,,,,,,
2900,1.1194861,5.1559553,,,,,,,,,,,,,,
3000,1.108249,5.2338343,,,,,,,,,,,,,,
3100,1.3622859,5.123172,,,,,,,,,,,,,,
